iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
1,aqua_rat_test_0,64,8,8,True,A,A,1,173,19856,20029,,,0.0415694627788156,0.0759512937595129,54.64402961730957,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
2,aqua_rat_test_1,64,8,8,True,E,E,1,153,18517,18670,,,0.0341982578739104,0.05882800608828,57.90224075317383,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
3,aqua_rat_test_2,64,8,8,True,A,A,1,95,16425,16520,,,0.0334254805971858,0.0607305936073059,45.50085473060608,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
4,aqua_rat_test_3,64,8,8,True,B,B,1,141,15119,15260,,,0.0221927360091033,0.0506088280060882,62.69261932373047,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
5,aqua_rat_test_4,64,8,8,True,B,B,1,106,5797,5903,,,0.0121782290581857,0.0236681887366818,15.871037721633911,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
6,aqua_rat_test_5,64,8,8,True,D,D,1,164,10088,10252,,,0.0215053992417028,0.043455098934551,26.46314787864685,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
7,aqua_rat_test_6,64,8,8,True,D,D,1,122,14274,14396,,,0.0259364209610784,0.045662100456621,46.081565618515015,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
8,aqua_rat_test_7,64,8,8,True,C,C,1,137,6907,7044,,,0.0136998114821778,0.0213850837138508,21.3774094581604,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
9,aqua_rat_test_8,64,8,8,True,E,E,1,128,15764,15892,,,0.0279861393165864,0.0505327245053272,51.99883508682251,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
10,aqua_rat_test_9,64,8,8,True,D,D,1,115,6799,6914,,,0.0150582529242827,0.0277777777777777,17.231752157211304,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
11,aqua_rat_test_10,64,8,8,True,B,C,0,158,28530,28688,,,0.0584599852528941,0.1085235920852358,80.58467507362366,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
12,aqua_rat_test_11,64,8,8,True,A,A,1,146,8715,8861,,,0.0177444371964919,0.0366818873668188,23.80852222442627,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
13,aqua_rat_test_12,64,8,8,True,C,C,1,118,11812,11930,,,0.0229482248451994,0.0395738203957382,34.510549545288086,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
14,aqua_rat_test_13,64,8,8,True,D,D,1,81,3304,3385,,,0.006783386577907,0.0124809741248097,9.333693027496338,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
15,aqua_rat_test_14,64,8,8,True,C,C,1,99,4869,4968,,,0.008765889176848,0.0187975646879756,15.713993787765505,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
16,aqua_rat_test_15,64,8,8,True,A,A,1,109,5209,5318,,,0.0117966395081624,0.0213089802130898,13.305572509765623,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
17,aqua_rat_test_16,64,8,8,True,A,A,1,143,42998,43141,,,0.0769440571492751,0.1349315068493151,144.45653176307678,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
18,aqua_rat_test_17,64,8,8,True,D,D,1,151,8337,8488,,,0.0160674117643283,0.0321917808219177,24.5018253326416,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
19,aqua_rat_test_18,64,8,8,True,D,D,1,183,6442,6625,,,0.0126180553859844,0.0271689497716894,19.226903438568115,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
20,aqua_rat_test_19,64,8,8,True,C,C,1,106,8259,8365,,,0.0161280538612804,0.0334094368340943,23.70699906349182,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
21,aqua_rat_test_20,64,8,8,True,C,E,0,122,69399,69521,,,0.1528539053112232,0.2777016742770167,186.9412977695465,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
22,aqua_rat_test_21,64,8,24,True,A,A,1,141,100702,100843,,,0.0640512756411348,0.1294520547945206,307.44401383399963,"[""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
23,aqua_rat_test_22,64,8,8,True,E,E,1,142,18083,18225,,,0.0356956913233747,0.0619482496194825,52.5139844417572,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
24,aqua_rat_test_23,64,8,8,True,A,A,1,144,14337,14481,,,0.0322599853565319,0.056697108066971,35.83289885520935,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
25,aqua_rat_test_24,64,8,8,True,D,D,1,137,5784,5921,,,0.0138993193179271,0.0256468797564688,13.819873094558716,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
26,aqua_rat_test_25,64,8,8,True,D,D,1,123,6150,6273,,,0.0126625623783668,0.0224505327245053,17.45981740951538,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
27,aqua_rat_test_26,64,8,8,True,C,C,1,109,5796,5905,,,0.0108162549603815,0.021841704718417,18.06566858291626,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
28,aqua_rat_test_27,64,8,8,True,A,A,1,136,10543,10679,,,0.0198016425333104,0.0363013698630136,32.73501014709473,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
29,aqua_rat_test_28,64,8,8,True,B,B,1,127,6288,6415,,,0.0124076290223104,0.0249619482496195,18.585400104522705,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
30,aqua_rat_test_29,64,8,8,True,A,A,1,112,4983,5095,,,0.0078886417360407,0.0157534246575342,20.78910756111145,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
31,aqua_rat_test_30,64,8,8,True,B,B,1,121,6104,6225,,,0.012362548536952,0.0249619482496195,17.24485445022583,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
32,aqua_rat_test_31,64,8,8,True,A,A,1,141,6038,6179,,,0.0112833418484102,0.0226027397260274,19.699537992477417,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
33,aqua_rat_test_32,64,8,64,False,B,D,0,131,700273,700404,,,0.177558170050568,0.4165144596651445,2102.2587802410126,"[""A"", ""C"", ""E"", ""D"", ""C"", ""E"", ""C"", ""E"", ""D"", ""D"", ""E"", ""D"", ""A"", ""D"", ""B"", ""E"", ""E"", ""C"", ""D"", ""D"", ""D"", ""D"", ""E"", ""C"", ""D"", ""E"", ""D"", ""D"", ""A"", ""A"", ""E"", ""B"", ""A"", ""D"", ""D"", ""A"", ""E"", ""E"", ""D"", ""A"", ""E"", ""C"", ""B"", ""C"", ""A"", ""E"", ""D"", ""C"", ""A"", ""E"", ""C"", ""C"", ""E"", ""B"", ""D"", ""D""]"
34,aqua_rat_test_33,64,8,8,True,B,B,1,133,5718,5851,,,0.0122920185150434,0.0238203957382039,15.249038457870483,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
35,aqua_rat_test_34,64,8,8,True,B,B,1,143,7559,7702,,,0.0158533065286249,0.0274733637747336,20.858943223953247,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
36,aqua_rat_test_35,64,8,8,True,A,A,1,118,4861,4979,,,0.0088058755723683,0.0170471841704717,16.2796790599823,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
37,aqua_rat_test_36,64,8,8,True,D,D,1,144,8682,8826,,,0.0155377598904768,0.0311263318112633,28.572551250457764,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
38,aqua_rat_test_37,64,8,8,True,A,A,1,127,11486,11613,,,0.02484074472584,0.0437595129375951,30.340288639068604,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
39,aqua_rat_test_38,64,8,8,True,D,D,1,132,6334,6466,,,0.0119914731199146,0.026255707762557,19.015543222427368,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
40,aqua_rat_test_39,64,8,8,True,A,A,1,126,16670,16796,,,0.0331917883141215,0.0645357686453577,47.031700134277344,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
41,aqua_rat_test_40,64,8,8,True,A,A,1,130,16897,17027,,,0.0301744723179049,0.0579147640791476,54.64856243133545,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
42,aqua_rat_test_41,64,8,8,True,A,A,1,145,16262,16407,,,0.032850286242289,0.06103500761035,44.72119283676148,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
43,aqua_rat_test_42,64,8,8,True,C,C,1,89,5136,5225,,,0.0106329444009831,0.0200152207001521,14.224785804748535,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
44,aqua_rat_test_43,64,8,8,True,A,A,1,127,10738,10865,,,0.022387082466011,0.0429223744292237,29.21771359443665,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
45,aqua_rat_test_44,64,8,8,True,B,B,1,129,6832,6961,,,0.0127873411150422,0.0274733637747336,20.842728853225708,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
