iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,3,0,0.7,33,33,1,189,17991,18180,"[""33"", ""33"", ""33""]",17,0.03070309447151897,0.0582828962116117,62.24887537956238
2,index_1,10,1,0,0.7,23,23,1,221,21182,21403,"[""23""]",23,0.028800452281742838,0.0511096166778749,171.86102485656738
3,index_2,10,2,0,0.7,116,116,1,167,14464,14631,"[""116"", ""116""]",18,0.025098249559089923,0.0430396772024209,51.119608879089355
4,index_3,10,1,0,0.7,809,809,1,140,9798,9938,"[""809""]",9,0.013318779859097253,0.0321303145781962,61.511759519577026
5,index_4,10,1,0,0.7,197,36,0,136,27727,27863,"[""36""]",9,0.05383003436765823,0.1060300381080475,472.6167223453522
6,index_5,10,1,0,0.7,385,16,0,123,23291,23414,"[""16""]",25,0.029699064638488547,0.0490921318090114,163.87161374092102
7,index_6,10,1,0,0.7,371,135,0,118,24493,24611,"[""135""]",14,0.043415051280349365,0.084211312859598,365.1211211681366
8,index_7,10,1,0,0.7,601,601,1,114,21729,21843,"[""601""]",22,0.027582778509612486,0.0428902338788014,155.12184357643127
9,index_8,10,1,0,0.7,25,25,1,92,16348,16440,"[""25""]",19,0.020914525910264423,0.0366136142867817,107.24792623519897
10,index_9,10,1,0,0.7,55,55,1,103,11544,11647,"[""55""]",16,0.016241047438736226,0.0342972427706792,54.84489059448242
11,index_10,10,2,0,0.7,540,540,1,91,20241,20332,"[""540"", ""540""]",22,0.033552701663245074,0.0597773294478068,61.77196192741394
12,index_11,10,1,0,0.7,45,34,0,181,30341,30522,"[""34""]",25,0.04474235958236562,0.0801016214600612,347.2575681209564
13,index_12,10,2,0,0.7,204,204,1,176,11976,12152,"[""204"", ""204""]",17,0.018166489120063117,0.0295897780766644,67.71614241600037
14,index_13,10,1,0,0.7,699,699,1,113,40923,41036,"[""699""]",31,0.051945435281792046,0.0859299110812225,375.76235723495483
15,index_14,10,1,0,0.7,294,294,1,96,11041,11137,"[""294""]",15,0.014544075639379258,0.0298886647239035,62.5127694606781
16,index_15,10,1,0,0.7,110,110,1,107,19159,19266,"[""110""]",21,0.02547147990103935,0.0400508107300305,146.4024622440338
17,index_16,10,1,0,0.7,721,721,1,140,26592,26732,"[""721""]",28,0.03630959691665766,0.0600762160950459,247.9216468334198
18,index_17,10,1,0,0.7,315,12,0,95,20362,20457,"[""12""]",9,0.03448486038030881,0.0665022790106851,277.81438159942627
19,index_18,10,1,0,0.7,468,468,1,95,14485,14580,"[""468""]",9,0.021522218271968718,0.039303594111933,143.41584849357605
20,index_19,10,1,0,0.7,902,25,0,142,11983,12125,"[""25""]",11,0.018345819946613898,0.0325786445490547,116.0400230884552
21,index_20,10,1,0,0.7,211,211,1,165,26411,26576,"[""211""]",20,0.037087581294320646,0.0655308974071583,271.75342416763306
22,index_21,10,1,0,0.7,80,80,1,104,18882,18986,"[""80""]",7,0.03231295435385072,0.0623178659493387,256.9625675678253
23,index_22,10,1,0,0.7,480,480,1,126,14239,14365,"[""480""]",19,0.019347521827346933,0.030635881342001,102.82563519477844
24,index_23,10,1,0,0.7,236,124,0,113,23525,23638,"[""124""]",12,0.03879184761620643,0.0744227751625196,319.56117248535156
25,index_24,10,1,0,0.7,73,73,1,154,11037,11191,"[""73""]",11,0.01612702677163713,0.0282447881640888,95.10324788093567
26,index_25,10,1,0,0.7,113,113,1,397,23353,23750,"[""113""]",25,0.0360952260060191,0.0600014944332362,242.34937191009521
27,index_26,10,1,0,0.7,127,25,0,203,23702,23905,"[""25""]",16,0.038524062903131595,0.0720316819846073,304.2251570224762
28,index_27,10,1,0,0.7,104,251,0,194,26063,26257,"[""251""]",23,0.03846053006142345,0.067473660614212,281.58872985839844
29,index_28,10,1,0,0.7,104,104,1,119,16600,16719,"[""104""]",11,0.024470238467489087,0.0443099454531868,168.0795669555664
30,index_29,10,1,0,0.7,321,321,1,104,15068,15172,"[""321""]",14,0.02079565550446442,0.0354927893596354,128.64017152786255
