iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
1,index_0,64,8,8,True,33,33,1,189,22907,23096,,,0.0440287560798774,0.0767123287671233,68.88438129425049,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]"
2,index_1,64,8,24,True,23,23,1,221,183623,183844,,,0.0851193565794935,0.182800608828006,1007.2760920524596,"[""23"", ""23"", ""19"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""49"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]"
3,index_2,64,8,8,True,116,116,1,167,18778,18945,,,0.0361560058223821,0.073896499238965,56.12118601799011,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]"
4,index_3,64,8,8,True,809,809,1,140,34779,34919,,,0.0710101906870774,0.1346270928462709,98.39559268951416,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]"
5,index_4,64,8,64,False,197,287,0,136,978461,978597,,,0.2108438482264953,0.5025114155251141,3879.492922782898,"[""273"", ""287"", ""545"", ""254"", ""287"", ""2929"", ""261"", ""287"", ""19"", ""254"", ""2024"", ""2929"", ""197"", ""803"", ""197"", ""8603"", ""45707"", ""273"", ""33"", ""17"", ""35"", ""287"", ""35"", ""8603"", ""254"", ""2297"", ""35"", ""17"", ""36"", ""197"", ""273"", ""5019"", ""2025"", ""2929"", ""197"", ""197"", ""287"", ""144"", ""197"", ""287"", ""8603"", ""36"", ""2027"", ""17"", ""254"", ""144"", ""287"", ""2929"", ""287"", ""144"", ""2297"", ""389"", ""197"", ""511"", ""273"", ""254"", ""273"", ""1223"", ""273"", ""2025"", ""273"", ""287""]"
6,index_5,64,8,64,False,385,16,0,123,804596,804719,,,0.1832269936998308,0.4170471841704718,2805.242515563965,"[""7"", ""16"", ""16"", ""64"", ""24"", ""48"", ""16"", ""24"", ""16"", ""36"", ""36"", ""24"", ""24"", ""12"", ""12"", ""16"", ""6"", ""16"", ""7"", ""24"", ""16"", ""24"", ""36"", ""12"", ""16"", ""16"", ""16"", ""24"", ""16"", ""16"", ""16"", ""16"", ""16"", ""24"", ""16"", ""64"", ""16"", ""16"", ""16"", ""16"", ""16"", ""16"", ""4"", ""16"", ""16"", ""24"", ""16"", ""16"", ""36"", ""24"", ""72"", ""16"", ""16"", ""36"", ""24"", ""8"", ""24"", ""16"", ""36"", ""16"", ""32"", ""12"", ""24"", ""12""]"
7,index_6,64,8,64,False,371,139,0,118,916830,916948,,,0.2171504384896369,0.4827245053272451,3176.930644273758,"[""411"", ""173"", ""163"", ""323"", ""69"", ""38"", ""51"", ""133"", ""139"", ""131"", ""35"", ""139"", ""139"", ""139"", ""285"", ""163"", ""17"", ""17"", ""397"", ""163"", ""151"", ""17"", ""9"", ""141"", ""145"", ""289"", ""10"", ""53"", ""39"", ""139"", ""341"", ""33"", ""131"", ""179"", ""35"", ""9"", ""9"", ""47"", ""46"", ""143"", ""48"", ""17"", ""37"", ""33"", ""17"", ""35"", ""71"", ""273"", ""139"", ""139"", ""139"", ""33"", ""35"", ""25"", ""73"", ""137"", ""46"", ""179"", ""139"", ""9"", ""67"", ""357"", ""137"", ""9""]"
8,index_7,64,8,64,False,601,601,1,114,790586,790700,,,0.162179799507455,0.3800608828006088,3330.259276866913,"[""601"", ""201"", ""601"", ""6"", ""601"", ""401"", ""601"", ""401"", ""601"", ""601"", ""601"", ""403"", ""601"", ""7"", ""601"", ""601"", ""601"", ""601"", ""13"", ""7"", ""201"", ""401"", ""6"", ""601"", ""601"", ""601"", ""201"", ""401"", ""600"", ""607"", ""601"", ""601"", ""601"", ""13"", ""13"", ""401"", ""13"", ""595"", ""601"", ""85"", ""601"", ""201"", ""601"", ""6"", ""601"", ""601"", ""601"", ""601"", ""301"", ""403"", ""601"", ""201"", ""61"", ""601"", ""13"", ""601"", ""601"", ""601"", ""403"", ""601"", ""403"", ""601"", ""601"", ""601""]"
9,index_8,64,8,8,True,25,25,1,92,57612,57704,,,0.1096248569125016,0.2162100456621004,178.89949870109558,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]"
10,index_9,64,8,8,True,55,55,1,103,26629,26732,,,0.0583661840611063,0.110806697108067,68.74245500564575,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]"
11,index_10,64,8,8,True,540,540,1,91,25164,25255,,,0.0381275552232305,0.0818112633181126,100.08783483505248,"[""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540""]"
12,index_11,64,8,64,False,45,45,1,181,594721,594902,,,0.1213640791017267,0.2780821917808219,2784.48593211174,"[""1780"", ""45"", ""37"", ""45"", ""45"", ""45"", ""45"", ""45"", ""89"", ""36"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""90"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""81"", ""45"", ""9"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""29"", ""45"", ""45"", ""45"", ""45"", ""8"", ""45"", ""45"", ""80"", ""45"", ""45"", ""36"", ""45"", ""1000"", ""45"", ""45"", ""45"", ""45"", ""4545""]"
13,index_12,64,8,8,True,204,204,1,176,20723,20899,,,0.0369221147239727,0.0842465753424657,65.7015655040741,"[""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204""]"
14,index_13,64,8,32,True,699,699,1,113,380369,380482,,,0.1647580043811376,0.3640791476407915,1430.0430445671082,"[""629"", ""699"", ""699"", ""699"", ""629"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""629"", ""699"", ""699"", ""629"", ""699"", ""699"", ""629"", ""699"", ""699"", ""699"", ""699"", ""896"", ""629"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699""]"
15,index_14,64,8,8,True,294,294,1,96,29688,29784,,,0.0591160280716563,0.1018264840182648,86.6641104221344,"[""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294""]"
16,index_15,64,8,40,True,110,110,1,107,376515,376622,,,0.1188423049870963,0.2434550989345509,1614.6383352279663,"[""110"", ""263"", ""110"", ""155"", ""110"", ""110"", ""212"", ""134"", ""110"", ""110"", ""110"", ""134"", ""110"", ""110"", ""134"", ""110"", ""155"", ""155"", ""110"", ""134"", ""110"", ""110"", ""155"", ""155"", ""110"", ""110"", ""32048"", ""110"", ""155"", ""155"", ""110"", ""110"", ""110"", ""110"", ""110"", ""110"", ""110"", ""110"", ""110"", ""110""]"
17,index_16,64,8,8,True,721,721,1,140,93595,93735,,,0.1729445957823504,0.2841704718417047,343.89181637763977,"[""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721""]"
18,index_17,64,8,64,False,315,36,0,95,846228,846323,,,0.1978745901988825,0.4321156773211567,2858.473837852478,"[""1188"", ""1278"", ""72"", ""54"", ""132"", ""36"", ""12"", ""144"", ""18"", ""9"", ""1440"", ""54"", ""6"", ""1440"", ""108"", ""30"", ""12"", ""9"", ""9702"", ""30"", ""6"", ""36"", ""48231"", ""30"", ""90"", ""116"", ""36"", ""18"", ""1350"", ""3"", ""132"", ""9"", ""36"", ""3"", ""1278"", ""36"", ""18"", ""58"", ""9"", ""6"", ""9"", ""12"", ""9"", ""96"", ""90"", ""27"", ""144"", ""36"", ""36"", ""90"", ""66"", ""9702"", ""12"", ""675"", ""12"", ""1194"", ""15"", ""108"", ""6"", ""60"", ""432"", ""9"", ""90"", ""48""]"
19,index_18,64,8,32,True,468,468,1,95,258032,258127,,,0.0992130639595424,0.1843226788432268,1116.6679511070251,"[""468"", ""468"", ""468"", ""468"", ""468"", ""780"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""156"", ""468"", ""468"", ""429"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468""]"
20,index_19,64,8,64,False,902,1024,0,142,779859,780001,,,0.1911645368853805,0.4226027397260273,2564.516172647476,"[""36"", ""59049"", ""64"", ""18"", ""18"", ""34"", ""1023"", ""1024"", ""1024"", ""1024"", ""1024"", ""14528"", ""1024"", ""1024"", ""1023"", ""902"", ""2"", ""482"", ""126"", ""59048"", ""1918"", ""59049"", ""1022"", ""2048"", ""2"", ""625"", ""2046"", ""962"", ""900"", ""1024"", ""33"", ""1024"", ""256"", ""2"", ""1024"", ""124"", ""24"", ""1024"", ""1024"", ""1023"", ""1024"", ""256"", ""36"", ""1022"", ""2"", ""12"", ""34"", ""252"", ""36"", ""1024"", ""1922"", ""2"", ""1023"", ""14528"", ""59048"", ""59048"", ""18"", ""36"", ""1024"", ""2"", ""1022"", ""252"", ""10"", ""122""]"
21,index_20,64,8,64,False,211,211,1,165,1352035,1352200,,,0.3077660280014805,0.6550228310502283,5462.19268488884,"[""241"", ""211"", ""2311"", ""211"", ""121"", ""211"", ""21"", ""211"", ""211"", ""241"", ""211"", ""121"", ""361"", ""361"", ""211"", ""211"", ""121"", ""2311"", ""241"", ""211"", ""31"", ""211"", ""101"", ""211"", ""121"", ""211"", ""226"", ""31"", ""211"", ""211"", ""211"", ""105"", ""211"", ""121"", ""211"", ""221"", ""241"", ""211"", ""211"", ""211"", ""211"", ""211"", ""128"", ""121"", ""2311"", ""211"", ""121"", ""2311"", ""211"", ""241"", ""21"", ""231"", ""231"", ""211"", ""121"", ""211"", ""226"", ""121""]"
22,index_21,64,8,8,True,80,80,1,104,95653,95757,,,0.1795359097124238,0.3579908675799087,312.94903683662415,"[""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80""]"
23,index_22,64,8,16,True,480,480,1,126,139334,139460,,,0.1015775882582365,0.2569254185692542,598.3774304389954,"[""480"", ""480"", ""480"", ""480"", ""480"", ""96"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480""]"
24,index_23,64,8,40,True,236,236,1,113,460322,460435,,,0.1372824512755897,0.3099695585996955,2463.4035799503326,"[""246"", ""236"", ""288"", ""236"", ""246"", ""201"", ""236"", ""219"", ""236"", ""236"", ""236"", ""236"", ""246"", ""326"", ""236"", ""236"", ""246"", ""236"", ""236"", ""236"", ""236"", ""246"", ""236"", ""208"", ""300"", ""212"", ""246"", ""246"", ""236"", ""246"", ""236"", ""236"", ""236"", ""236"", ""236"", ""236"", ""236""]"
25,index_24,64,8,40,True,73,73,1,154,241329,241483,,,0.083596488902475,0.1669710806697107,987.7323546409608,"[""73"", ""73"", ""234"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""151"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""234"", ""73"", ""8"", ""67"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73""]"
26,index_25,64,8,32,True,113,113,1,397,433291,433688,,,0.1833655143410398,0.4169710806697108,1745.786714553833,"[""113"", ""113"", ""113"", ""113"", ""113"", ""113"", ""113"", ""216"", ""113"", ""59"", ""113"", ""113"", ""113"", ""113"", ""113"", ""113"", ""179"", ""113"", ""169"", ""113"", ""113"", ""113"", ""1113"", ""113"", ""113"", ""113"", ""113"", ""113"", ""113"", ""113"", ""113"", ""113""]"
27,index_26,64,8,64,False,127,7,0,203,1068236,1068439,,,0.2574194819184266,0.5872907153729072,3691.935823202133,"[""39"", ""91"", ""7"", ""7"", ""40"", ""17"", ""29"", ""13"", ""4"", ""97"", ""127"", ""213"", ""7"", ""4"", ""1"", ""7"", ""4"", ""6"", ""155"", ""28"", ""7"", ""17"", ""7"", ""5"", ""23"", ""11"", ""7"", ""127"", ""7"", ""7"", ""7"", ""7"", ""31"", ""25"", ""7"", ""1"", ""71"", ""127"", ""7"", ""127"", ""10"", ""7"", ""7"", ""11"", ""23"", ""7"", ""127"", ""7"", ""127"", ""7"", ""127"", ""7"", ""7"", ""7"", ""0"", ""7"", ""7"", ""67"", ""7"", ""17"", ""7"", ""7"", ""127"", ""7""]"
28,index_27,64,8,32,True,104,104,1,194,301491,301685,,,0.1125485661214847,0.2369101978691019,1436.4644598960876,"[""512"", ""104"", ""104"", ""1339"", ""104"", ""104"", ""104"", ""1379"", ""104"", ""47"", ""104"", ""52"", ""104"", ""104"", ""94"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""236"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104""]"
29,index_28,64,8,64,False,104,104,1,119,791237,791356,,,0.1685132959139841,0.3964992389649924,3375.5630576610565,"[""104"", ""107"", ""104"", ""104"", ""104"", ""104"", ""107"", ""104"", ""104"", ""104"", ""104"", ""107"", ""104"", ""104"", ""107"", ""104"", ""104"", ""104"", ""291"", ""291"", ""107"", ""107"", ""104"", ""104"", ""107"", ""294"", ""104"", ""107"", ""107"", ""104"", ""107"", ""104"", ""104"", ""104"", ""107"", ""24"", ""77"", ""104"", ""291"", ""107"", ""107"", ""104"", ""291"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""107"", ""77"", ""104"", ""17"", ""107"", ""107"", ""107"", ""104"", ""104"", ""104"", ""108"", ""291""]"
30,index_29,64,8,24,True,321,321,1,104,133805,133909,,,0.085022006091153,0.1688736681887367,411.97683691978455,"[""321"", ""321"", ""321"", ""679"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""679"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321""]"
