iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,0,0.98,fixed,A,A,1,173,20544,20717,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",12,0.04380773518001072,0.0818949413434955,57.01914429664612
2,aqua_rat_test_1,8,8,0,0.98,fixed,E,E,1,153,25133,25286,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",25,0.047051952154593964,0.0821191063289247,81.55035352706909
3,aqua_rat_test_2,8,8,0,0.98,fixed,A,A,1,95,11937,12032,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",12,0.021568369493143953,0.0428902338788014,39.72382140159607
4,aqua_rat_test_3,8,8,0,0.98,fixed,B,B,1,141,12803,12944,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",9,0.02906778204769469,0.0517821116341628,33.94621992111206
5,aqua_rat_test_4,8,8,0,0.98,fixed,B,B,1,106,4870,4976,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",4,0.011756844440590141,0.0221176118956885,13.85012936592102
6,aqua_rat_test_5,8,8,0,0.98,fixed,D,D,1,164,11354,11518,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",12,0.02708704642270357,0.0449824404094747,30.385233402252197
7,aqua_rat_test_6,8,8,0,0.98,fixed,D,D,1,122,19125,19247,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",20,0.03685102460687885,0.0664275573488754,59.88648867607117
8,aqua_rat_test_7,8,8,0,0.98,fixed,C,C,1,137,7671,7808,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",7,0.02013864813198161,0.0340730777852499,19.161695957183838
9,aqua_rat_test_8,8,8,0,0.98,fixed,E,E,1,128,14788,14916,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",12,0.034414860844006294,0.0597773294478068,37.63026165962219
10,aqua_rat_test_9,8,8,0,0.98,fixed,D,D,1,115,6454,6569,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",7,0.01648471293257941,0.0286931181349473,16.917760133743286
11,aqua_rat_test_10,8,8,0,0.98,fixed,B,C,0,158,29695,29853,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",22,0.0637170724334377,0.1234401853097213,82.20487976074219
12,aqua_rat_test_11,8,8,0,0.98,fixed,A,A,1,146,8741,8887,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",8,0.01976222866220334,0.0400508107300305,25.28671169281006
13,aqua_rat_test_12,8,8,0,0.98,fixed,C,C,1,118,13040,13158,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",10,0.023633076436093137,0.0407233056863184,45.50771951675415
14,aqua_rat_test_13,8,8,0,0.98,fixed,D,D,1,81,4075,4156,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",7,0.010103955685425728,0.0155421056564297,11.581204891204834
15,aqua_rat_test_14,8,8,0,0.98,fixed,C,C,1,99,5234,5333,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",6,0.008262749738237672,0.0183068071433908,26.493093967437744
16,aqua_rat_test_15,8,8,0,0.98,fixed,A,A,1,109,5003,5112,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",5,0.013407609425339114,0.0227153851901665,13.08250379562378
17,aqua_rat_test_16,8,8,0,0.98,fixed,A,A,1,143,52554,52697,"[""A"", ""A"", ""E"", ""A"", ""A"", ""E"", ""A"", ""A""]",61,0.08844069561972431,0.1327056713741313,233.11759686470032
18,aqua_rat_test_17,8,8,0,0.98,fixed,D,D,1,151,8267,8418,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",7,0.01975308145939046,0.03713666591945,23.127816677093506
19,aqua_rat_test_18,8,8,0,0.98,fixed,D,D,1,183,6322,6505,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",5,0.01912160954560613,0.0316819846073376,15.799253940582275
20,aqua_rat_test_19,8,8,0,0.98,fixed,C,C,1,106,8792,8898,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",6,0.02092697069827103,0.0412463573189867,22.54523730278015
21,aqua_rat_test_20,8,1,0,0.98,fixed,C,E,0,122,52467,52589,"[""E""]",41,0.08758317967075717,0.2235672121347979,190.90019130706787
22,aqua_rat_test_21,8,8,0,0.98,fixed,A,A,1,141,24783,24924,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",20,0.048561101941543915,0.0962415004109691,73.2373538017273
23,aqua_rat_test_22,8,8,0,0.98,fixed,E,E,1,142,19798,19940,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",23,0.032565875229302266,0.0723305686318463,76.64325094223022
24,aqua_rat_test_23,8,8,0,0.98,fixed,A,A,1,144,14188,14332,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",10,0.02939235755862217,0.0621684226257192,41.63218879699707
25,aqua_rat_test_24,8,8,0,0.98,fixed,D,D,1,137,6195,6332,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",5,0.018345192168706684,0.0322797579018157,14.69718050956726
26,aqua_rat_test_25,8,8,0,0.98,fixed,D,D,1,123,5857,5980,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",5,0.0160118599345522,0.0292908914294254,14.742974758148193
27,aqua_rat_test_26,8,8,0,0.98,fixed,C,C,1,109,4863,4972,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",4,0.012754047464585099,0.0233131584846446,12.952731847763062
28,aqua_rat_test_27,8,8,0,0.98,fixed,A,A,1,136,9323,9459,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",6,0.024425138572499176,0.0418441306134648,22.894139528274536
29,aqua_rat_test_28,8,8,0,0.98,fixed,B,B,1,127,6741,6868,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",6,0.013087903676946781,0.0271986848987521,24.312721014022827
30,aqua_rat_test_29,8,8,0,0.98,fixed,A,A,1,112,5432,5544,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",10,0.013279536992676087,0.0206231786594933,15.804696083068848
31,aqua_rat_test_30,8,8,0,0.98,fixed,B,B,1,121,5490,5611,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",5,0.01438867811740883,0.0264514682806545,14.726064920425415
32,aqua_rat_test_31,8,8,0,0.98,fixed,A,A,1,141,6020,6161,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",7,0.01533679281652347,0.0274975715459911,16.840447902679443
33,aqua_rat_test_32,8,1,0,0.98,fixed,B,E,0,131,41497,41628,"[""E""]",38,0.05686930880892868,0.1512366435029515,215.64334797859192
34,aqua_rat_test_33,8,8,0,0.98,fixed,B,B,1,133,5489,5622,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",5,0.014574120492076053,0.0274975715459911,14.816165924072266
35,aqua_rat_test_34,8,8,0,0.98,fixed,B,B,1,143,8548,8691,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",11,0.01893511885617375,0.0358663976686841,25.5116925239563
36,aqua_rat_test_35,8,8,0,0.98,fixed,A,A,1,118,6424,6542,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",8,0.015627954577962358,0.0239109317791227,18.14371371269226
37,aqua_rat_test_36,8,8,0,0.98,fixed,D,D,1,144,7928,8072,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",6,0.02073114539884613,0.034670851079728,20.280625820159912
38,aqua_rat_test_37,8,8,0,0.98,fixed,A,A,1,127,11627,11754,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",8,0.02664605506755719,0.0496151834416797,30.791641235351562
39,aqua_rat_test_38,8,8,0,0.98,fixed,D,D,1,132,6912,7044,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",5,0.01832803993243973,0.034670851079728,17.438782691955566
40,aqua_rat_test_39,8,8,0,0.98,fixed,A,A,1,126,15701,15827,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",9,0.03856526540189271,0.0681461555704998,37.406885623931885
41,aqua_rat_test_40,8,8,0,0.98,fixed,A,A,1,130,21152,21282,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",19,0.036292109664068706,0.0792049615183442,73.81042814254761
42,aqua_rat_test_41,8,8,0,0.98,fixed,A,A,1,145,18899,19044,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",18,0.030337167621542364,0.0627661959201972,74.261727809906
43,aqua_rat_test_42,8,8,0,0.98,fixed,C,C,1,89,4947,5036,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",7,0.011789958326609255,0.0209220653067324,13.898324966430664
44,aqua_rat_test_43,8,8,0,0.98,fixed,A,A,1,127,11572,11699,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",13,0.02081740569963033,0.0381827691847866,41.4228777885437
45,aqua_rat_test_44,8,8,0,0.98,fixed,B,B,1,129,7059,7188,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",8,0.017502633904675997,0.0316819846073376,18.961052179336548
46,aqua_rat_test_45,8,8,0,0.98,fixed,B,B,1,123,11218,11341,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",11,0.022128680461777704,0.0425913472315624,36.38106608390808
47,aqua_rat_test_46,8,8,0,0.98,fixed,E,E,1,132,5393,5525,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",8,0.013394465702027791,0.0239109317791227,15.741848468780518
48,aqua_rat_test_47,8,8,0,0.98,fixed,A,A,1,148,6714,6862,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",5,0.016538755782037343,0.0328775311962937,18.894609451293945
49,aqua_rat_test_48,8,8,0,0.98,fixed,D,D,1,109,26891,27000,"[""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",28,0.04348409091933444,0.0736008368826123,112.71825742721558
50,aqua_rat_test_49,8,8,0,0.98,fixed,B,B,1,115,6895,7010,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",6,0.015966908490148552,0.0298886647239035,19.47559404373169
51,aqua_rat_test_50,8,8,0,0.98,fixed,C,C,1,121,8866,8987,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",6,0.022833704482903866,0.0400508107300305,21.566394805908203
52,aqua_rat_test_51,8,8,0,0.98,fixed,C,C,1,127,7481,7608,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",9,0.018810354709131717,0.0340730777852499,19.657061338424683
53,aqua_rat_test_52,8,8,0,0.98,fixed,B,B,1,103,8118,8221,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",7,0.01634085794642594,0.0340730777852499,25.16340923309326
54,aqua_rat_test_53,8,8,0,0.98,fixed,A,A,1,102,5211,5313,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",4,0.013714734181285064,0.0245087050736008,13.36139464378357
55,aqua_rat_test_54,8,4,0,0.98,fixed,D,D,1,144,34496,34640,"[""E"", ""D"", ""D"", ""D""]",24,0.04448548385273465,0.0920570873496227,247.31129264831543
56,aqua_rat_test_55,8,8,0,0.98,fixed,A,A,1,117,5435,5552,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",5,0.01604129489100996,0.0251064783680788,12.714536190032959
57,aqua_rat_test_56,8,8,0,0.98,fixed,A,A,1,128,26799,26927,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",26,0.04351911552148654,0.0868265710229395,101.25939106941223
58,aqua_rat_test_57,8,8,0,0.98,fixed,D,D,1,119,6918,7037,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",6,0.017320594208124783,0.0304864380183815,18.167884826660156
59,aqua_rat_test_58,8,8,0,0.98,fixed,D,D,1,130,19511,19641,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",18,0.03332572797345924,0.069341702159456,67.7025933265686
60,aqua_rat_test_59,8,8,0,0.98,fixed,C,C,1,107,97834,97941,"[""C"", ""D"", ""C"", ""A"", ""C"", ""C"", ""C"", ""C""]",79,0.19727328668376934,0.3831726817604424,318.81091928482056
