iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,16,1,0,0.98,fixed,C,C,1,153,23146,23299,"[""C""]",31,0.025464437508354427,0.0476135108423928,79.96261072158813
2,index_1,16,1,0,0.98,fixed,D,C,0,160,31069,31229,"[""C""]",34,0.028189404423319502,0.0470902854485204,268.72296714782715
3,index_2,16,3,0,0.98,fixed,C,C,1,184,21372,21556,"[""C"", ""C"", ""C""]",28,0.02892718435897255,0.0453462008022789,61.34259796142578
4,index_3,16,2,0,0.98,fixed,B,D,0,158,29034,29192,"[""D"", ""D""]",29,0.02533403556290382,0.0474391023777687,210.96266722679138
5,index_4,16,1,0,0.98,fixed,C,C,1,390,22738,23128,"[""C""]",31,0.025168138982410868,0.0512760885995,106.19066405296326
6,index_5,16,2,0,0.98,fixed,C,C,1,204,58978,59182,"[""C"", ""C""]",29,0.07646579540848812,0.1488285564792745,1124.2873139381409
7,index_6,16,1,0,0.98,fixed,C,C,1,196,23506,23702,"[""C""]",31,0.023480996469875542,0.0470902854485204,101.13411498069763
8,index_7,16,1,0,0.98,fixed,D,D,1,476,24623,25099,"[""D""]",31,0.02651013348419175,0.0592988779722108,125.14317297935486
9,index_8,16,1,0,0.98,fixed,A,B,0,267,24971,25238,"[""B""]",31,0.024210634431811262,0.0499970931922563,129.18121194839478
10,index_9,16,1,0,0.98,fixed,C,C,1,153,22475,22628,"[""C""]",32,0.02652071967950975,0.0470321492936457,71.62760400772095
11,index_10,16,5,0,0.98,fixed,A,A,1,404,18853,19257,"[""A"", ""A"", ""A"", ""A"", ""A""]",24,0.036379247491850515,0.0523225393872449,45.917938470840454
12,index_11,16,1,0,0.98,fixed,D,D,1,179,23908,24087,"[""D""]",34,0.027771704458999815,0.0491831870240102,76.45440292358398
13,index_12,16,1,0,0.98,fixed,A,A,1,345,30789,31134,"[""A""]",31,0.02989237338086194,0.052903900935992,278.10834217071533
14,index_13,16,1,0,0.98,fixed,D,A,0,153,24904,25057,"[""A""]",31,0.022639752648641216,0.0465670600546479,125.0908842086792
15,index_14,16,1,0,0.98,fixed,C,C,1,307,20924,21231,"[""C""]",31,0.029587336463201126,0.0494157316435091,64.25941348075867
16,index_15,16,1,0,0.98,fixed,B,B,1,226,29832,30058,"[""B""]",31,0.027364665440671357,0.0497064124178826,242.14980578422546
17,index_16,16,3,0,0.98,fixed,C,C,1,163,20118,20281,"[""C"", ""C"", ""C""]",27,0.02993531492202101,0.0449973838730306,50.43800377845764
18,index_17,16,1,0,0.98,fixed,B,A,0,250,25200,25450,"[""A""]",32,0.02618241220503115,0.0526713563164932,102.10680842399597
19,index_18,16,1,0,0.98,fixed,A,B,0,548,30429,30977,"[""B""]",32,0.03075310231308117,0.0645892680658101,227.62007427215576
20,index_19,16,10,0,0.98,fixed,A,A,1,203,14932,15135,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",17,0.030498808670589562,0.0483692808557641,26.53085494041443
21,index_20,16,1,0,0.98,fixed,B,B,1,282,31021,31303,"[""B""]",35,0.028360994262004047,0.0569734317772222,199.2064745426178
22,index_21,16,2,0,0.98,fixed,D,D,1,5505,17721,23226,"[""C"", ""D""]",26,0.017212628554803433,0.0325562467298412,72.35628342628479
23,index_22,16,1,0,0.98,fixed,C,B,0,280,26127,26407,"[""B""]",32,0.024697755186124118,0.0497064124178826,156.1251096725464
24,index_23,16,1,0,0.98,fixed,B,B,1,230,28476,28706,"[""B""]",31,0.02619538774577532,0.0481367362362653,224.84503650665283
25,index_24,16,1,0,0.98,fixed,B,D,0,368,26409,26777,"[""D""]",31,0.025912896673740315,0.052903900935992,163.4106743335724
26,index_25,16,1,0,0.98,fixed,D,A,0,377,28022,28399,"[""A""]",31,0.026856040271678882,0.0588919248880879,178.3195629119873
27,index_26,16,2,0,0.98,fixed,A,A,1,169,20616,20785,"[""A"", ""A""]",27,0.023308703252158038,0.045520609266903,70.01551485061646
28,index_27,16,1,0,0.98,fixed,A,A,1,332,27098,27430,"[""A""]",31,0.02594018722877139,0.0517993139933724,183.10449385643005
29,index_28,16,1,0,0.98,fixed,A,D,0,408,37083,37491,"[""D""]",32,0.03763116384972936,0.0626707749549444,421.925909280777
30,index_29,16,1,0,0.98,fixed,A,C,0,106,21173,21279,"[""C""]",30,0.020688867759814922,0.0399976745538049,84.89553165435791
31,index_30,16,1,0,0.98,fixed,C,A,0,140,27470,27610,"[""A""]",31,0.024048076279335393,0.0486599616301377,158.9402837753296
32,index_31,16,1,0,0.98,fixed,C,C,1,161,36350,36511,"[""C""]",32,0.036792019328848534,0.0655775826986803,449.2667019367218
33,index_32,16,1,0,0.98,fixed,C,A,0,327,22782,23109,"[""A""]",32,0.026781930648563882,0.0512760885995,89.33312273025513
34,index_33,16,1,0,0.98,fixed,A,A,1,477,30666,31143,"[""A""]",32,0.030173649643110062,0.0617405964769489,231.64544773101807
35,index_34,16,5,0,0.98,fixed,C,C,1,323,19762,20085,"[""C"", ""C"", ""C"", ""C"", ""C""]",23,0.025627026631350993,0.0498808208825067,67.63381481170654
36,index_35,16,2,0,0.98,fixed,B,B,1,4419,20819,25238,"[""B"", ""C""]",29,0.021115787618710823,0.0397651299343061,66.94549989700317
37,index_36,16,1,0,0.98,fixed,D,B,0,167,31129,31296,"[""B""]",31,0.027942567352857058,0.0497064124178826,262.0290734767914
38,index_37,16,1,0,0.98,fixed,C,C,1,308,25750,26058,"[""C""]",32,0.026838786024611292,0.0552293471309807,110.99261999130249
39,index_38,16,4,0,0.98,fixed,B,B,1,248,17029,17277,"[""B"", ""B"", ""B"", ""B""]",24,0.028165195655457803,0.0470902854485204,41.48073601722717
40,index_39,16,3,0,0.98,fixed,A,A,1,178,19283,19461,"[""A"", ""A"", ""A""]",27,0.029259163294477267,0.0441834777047845,49.017868518829346
41,index_40,16,4,0,0.98,fixed,A,A,1,152,19142,19294,"[""A"", ""A"", ""A"", ""A""]",25,0.03010372876964787,0.0465670600546479,43.8058500289917
42,index_41,16,2,0,0.98,fixed,D,D,1,239,22584,22823,"[""D"", ""D""]",29,0.023800165492090804,0.0476135108423928,93.95631718635559
43,index_42,16,1,0,0.98,fixed,A,C,0,275,20988,21263,"[""C""]",29,0.021193449597267166,0.0488925062496367,102.15567088127136
44,index_43,16,8,0,0.98,fixed,A,A,1,318,12981,13299,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",21,0.02815921409353172,0.0473228300680192,28.01424813270569
45,index_44,16,1,0,0.98,fixed,D,D,1,185,26659,26844,"[""D""]",31,0.023902916634789873,0.0476716469972675,159.16353607177734
46,index_45,16,1,0,0.98,fixed,C,C,1,103,30766,30869,"[""C""]",31,0.027221100985101755,0.0460438346607755,264.1782042980194
47,index_46,16,1,0,0.98,fixed,D,D,1,222,26735,26957,"[""D""]",30,0.025233627149970544,0.0423812569036683,230.03448939323425
48,index_47,16,1,0,0.98,fixed,A,D,0,159,31014,31173,"[""D""]",32,0.02772214127903605,0.0491831870240102,254.75377869606018
49,index_48,16,1,0,0.98,fixed,B,A,0,432,31722,32154,"[""A""]",32,0.030521398154623024,0.0627870472646938,236.0473780632019
50,index_49,16,3,0,0.98,fixed,D,D,1,206,16802,17008,"[""D"", ""D"", ""D""]",26,0.027128805743914734,0.0499970931922563,38.639854431152344
51,index_50,16,0,0,0.98,fixed,D,,0,173,37140,37313,[],31,0.038258758323657334,0.0687750712167897,474.0894544124603
52,index_51,16,1,0,0.98,fixed,C,C,1,257,22098,22355,"[""C""]",32,0.024855416943344935,0.0473228300680192,85.98782157897949
