iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,16,16,"\left( 3, \frac{\pi}{2} \right)","(3, \frac{\pi}{2})",1,140,13795,10768,2995,13935,"[""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""\\left(3, \\frac{\\pi}{2}\\right)"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})""]",0.0105708097550686,0.021371119951218,17.114400386810303
2,index_1,16,16,p - q,p - q,1,203,52662,46243,6387,52865,"[""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q""]",0.0227130413430044,0.0486947936931966,192.02294874191284
3,index_2,16,16,\frac{14}{3},\dfrac{14}{3},1,139,24935,18499,6404,25074,"[""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}""]",0.0176483463141736,0.0385609338250239,29.94492053985596
4,index_3,16,16,9,9,1,106,19848,15387,4429,19954,"[""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9""]",0.0121525035081644,0.027410784285258,27.73337984085083
5,index_4,16,16,\text{Evelyn},Evelyn,1,431,44123,39359,4732,44554,"[""\\text{Evelyn}"", ""Evelyn"", ""Evelyn"", ""Evelyn"", ""\\text{Evelyn}"", ""Evelyn"", ""Evelyn"", ""\\text{Evelyn}"", ""Evelyn"", ""Evelyn"", ""Evelyn"", ""Evelyn"", ""Evelyn"", ""Evelyn"", ""Evelyn"", ""Evelyn""]",0.0369840628511288,0.0656813496326839,51.39965867996216
6,index_5,16,16,42,42,1,133,10692,8669,1991,10825,"[""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42""]",0.0108306769994826,0.0185835825662765,10.433976411819458
7,index_6,16,16,27,27,1,111,34358,28433,5893,34469,"[""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27""]",0.0209919914471771,0.0457330352216963,47.30284070968628
8,index_7,16,16,90^\circ,90,1,158,46350,39718,6600,46508,"[""90"", ""90"", ""90"", ""90"", ""90"", ""90"", ""90"", ""90"", ""90"", ""90"", ""90"", ""61.5^\\circ"", ""90"", ""90"", ""90"", ""90""]",0.0240891192792312,0.0506402624931037,90.06331515312195
9,index_8,16,16,3\sqrt{13},3\sqrt{13},1,126,17825,13625,4168,17951,"[""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}""]",0.0153357660804083,0.0288045529777287,18.089693307876587
10,index_9,16,16,4,4,1,241,165740,158311,7397,165981,"[""5"", ""10"", ""10"", ""4"", ""5"", ""4"", ""6"", ""4"", ""6"", ""4"", ""4"", ""2"", ""4"", ""4"", ""14"", ""6""]",0.122504724213804,0.2124335782107494,261.100531578064
11,index_10,16,16,2220,2220,1,117,89735,53031,3906,89852,"[""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220""]",0.036641715065644,0.0761926885217341,651.6448450088501
