iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,3,0,0.9,fixed,33,33,1,189,17691,17880,"[""33"", ""33"", ""33""]",21,0.03164163059192369,0.0556676380482702,65.5892744064331
2,index_1,8,2,0,0.9,fixed,23,23,1,221,18687,18908,"[""23"", ""23""]",26,0.034020231990889,0.060972876036763,71.88967823982239
3,index_2,8,1,0,0.9,fixed,116,116,1,167,11782,11949,"[""116""]",14,0.020515534939612466,0.0470746469401479,45.37719655036926
4,index_3,8,1,0,0.9,fixed,809,809,1,140,8725,8865,"[""809""]",7,0.012742591786076143,0.0292908914294254,62.93250131607056
5,index_4,8,1,0,0.9,fixed,197,2025,0,136,24132,24268,"[""2025""]",9,0.04142318278475637,0.0794291265037734,358.98918867111206
6,index_5,8,1,0,0.9,fixed,385,24,0,123,22570,22693,"[""24""]",26,0.03313137769225228,0.0555181947246506,230.44653367996216
7,index_6,8,1,0,0.9,fixed,371,337,0,118,21631,21749,"[""337""]",11,0.03969350069364852,0.0772621983112904,352.45943212509155
8,index_7,8,1,0,0.9,fixed,601,401,0,114,26873,26987,"[""401""]",19,0.037200372130006716,0.0637375775237241,280.5357687473297
9,index_8,8,1,0,0.9,fixed,25,25,1,92,15955,16047,"[""25""]",21,0.021704310424855978,0.0428902338788014,105.2985200881958
10,index_9,8,1,0,0.9,fixed,55,55,1,103,18125,18228,"[""55""]",16,0.026010514267828688,0.069341702159456,81.53740978240967
11,index_10,8,2,0,0.9,fixed,540,540,1,91,19315,19406,"[""540"", ""540""]",21,0.03514016349703411,0.0801016214600612,60.96050405502319
12,index_11,8,1,0,0.9,fixed,45,45,1,181,18097,18278,"[""45""]",19,0.02560305000727029,0.0402749757154599,146.4837245941162
13,index_12,8,2,0,0.9,fixed,204,204,1,176,13942,14118,"[""204"", ""204""]",17,0.025178612063012338,0.0403496973772696,56.02343463897705
14,index_13,8,1,0,0.9,fixed,699,699,1,113,25065,25178,"[""699""]",28,0.0406307762058579,0.0747216618097587,96.98714399337769
15,index_14,8,1,0,0.9,fixed,294,294,1,96,10742,10838,"[""294""]",13,0.015637979144644255,0.0376597175521183,51.79472351074219
16,index_15,8,1,0,0.9,fixed,110,134,0,107,30996,31103,"[""134""]",44,0.0435214250662036,0.0774863632967197,192.0193178653717
17,index_16,8,1,0,0.9,fixed,721,721,1,140,28446,28586,"[""721""]",26,0.037592387443908325,0.0747216618097587,246.21557474136353
18,index_17,8,1,0,0.9,fixed,315,72,0,95,20291,20386,"[""72""]",13,0.035413593562628645,0.0682208772323096,308.79729294776917
19,index_18,8,1,0,0.9,fixed,468,468,1,95,12537,12632,"[""468""]",14,0.017190843059888324,0.0329522528581035,93.8106780052185
20,index_19,8,1,0,0.9,fixed,902,1985,0,142,19465,19607,"[""1985""]",11,0.034712834168452,0.0668011656579242,302.0754773616791
21,index_20,8,1,0,0.9,fixed,211,121,0,165,40277,40442,"[""121""]",35,0.05898204380440672,0.103713666591945,510.61433458328247
22,index_21,8,1,0,0.9,fixed,80,80,1,104,17679,17783,"[""80""]",9,0.031024642624114383,0.0597026077859971,258.2541084289551
23,index_22,8,1,0,0.9,fixed,480,480,1,126,16149,16275,"[""480""]",23,0.02280894802831908,0.039303594111933,98.53646755218506
24,index_23,8,1,0,0.9,fixed,236,246,0,113,26418,26531,"[""246""]",14,0.047317092933681325,0.0918329223641933,430.6294734477997
25,index_24,8,1,0,0.9,fixed,73,73,1,154,12236,12390,"[""73""]",13,0.017410782425559,0.0345961294179182,90.40511155128479
26,index_25,8,1,0,0.9,fixed,113,194,0,397,40209,40606,"[""194""]",14,0.07594856942566691,0.1470522304416049,734.0044505596161
27,index_26,8,1,0,0.9,fixed,127,83,0,203,22003,22206,"[""83""]",16,0.03511841569845041,0.0638870208473436,274.98188042640686
28,index_27,8,1,0,0.9,fixed,104,104,1,194,21793,21987,"[""104""]",23,0.0300140545766572,0.060972876036763,125.4057228565216
29,index_28,8,1,0,0.9,fixed,104,291,0,119,28393,28512,"[""291""]",24,0.04400528714150652,0.08047522976911,369.38412070274353
30,index_29,8,1,0,0.9,fixed,321,321,1,104,11176,11280,"[""321""]",9,0.016245444717731476,0.0277217365314204,95.28282141685486
