iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,8,33,33,1,197,39606,32443,7147,39803,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]",0.061234061777212995,0.110399712781235,136.72329449653625
2,index_1,8,8,23,23,1,229,77293,71402,5874,77522,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]",0.10307633140769726,0.1918980373384394,334.647967338562
3,index_2,8,8,116,116,1,175,33372,29556,3800,33547,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",0.054848970606246356,0.0969961704164672,107.97931790351868
4,index_3,8,8,809,809,1,148,46057,42834,3207,46205,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]",0.071813220077588,0.1537817137386309,155.57529139518738
5,index_4,8,8,197,541,0,144,204671,200928,3727,204815,"[""2297"", ""541"", ""197"", ""541"", ""35"", ""541"", ""541"", ""1157""]",0.3258184207238335,0.5848492101483964,791.9821481704712
6,index_5,8,8,385,24,0,131,163783,158952,4815,163914,"[""24"", ""24"", ""24"", ""24"", ""24"", ""24"", ""144"", ""24""]",0.22913285889442384,0.5347654380086166,680.8337931632996
7,index_6,8,8,371,503,0,126,194067,189751,4300,194193,"[""503"", ""419"", ""411"", ""49"", ""617"", ""617"", ""503"", ""367""]",0.3059799368755632,0.5931665868836764,746.7226009368896
8,index_7,8,8,601,601,1,122,150374,145700,4658,150496,"[""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601""]",0.22509348400087045,0.4719961704164672,608.6474895477295
9,index_8,8,8,25,25,1,100,47972,44521,3435,48072,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",0.0644546467308554,0.1231450454763044,201.0668716430664
10,index_9,8,8,55,55,1,111,44991,41500,3475,45102,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",0.05919672270344966,0.125837721397798,186.84316062927246
11,index_10,8,8,540,540,1,99,34300,28733,5551,34399,"[""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540""]",0.05488931411920876,0.1009454284346577,112.46545076370239
12,index_11,8,8,45,45,1,189,60655,56285,4354,60844,"[""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45""]",0.10002992738032022,0.1724509334609861,201.31846237182617
13,index_12,8,8,204,204,1,184,23150,18070,5064,23334,"[""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204""]",0.03716188810336931,0.0768310196266156,76.04169273376465
14,index_13,8,8,699,699,1,121,142372,105605,3985,142493,"[""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699""]",0.16346973400492248,0.3439444710387745,761.717315196991
15,index_14,8,8,294,294,1,104,49041,45311,3714,49145,"[""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294""]",0.07561960449301133,0.1502513164193394,170.1902210712433
16,index_15,8,8,110,110,1,115,82329,77998,4315,82444,"[""110"", ""110"", ""110"", ""155"", ""110"", ""155"", ""110"", ""110""]",0.110884441874738,0.1981809478219244,362.99474835395813
17,index_16,8,8,721,721,1,148,67187,62134,5037,67335,"[""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721""]",0.09911676849507087,0.1932742939205362,248.41669344902039
18,index_17,8,8,315,9,0,103,182001,179002,2983,182104,"[""21"", ""6"", ""180"", ""108"", ""3"", ""9"", ""9"", ""42""]",0.283654883186429,0.5997486835806606,698.810638666153
19,index_18,8,8,468,468,1,103,101771,94683,7072,101874,"[""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468""]",0.11510406231130321,0.2086524652943991,667.9654636383057
