iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,1,0,0.7,C,C,1,148,7467,7615,"[""C""]",8,0.010890102551693696,0.0309347679892401,40.76719689369202
5,index_4,10,1,0,0.7,C,C,1,385,11171,11556,"[""C""]",19,0.019790466295755604,0.0383322125084062,66.42340612411499
9,index_8,10,1,0,0.7,A,D,0,262,7526,7788,"[""D""]",11,0.013228533321135445,0.0336247478143914,38.120673418045044
15,index_14,10,1,0,0.7,C,C,1,302,12807,13109,"[""C""]",11,0.021465966333009286,0.0373608309048792,127.88787341117859
17,index_16,10,1,0,0.7,C,C,1,158,6151,6309,"[""C""]",6,0.0096430250642812,0.0246581483972203,32.23116493225098
32,index_31,10,1,0,0.7,C,C,1,156,14222,14378,"[""C""]",17,0.020557857018893178,0.0335500261525816,117.05979537963867
34,index_33,10,1,0,0.7,A,C,0,472,15771,16243,"[""C""]",12,0.027000081117944483,0.0463274303220503,171.95476508140564
35,index_34,10,1,0,0.7,C,D,0,318,13419,13737,"[""D""]",10,0.022014939010142592,0.0379586041993573,130.24475598335266
39,index_38,10,1,0,0.7,B,B,1,243,6361,6604,"[""B""]",6,0.010598209121692523,0.0283942314877082,41.990779399871826
41,index_40,10,1,0,0.7,A,A,1,147,6961,7108,"[""A""]",8,0.01023283919573497,0.0239109317791227,47.50406551361084
44,index_43,10,1,0,0.7,A,A,1,313,7165,7478,"[""A""]",10,0.023532662469727128,0.0356422326832548,17.962251663208008
52,index_51,10,1,0,0.7,C,C,1,252,13161,13413,"[""C""]",12,0.01982218363613186,0.0366136142867817,110.46597146987915
58,index_57,10,1,0,0.7,A,D,0,87,7195,7282,"[""D""]",9,0.012876732058279241,0.0298886647239035,22.3982834815979
62,index_61,10,1,0,0.7,C,D,0,252,15152,15404,"[""D""]",9,0.025165082362730115,0.0457296570275722,173.93069672584534
63,index_62,10,1,0,0.7,D,A,0,247,18331,18578,"[""A""]",15,0.032761111451812076,0.0611970410221923,260.35740399360657
66,index_65,10,2,0,0.7,C,C,1,124,6275,6399,"[""C"", ""C""]",7,0.010653181238369233,0.0251064783680788,24.952226400375366
73,index_72,10,2,0,0.7,C,C,1,187,8440,8627,"[""C"", ""C""]",10,0.014422681135261064,0.0274975715459911,37.5696656703949
83,index_82,10,1,0,0.7,A,A,1,193,13692,13885,"[""A""]",13,0.01907834297379022,0.0383322125084062,102.4327781200409
84,index_83,10,4,0,0.7,D,D,1,128,8089,8217,"[""D"", ""D"", ""D"", ""D""]",10,0.013974004466715215,0.0310842113128595,27.654188871383667
89,index_88,10,1,0,0.7,B,B,1,257,13931,14188,"[""B""]",13,0.021729721470063648,0.036538892624972,126.09382319450378
101,index_100,10,1,0,0.7,A,A,1,222,9500,9722,"[""A""]",9,0.014139549789482751,0.0366136142867817,56.7065634727478
104,index_103,10,1,0,0.7,A,A,1,220,9103,9323,"[""A""]",10,0.01355475714840667,0.0322797579018157,60.085766077041626
105,index_104,10,1,0,0.7,D,D,1,240,19813,20053,"[""D""]",8,0.0358128175793814,0.0684450422177389,299.3344213962555
110,index_109,10,1,0,0.7,B,B,1,515,7932,8447,"[""B""]",10,0.01575030934699579,0.0403496973772696,54.79401683807373
112,index_111,10,2,0,0.7,A,A,1,248,14855,15103,"[""A"", ""A""]",25,0.026756636180466194,0.0451318837330941,84.69055962562561
113,index_112,10,1,0,0.7,C,C,1,244,14477,14721,"[""C""]",14,0.022267756648206377,0.0372861092430695,128.29498314857483
114,index_113,10,1,0,0.7,C,A,0,188,9024,9212,"[""A""]",12,0.013630601733058462,0.034371964432489,48.900020599365234
118,index_117,10,1,0,0.7,B,A,0,172,9303,9475,"[""A""]",9,0.014872812858184824,0.0259284166479862,88.761146068573
120,index_119,10,1,0,0.7,A,A,1,122,11155,11277,"[""A""]",13,0.01562382580626738,0.0282447881640888,87.08986067771912
129,index_128,10,1,0,0.7,A,D,0,278,15747,16025,"[""D""]",13,0.023886650398322017,0.0399760890682209,141.71018838882446
