iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,1,0,0.3,C,C,1,148,39986,40134,"[""C""]",12,0.0373474925306219,0.1865052678771576,61.204124212265015
2,index_1,64,1,0,0.3,D,C,0,155,40077,40232,"[""C""]",12,0.031671618596450714,0.1815736381977135,176.64558863639832
3,index_2,64,1,0,0.3,C,C,1,179,51252,51431,"[""C""]",17,0.04432660710491556,0.2119106328924755,74.5589120388031
4,index_3,64,1,0,0.3,B,B,1,153,41712,41865,"[""B""]",17,0.0619972456385863,0.1788836583725622,37.19645571708679
5,index_4,64,1,0,0.3,C,C,1,385,44257,44642,"[""C""]",24,0.05355123876706673,0.2255846970036613,69.7685775756836
6,index_5,64,1,0,0.3,C,B,0,199,44738,44937,"[""B""]",16,0.03838784325797597,0.1915116192184114,258.34003591537476
7,index_6,64,1,0,0.3,C,C,1,191,48431,48622,"[""C""]",22,0.03817682653939468,0.1937532690727041,231.3681778907776
8,index_7,64,1,0,0.3,D,D,1,471,63414,63885,"[""D""]",24,0.06232333520292507,0.3155495778226107,111.69325590133667
9,index_8,64,1,0,0.3,A,A,1,262,44414,44676,"[""A""]",17,0.03982826978242458,0.2017484868863484,84.50154185295105
10,index_9,64,1,0,0.3,C,C,1,148,38536,38684,"[""C""]",12,0.028553394702294885,0.1746245236494059,94.41145730018616
11,index_10,64,1,0,0.3,A,A,1,399,41491,41890,"[""A""]",18,0.07801962469790762,0.2311140999775834,43.05233693122864
12,index_11,64,1,0,0.3,D,D,1,174,48330,48504,"[""D""]",23,0.03842126038940152,0.1806769782559963,87.62004923820496
13,index_12,64,1,0,0.3,A,A,1,340,40855,41195,"[""A""]",11,0.034947264924015814,0.2309646566539639,166.7391276359558
14,index_13,64,1,0,0.3,D,A,0,148,34705,34853,"[""A""]",17,0.027620558826901925,0.1914368975566016,72.64332389831543
15,index_14,64,2,0,0.3,C,C,1,302,36860,37162,"[""C"", ""C""]",22,0.042419831209508124,0.214227004408578,73.92955613136292
16,index_15,64,1,0,0.3,B,C,0,221,36473,36694,"[""C""]",12,0.030350785459971198,0.1916610625420309,152.689692735672
17,index_16,64,3,0,0.3,C,C,1,158,42111,42269,"[""C"", ""C"", ""C""]",13,0.030948262027744075,0.182320854815811,103.6470673084259
18,index_17,64,1,0,0.3,B,A,0,245,49926,50171,"[""A""]",18,0.03671066384437333,0.2227452738548905,133.151447057724
19,index_18,64,1,0,0.3,A,B,0,543,45280,45823,"[""B""]",17,0.042076642124397164,0.2911903160726294,171.48765587806702
20,index_19,64,9,0,0.3,A,A,1,198,53114,53312,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",21,0.08538521111662789,0.2214750056041246,40.93844485282898
21,index_20,64,1,0,0.3,B,B,1,277,47753,48030,"[""B""]",14,0.036446534255438,0.2175894791900171,154.37894129753113
22,index_21,64,1,0,0.3,D,D,1,137,36123,36260,"[""D""]",12,0.041728761675668365,0.1853097212882014,42.20836353302002
23,index_22,64,1,0,0.3,C,D,0,275,42943,43218,"[""D""]",12,0.040013799883490166,0.214824777703056,266.4679751396179
24,index_23,64,1,0,0.3,B,B,1,225,49703,49928,"[""B""]",19,0.03684489312399029,0.192258835836509,152.45063304901123
25,index_24,64,1,0,0.3,B,C,0,363,44931,45294,"[""C""]",16,0.03774574953377011,0.229395501755959,185.38527154922485
26,index_25,64,1,0,0.3,D,A,0,372,44344,44716,"[""A""]",16,0.037926166629840295,0.246730927295823,163.28812527656555
27,index_26,64,1,0,0.3,A,B,0,164,45146,45310,"[""B""]",25,0.03334265569105721,0.17335425539864,126.66010093688965
28,index_27,64,1,0,0.3,A,B,0,327,54922,55249,"[""B""]",17,0.04168098742559869,0.2869311813494732,183.42518067359924
29,index_28,64,1,0,0.3,A,A,1,403,45610,46013,"[""A""]",14,0.06035602627562149,0.2726593439438093,64.38534212112427
30,index_29,64,1,0,0.3,A,C,0,101,34175,34276,"[""C""]",10,0.023828450897608176,0.138683404318912,104.67124605178833
31,index_30,64,1,0,0.3,C,A,0,135,38594,38729,"[""A""]",18,0.029108044659080422,0.1793319883434208,101.85362100601196
32,index_31,64,1,0,0.3,C,C,1,156,54001,54157,"[""C""]",41,0.042953822946619875,0.1661062542030934,225.25411891937256
33,index_32,64,1,0,0.3,C,A,0,322,39374,39696,"[""A""]",14,0.03406575281934078,0.2177389225136367,114.02530479431152
34,index_33,64,1,0,0.3,A,C,0,472,47104,47576,"[""C""]",20,0.04203810966615505,0.2826720466263169,180.16010451316833
35,index_34,64,1,0,0.3,C,C,1,318,44249,44567,"[""C""]",18,0.039404850259997466,0.2199805723679294,97.83732271194458
36,index_35,64,1,0,0.3,B,B,1,154,35329,35483,"[""B""]",17,0.036376015058674896,0.1663304191885227,54.63147306442261
37,index_36,64,1,0,0.3,D,B,0,162,32715,32877,"[""B""]",17,0.028092206103410556,0.1648359859523276,162.17295718193054
38,index_37,64,1,0,0.3,C,C,1,303,36953,37256,"[""C""]",16,0.0348537836035025,0.2128820144960024,82.48907518386841
39,index_38,64,2,0,0.3,B,B,1,243,35135,35378,"[""B"", ""B""]",17,0.04241486815849413,0.1839647313756257,53.00985407829285
40,index_39,64,7,0,0.3,A,A,1,173,43039,43212,"[""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A""]",21,0.06682237883584805,0.1793319883434208,35.28994107246399
41,index_40,64,1,0,0.3,A,A,1,147,28031,28178,"[""A""]",10,0.03364339451068232,0.144885302249122,40.55299758911133
42,index_41,64,4,0,0.3,D,D,1,234,44554,44788,"[""D"", ""D"", ""D"", ""D""]",15,0.051099601036064965,0.2097437046999924,60.89811849594116
43,index_42,64,1,0,0.3,A,A,1,270,39973,40243,"[""A""]",11,0.03244964739444372,0.2151983860121049,151.3225862979889
44,index_43,64,3,0,0.3,A,A,1,313,39319,39632,"[""A"", ""B"", ""A""]",15,0.07640923429789248,0.2176642008518269,36.76678109169006
45,index_44,64,1,0,0.3,D,D,1,180,37713,37893,"[""D""]",14,0.030810214577522865,0.1807516999178061,76.31162142753601
46,index_45,64,1,0,0.3,C,D,0,98,35882,35980,"[""D""]",11,0.02673481443893298,0.1407008891877755,127.3618643283844
47,index_46,64,1,0,0.3,D,D,1,217,44424,44641,"[""D""]",17,0.04974296657825955,0.2138533960995292,58.082690954208374
48,index_47,64,1,0,0.3,A,C,0,154,47392,47546,"[""C""]",20,0.04340058475477809,0.1720839871478742,310.5438919067383
49,index_48,64,1,0,0.3,B,D,0,427,45191,45618,"[""D""]",13,0.04031160979176924,0.2426959575580961,201.9442114830017
50,index_49,64,3,0,0.3,D,D,1,201,38765,38966,"[""D"", ""D"", ""D""]",14,0.06017660013626445,0.1960696405888067,37.13814830780029
51,index_50,64,1,0,0.3,D,C,0,168,37525,37693,"[""C""]",10,0.03098058343918773,0.1580363147276395,185.20191049575806
52,index_51,64,1,0,0.3,C,C,1,252,50386,50638,"[""C""]",24,0.04018747658169565,0.2351490697153104,119.43319916725159
53,index_52,64,1,0,0.3,D,D,1,231,50695,50926,"[""D""]",16,0.039841251669113585,0.2151236643502951,240.4077250957489
54,index_53,64,1,0,0.3,A,C,0,185,45511,45696,"[""C""]",13,0.03410777597195051,0.2172158708809684,103.13985466957092
55,index_54,64,1,0,0.3,B,B,1,203,49619,49822,"[""B""]",13,0.038501201875813754,0.1972651871777628,231.1921272277832
56,index_55,64,1,0,0.3,A,A,1,259,45321,45580,"[""A""]",16,0.034210957684430505,0.1985354554285286,147.93091344833374
57,index_56,64,1,0,0.3,D,C,0,191,44600,44791,"[""C""]",15,0.037231829403352894,0.1916610625420309,243.0845911502838
58,index_57,64,4,0,0.3,A,D,0,87,41818,41905,"[""D"", ""D"", ""D"", ""D""]",15,0.04975558726669979,0.1673765224538593,39.14366126060486
59,index_58,64,2,0,0.3,A,A,1,136,55091,55227,"[""A"", ""A""]",24,0.04276339286247534,0.1959201972651871,101.79615473747253
60,index_59,64,2,0,0.3,C,C,1,10636,36276,46912,"[""A"", ""C""]",24,0.02908761803034949,0.1506388702084734,134.67312288284302
61,index_60,64,1,0,0.3,C,C,1,226,36594,36820,"[""C""]",13,0.03066358323405547,0.1931554957782261,95.28635764122009
62,index_61,64,1,0,0.3,C,C,1,252,49047,49299,"[""C""]",15,0.03712471621245538,0.2138533960995292,195.27708911895752
63,index_62,64,1,0,0.3,D,A,0,247,43566,43813,"[""A""]",15,0.03642480274280336,0.1815736381977135,219.66245317459106
64,index_63,64,1,0,0.3,C,C,1,241,54633,54874,"[""C""]",16,0.04013784222764152,0.2219233355749832,209.1215579509735
65,index_64,64,1,0,0.3,A,A,1,292,43620,43912,"[""A""]",11,0.036472393921160376,0.2151983860121049,197.02701115608215
66,index_65,64,4,0,0.3,C,C,1,124,36321,36445,"[""C"", ""C"", ""C"", ""C""]",12,0.04504668957239139,0.1618471194799372,37.211085081100464
67,index_66,64,1,0,0.3,D,D,1,242,38676,38918,"[""D""]",11,0.038610744320471894,0.2008518269446312,62.32915949821472
