iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,16,16,33,33.0,1,194,80717,66158.0,14527.0,80911,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]",0.1360172084578607,0.2360327887913493,133.34959411621094
2,index_1,16,16,23,23.0,1,226,153988,141713.0,12243.0,154214,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]",0.1730321149621038,0.4185803150979594,475.4316816329956
3,index_2,16,16,116,116.0,1,172,73947,65672.0,8243.0,74119,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",0.1224121879877833,0.226033370152898,123.81411933898926
4,index_3,16,16,809,809.0,1,145,105108,97976.0,7100.0,105253,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]",0.1551996090051451,0.3310854020115109,200.65378165245056
5,index_4,16,16,197,4427.0,0,141,426838,379378.0,8429.0,426979,"[""4427"", ""103"", ""2297"", ""540"", ""197"", ""3371"", ""197"", ""287"", ""273"", ""541"", ""2929"", ""4133"", ""3371"", ""4427"", ""4427""]",0.5749003337611558,0.9999418638451252,1242.2730448246002
6,index_5,16,16,385,24.0,0,128,352303,342298.0,9972.0,352431,"[""24"", ""24"", ""48"", ""24"", ""24"", ""24"", ""24"", ""48"", ""24"", ""24"", ""24"", ""24"", ""24"", ""24"", ""24"", ""24""]",0.5130496101258244,0.9999418638451252,876.8322837352753
7,index_6,16,16,371,371.0,1,123,377310,368723.0,8555.0,377433,"[""375"", ""371"", ""249"", ""371"", ""371"", ""369"", ""419"", ""403"", ""511"", ""357"", ""383"", ""617"", ""369"", ""383"", ""373"", ""369""]",0.5182790199125816,0.9999418638451252,1008.1050345897676
8,index_7,16,16,601,601.0,1,119,264884,412504.0,10624.0,265003,"[""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""301"", ""601"", ""601"", ""601"", ""601""]",0.233008835675203,0.8350677286204291,1700.0617423057556
9,index_8,16,16,25,25.0,1,97,106547,98961.0,7554.0,106644,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",0.1492444789670081,0.2705075286320563,231.1938283443451
10,index_9,16,16,55,55.0,1,108,89422,82748.0,6642.0,89530,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",0.1250651366506991,0.2720772048136736,172.28844809532166
11,index_10,16,16,540,540.0,1,96,85789,75289.0,10468.0,85885,"[""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540""]",0.1293710707945179,0.2418464042788209,154.7690944671631
12,index_11,16,16,45,45.0,1,186,158197,148702.0,9463.0,158383,"[""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45""]",0.163377547055949,0.4009069240160455,563.6179575920105
13,index_12,16,16,204,204.0,1,181,46047,35656.0,10359.0,46228,"[""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204""]",0.0842403271987331,0.1517353642230102,72.14919257164001
14,index_13,16,16,699,699.0,1,118,235390,326217.0,11659.0,235508,"[""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699""]",0.1800931858001884,0.6112435323527702,1621.2745509147644
15,index_14,16,16,294,294.0,1,101,113646,104996.0,8618.0,113747,"[""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294""]",0.1745428518707675,0.3514330562176617,209.84940266609192
16,index_15,16,16,110,110.0,1,112,171934,162667.0,9235.0,172046,"[""110"", ""110"", ""110"", ""110"", ""155"", ""110"", ""155"", ""110"", ""110"", ""134"", ""110"", ""110"", ""110"", ""155"", ""110"", ""110""]",0.2610390394132491,0.4227079820940643,379.000895023346
17,index_16,16,16,721,721.0,1,145,162380,151724.0,10624.0,162525,"[""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721""]",0.1775833553480654,0.38050113365502,545.4876725673676
18,index_17,16,16,315,15,0,100,421176,414304.0,6836.0,421276,"[""48"", ""15"", ""15"", ""9"", ""33"", ""15"", ""6"", ""3"", ""6"", ""9"", ""27"", ""12"", ""15"", ""36"", ""9"", ""15""]",0.5915972269063966,0.9997093192256264,1146.532562971115
19,index_18,16,16,468,468.0,1,100,156270,164184.0,13756.0,156370,"[""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468""]",0.1066281815038197,0.3636416487413523,1003.9144430160522
20,index_19,16,16,902,1022.0,0,147,261759,421212.0,6774.0,261906,"[""1022"", ""36184"", ""1022"", ""1024"", ""1024"", ""1022"", ""1024"", ""1022"", ""1022"", ""902"", ""59048"", ""902"", ""2"", ""1024"", ""1022"", ""1022""]",0.2296837085272133,0.7333294575896749,1756.0307786464691
21,index_20,16,16,211,211,1,170,405833,358372.0,8431.0,406003,"[""211"", ""211"", ""211"", ""211"", ""211"", ""211"", ""211"", ""211"", ""211"", ""211"", ""211"", ""211"", ""211"", ""211"", ""211""]",0.5038662272125288,0.9999418638451252,1255.937210559845
22,index_21,16,16,80,80.0,1,109,273276,526321.0,7510.0,273385,"[""80"", ""75"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""160"", ""80"", ""80""]",0.2976910634018621,0.8604150921458055,1770.5057575702667
