iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,1,0,0.74,C,C,1,148,11608,11756,"[""C""]",9,0.0170861701925034,0.0316819846073376,103.11593294143675
2,index_1,10,1,0,0.74,D,B,0,155,11909,12064,"[""B""]",6,0.0201900277090936,0.0376597175521183,133.37238264083862
3,index_2,10,1,0,0.74,C,C,1,179,11838,12017,"[""C""]",12,0.0165521989575371,0.0369872225958305,63.928629636764526
4,index_3,10,1,0,0.74,B,B,1,153,7739,7892,"[""B""]",9,0.0124910422221593,0.034371964432489,32.2021803855896
5,index_4,10,1,0,0.74,C,C,1,385,12814,13199,"[""C""]",19,0.0213555364635829,0.0383322125084062,81.66537404060364
6,index_5,10,1,0,0.74,C,C,1,199,19125,19324,"[""C""]",12,0.0341302629523207,0.0651572890981095,281.47552943229675
7,index_6,10,1,0,0.74,C,C,1,191,9043,9234,"[""C""]",13,0.0152082535298665,0.034371964432489,37.76924252510071
8,index_7,10,1,0,0.74,D,C,0,471,20224,20695,"[""C""]",15,0.0313539743879884,0.0620189793020996,200.1631817817688
9,index_8,10,1,0,0.74,A,D,0,262,11040,11302,"[""D""]",11,0.0165697636983351,0.0336247478143914,80.18355321884155
10,index_9,10,1,0,0.74,C,B,0,148,12379,12527,"[""B""]",9,0.0194588427416678,0.035268624374206,121.94790959358215
11,index_10,10,2,0,0.74,A,A,1,399,9870,10269,"[""B"", ""A""]",13,0.0226671471553273,0.04333856384966,34.91259050369263
12,index_11,10,1,0,0.74,D,D,1,174,11541,11715,"[""D""]",18,0.0169988318681955,0.0268997982515131,66.25351572036743
13,index_12,10,1,0,0.74,A,A,1,340,13917,14257,"[""A""]",8,0.0253029469617143,0.0462527086602405,173.83016228675842
14,index_13,10,1,0,0.74,D,A,0,148,10510,10658,"[""A""]",9,0.0144251143491628,0.0328775311962937,72.55996990203857
15,index_14,10,1,0,0.74,C,C,1,302,12092,12394,"[""C""]",14,0.0190251052501687,0.0316819846073376,99.7637403011322
16,index_15,10,1,0,0.74,B,B,1,221,13523,13744,"[""B""]",8,0.0237624979894122,0.0442352237913771,164.42106747627258
17,index_16,10,1,0,0.74,C,C,1,158,8671,8829,"[""C""]",11,0.0128977528346378,0.0328775311962937,43.64877915382385
18,index_17,10,1,0,0.74,B,A,0,245,13198,13443,"[""A""]",13,0.0197929877106395,0.0366136142867817,107.71598076820374
19,index_18,10,1,0,0.74,A,B,0,543,15730,16273,"[""B""]",14,0.0268239609596945,0.0493910184562504,156.89702153205872
20,index_19,10,5,0,0.74,A,A,1,198,11018,11216,"[""A"", ""A"", ""A"", ""A"", ""A""]",12,0.0213641309615657,0.0418441306134648,33.98161458969116
21,index_20,10,1,0,0.74,B,B,1,277,11713,11990,"[""B""]",12,0.0175360468916071,0.0381080475229769,85.27551007270813
22,index_21,10,2,0,0.74,D,C,0,137,8124,8261,"[""D"", ""C""]",10,0.0140297061454131,0.0321303145781962,33.20155453681946
23,index_22,10,1,0,0.74,C,B,0,275,12951,13226,"[""B""]",7,0.0213974528077479,0.0388552641410745,129.17933201789856
24,index_23,10,1,0,0.74,B,D,0,225,19903,20128,"[""D""]",17,0.0290261393269136,0.0490174101472016,192.33731651306152
25,index_24,10,1,0,0.74,B,D,0,363,17563,17926,"[""D""]",13,0.0286076321614197,0.0499887917507285,197.31865429878235
26,index_25,10,1,0,0.74,D,A,0,372,17685,18057,"[""A""]",9,0.0316987596111867,0.058507061197041,242.892884016037
27,index_26,10,1,0,0.74,A,B,0,164,8918,9082,"[""B""]",10,0.0127545277211716,0.0251064783680788,62.20977854728699
28,index_27,10,1,0,0.74,A,A,1,327,14644,14971,"[""A""]",10,0.0224908322211385,0.048569080176343,125.55402851104736
29,index_28,10,1,0,0.74,A,A,1,403,11608,12011,"[""A""]",14,0.0195508715813179,0.051707389972353,66.39981317520142
30,index_29,10,1,0,0.74,A,B,0,101,10925,11026,"[""B""]",10,0.0168624905358663,0.0305611596801912,106.3819615840912
31,index_30,10,1,0,0.74,C,A,0,135,8973,9108,"[""A""]",5,0.0129192950935635,0.0321303145781962,70.77562069892883
32,index_31,10,1,0,0.74,C,C,1,156,16196,16352,"[""C""]",12,0.0264906550033434,0.0493910184562504,195.20640659332275
33,index_32,10,1,0,0.74,C,A,0,322,9365,9687,"[""A""]",9,0.0153322598681278,0.0358663976686841,76.06758427619934
34,index_33,10,1,0,0.74,A,C,0,472,13546,14018,"[""C""]",12,0.0229808365090547,0.0463274303220503,122.90860795974731
35,index_34,10,2,0,0.74,C,C,1,318,14765,15083,"[""C"", ""D""]",12,0.0224681791996367,0.039602480759172,114.25343370437622
36,index_35,10,1,0,0.74,B,B,1,154,14966,15120,"[""B""]",11,0.0226119257834386,0.0403496973772696,145.22183752059937
37,index_36,10,1,0,0.74,D,B,0,162,13099,13261,"[""B""]",10,0.0212294618699002,0.0387058208174549,135.78427362442017
38,index_37,10,1,0,0.74,C,C,1,303,11249,11552,"[""C""]",11,0.0179675549440755,0.0351939027123963,97.004225730896
39,index_38,10,2,0,0.74,B,B,1,243,7602,7845,"[""B"", ""B""]",10,0.015890943447513,0.0298886647239035,30.639087200164795
40,index_39,10,5,0,0.74,A,B,0,173,9565,9738,"[""B"", ""B"", ""A"", ""B"", ""B""]",11,0.0174165182065227,0.0369872225958305,32.26195454597473
41,index_40,10,1,0,0.74,A,A,1,147,6278,6425,"[""A""]",8,0.0096870869438195,0.0239109317791227,33.069977045059204
42,index_41,10,1,0,0.74,D,D,1,234,9906,10140,"[""D""]",13,0.0155100747832694,0.035268624374206,50.20903873443604
43,index_42,10,1,0,0.74,A,B,0,270,15429,15699,"[""B""]",6,0.0284683213241622,0.0537248748412164,217.6642506122589
44,index_43,10,2,0,0.74,A,A,1,313,8665,8978,"[""A"", ""B""]",12,0.0156858975171287,0.0356422326832548,43.16554975509644
45,index_44,10,1,0,0.74,D,D,1,180,13945,14125,"[""D""]",10,0.0218194816697118,0.0391541507883135,138.3630452156067
