iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,16,5,0,0.92,fixed,C,C,1,153,52404,52557,"[""C"", ""C"", ""C"", ""C"", ""C""]",39,0.0673291779668133,0.1692924829951747,112.88564682006836
2,index_1,16,1,0,0.92,fixed,D,C,0,160,64223,64383,"[""C""]",26,0.04971218535162227,0.1934771234230567,375.0966169834137
3,index_2,16,16,0,0.92,fixed,C,C,1,184,50566,50750,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",30,0.08232047824870492,0.1544096273472472,87.33408546447754
4,index_3,16,4,0,0.92,fixed,B,D,0,158,53415,53573,"[""D"", ""D"", ""D"", ""D""]",31,0.0453918596220272,0.1456892041160398,216.83745431900024
5,index_4,16,16,0,0.92,fixed,C,C,1,390,64018,64408,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",44,0.09231913940408917,0.1934771234230567,136.6006669998169
6,index_5,16,6,0,0.92,fixed,C,C,1,204,54185,54389,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",38,0.06660335061394605,0.1445264810185454,130.44301438331604
7,index_6,16,12,0,0.92,fixed,C,C,1,196,46838,47034,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",32,0.07246121376603239,0.1365036916458345,86.59185647964478
8,index_7,16,2,0,0.92,fixed,D,D,1,476,61609,62085,"[""D"", ""D""]",36,0.09579337613399717,0.2084181152258589,125.99744582176208
9,index_8,16,2,0,0.92,fixed,A,A,1,10964,57389,68353,"[""B"", ""A""]",37,0.06798452577351247,0.1848729725015987,144.07468223571777
10,index_9,16,3,0,0.92,fixed,C,C,1,153,49856,50009,"[""C"", ""C"", ""C""]",31,0.05395717574710422,0.1497587349572698,128.9523684978485
11,index_10,16,14,0,0.92,fixed,A,A,1,404,36631,37035,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",34,0.0483842590586542,0.102959130283123,99.32837128639221
12,index_11,16,10,0,0.92,fixed,D,D,1,179,79703,79882,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",51,0.11851860933119071,0.2441718504738096,148.58725881576538
13,index_12,16,1,0,0.92,fixed,A,B,0,345,62812,63157,"[""B""]",31,0.058407765509115285,0.2092901575489797,249.2416627407074
14,index_13,16,4,0,0.92,fixed,D,A,0,153,44833,44986,"[""D"", ""A"", ""A"", ""A""]",35,0.0646963484455528,0.127783268414627,88.60694456100464
15,index_14,16,14,0,0.92,fixed,C,C,1,307,44490,44797,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C""]",31,0.06521271453176586,0.1285971745828731,93.90691041946411
16,index_15,16,1,0,0.92,fixed,B,D,0,226,64274,64500,"[""D""]",35,0.053958378214716045,0.1971978373350387,294.3829174041748
17,index_16,16,16,0,0.92,fixed,C,C,1,163,30167,30330,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",16,0.04685205899745999,0.0906924016045578,56.87086820602417
18,index_17,16,2,0,0.92,fixed,B,A,0,250,64059,64309,"[""A"", ""A""]",41,0.08903629501009964,0.1909191326085693,133.01839518547058
19,index_18,16,1,0,0.92,fixed,A,B,0,548,58605,59153,"[""B""]",36,0.061197994408091386,0.2064996221149933,217.00220465660095
20,index_19,16,16,0,0.92,fixed,A,A,1,203,16146,16349,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",12,0.03517338938909731,0.0604616010697052,25.718376398086548
21,index_20,16,1,0,0.92,fixed,B,B,1,282,56829,57111,"[""B""]",35,0.07722987411036714,0.1989419219812801,122.92161846160889
22,index_21,16,10,0,0.92,fixed,D,C,0,142,33016,33158,"[""D"", ""D"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C""]",26,0.046768146100582685,0.0815650252892273,69.41120719909668
