iteration,question_id,num_detected_t0.65,num_same_answer_t0.65,same_answer_perc_t0.65,num_detected_t0.70,num_same_answer_t0.70,same_answer_perc_t0.70,num_detected_t0.75,num_same_answer_t0.75,same_answer_perc_t0.75,num_detected_t0.80,num_same_answer_t0.80,same_answer_perc_t0.80,num_detected_t0.85,num_same_answer_t0.85,same_answer_perc_t0.85,num_detected_t0.90,num_same_answer_t0.90,same_answer_perc_t0.90,num_detected_t0.95,num_same_answer_t0.95,same_answer_perc_t0.95
1,index_0,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,4,4,100.00,1,1,100.00,0,0,
5,index_4,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,5,5,100.00,4,4,100.00,0,0,
9,index_8,6,1,16.67,6,1,16.67,6,1,16.67,6,1,16.67,6,1,16.67,5,1,20.00,0,0,
15,index_14,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,1,1,100.00
17,index_16,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,4,4,100.00,0,0,,0,0,
32,index_31,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,5,5,100.00,2,2,100.00
34,index_33,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,3,1,33.33
35,index_34,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,3,1,33.33
39,index_38,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,1,1,100.00,0,0,,0,0,
41,index_40,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,4,4,100.00,0,0,
44,index_43,4,4,100.00,4,4,100.00,4,4,100.00,4,4,100.00,4,4,100.00,2,2,100.00,0,0,
52,index_51,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,4,2,50.00,0,0,
58,index_57,4,4,100.00,4,4,100.00,4,4,100.00,4,4,100.00,4,4,100.00,2,2,100.00,1,1,100.00
62,index_61,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,0,0,
63,index_62,6,1,16.67,6,1,16.67,6,1,16.67,6,1,16.67,6,1,16.67,4,1,25.00,0,0,
66,index_65,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,4,4,100.00,0,0,
73,index_72,3,3,100.00,3,3,100.00,3,3,100.00,3,3,100.00,2,2,100.00,2,2,100.00,0,0,
83,index_82,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,4,4,100.00,0,0,
84,index_83,3,3,100.00,3,3,100.00,3,3,100.00,3,3,100.00,2,2,100.00,0,0,,0,0,
89,index_88,6,2,33.33,6,2,33.33,6,2,33.33,6,2,33.33,6,2,33.33,2,0,0.00,0,0,
101,index_100,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,5,3,60.00,2,0,0.00
104,index_103,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,5,5,100.00,5,5,100.00,1,1,100.00
105,index_104,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,4,4,100.00,1,1,100.00
110,index_109,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,0,0,
112,index_111,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,3,3,100.00,0,0,,0,0,
113,index_112,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,0,0,,0,0,
114,index_113,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,5,5,100.00,2,2,100.00,0,0,
118,index_117,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,0,0,
120,index_119,6,6,100.00,6,6,100.00,6,6,100.00,5,5,100.00,4,4,100.00,4,4,100.00,0,0,
129,index_128,6,2,33.33,6,2,33.33,6,2,33.33,6,2,33.33,6,2,33.33,4,2,50.00,2,1,50.00
135,index_134,6,6,100.00,6,6,100.00,6,6,100.00,5,5,100.00,5,5,100.00,2,2,100.00,0,0,
140,index_139,6,1,16.67,6,1,16.67,6,1,16.67,6,1,16.67,6,1,16.67,6,1,16.67,2,1,50.00
142,index_141,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
144,index_143,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,4,1,25.00,3,1,33.33,0,0,
146,index_145,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,5,2,40.00,5,2,40.00,0,0,
150,index_149,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,4,4,100.00,1,1,100.00
153,index_152,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,3,2,66.67
158,index_157,6,3,50.00,6,3,50.00,6,3,50.00,5,2,40.00,5,2,40.00,4,1,25.00,0,0,
162,index_161,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,5,5,100.00,3,3,100.00,0,0,
