iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,7,0,0.9,C,C,1,148,25058,25206,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",18,0.048502420334190416,0.0824927146379735,68.56411170959473
5,index_4,10,3,0,0.9,C,C,1,385,34825,35210,"[""C"", ""C"", ""C""]",30,0.04933186649824474,0.0941492938802959,275.94503116607666
9,index_8,10,4,0,0.9,A,A,1,262,26180,26442,"[""C"", ""A"", ""C"", ""A""]",25,0.04682733130959149,0.088545169244564,95.05213761329651
15,index_14,10,2,0,0.9,C,C,1,302,11217,11519,"[""C"", ""C""]",16,0.02235591341173045,0.0388552641410745,47.30273175239563
17,index_16,10,6,0,0.9,C,C,1,158,14510,14668,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",12,0.03351142324655957,0.0517821116341628,33.59116888046265
32,index_31,10,1,0,0.9,C,C,1,156,30656,30812,"[""C""]",54,0.04592446216585442,0.0762160950459538,217.39545154571533
34,index_33,10,1,0,0.9,A,C,0,472,15999,16471,"[""C""]",18,0.025655015881122133,0.0464021519838601,119.02175188064575
35,index_34,10,2,0,0.9,C,C,1,318,22177,22495,"[""C"", ""C""]",28,0.034347375000781534,0.0586565045206605,104.08531379699707
39,index_38,10,4,0,0.9,B,B,1,243,13439,13682,"[""B"", ""B"", ""B"", ""B""]",14,0.029421692981397664,0.0470746469401479,42.15856885910034
41,index_40,10,2,0,0.9,A,A,1,147,8671,8818,"[""A"", ""A""]",11,0.013118134947321187,0.0295897780766644,41.10784459114075
44,index_43,10,3,0,0.9,A,A,1,313,11960,12273,"[""A"", ""A"", ""A""]",14,0.025542035405294723,0.0470746469401479,38.51571488380432
52,index_51,10,1,0,0.9,C,C,1,252,21500,21752,"[""C""]",20,0.029276209812306976,0.0530523798849286,166.39764666557312
58,index_57,10,3,0,0.9,A,D,0,87,13452,13539,"[""D"", ""D"", ""D""]",15,0.01768354708430816,0.0381080475229769,63.75740337371826
62,index_61,10,2,0,0.9,C,C,1,252,41232,41484,"[""B"", ""C""]",56,0.063457823587237,0.0971381603526863,235.03207182884216
63,index_62,10,2,0,0.9,D,D,1,247,34952,35199,"[""D"", ""D""]",39,0.04963219932123983,0.0717327953373683,259.50740694999695
66,index_65,10,3,0,0.9,C,C,1,124,14071,14195,"[""C"", ""A"", ""C""]",17,0.018963128507699767,0.0356422326832548,75.61937689781189
73,index_72,10,6,0,0.9,C,C,1,187,14083,14270,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",12,0.031275368185547624,0.047971306881865,35.99836540222168
83,index_82,10,2,0,0.9,A,A,1,193,31126,31319,"[""A"", ""A""]",31,0.04294313417034815,0.0756183217514757,175.82510638237
84,index_83,10,10,0,0.9,D,D,1,128,10496,10624,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",9,0.020262645517965076,0.0425913472315624,29.07039737701416
89,index_88,10,3,0,0.9,B,A,0,257,44487,44744,"[""B"", ""A"", ""A""]",52,0.08233050665723521,0.1228424120152432,158.0852780342102
101,index_100,10,3,0,0.9,A,A,1,222,27311,27533,"[""D"", ""A"", ""A""]",31,0.041418566075613436,0.0706119704102219,114.99818825721741
104,index_103,10,3,0,0.9,A,A,1,220,17759,17979,"[""A"", ""A"", ""A""]",26,0.033909557570148914,0.0464021519838601,68.00554633140564
105,index_104,10,3,0,0.9,D,D,1,240,29618,29858,"[""D"", ""D"", ""D""]",38,0.042604230510641446,0.0615706493312411,207.48431515693665
110,index_109,10,1,0,0.9,B,A,0,515,21403,21918,"[""A""]",26,0.035039882215912116,0.0533512665321677,204.02551794052124
112,index_111,10,3,0,0.9,A,A,1,248,32385,32633,"[""A"", ""A"", ""A""]",32,0.058731053553786494,0.0998281401778375,100.6826696395874
113,index_112,10,3,0,0.9,C,C,1,244,51392,51636,"[""C"", ""C"", ""C""]",57,0.09807881010718365,0.1793319883434208,183.19405245780945
114,index_113,10,5,0,0.9,C,A,0,188,23072,23260,"[""A"", ""A"", ""A"", ""A"", ""C""]",27,0.031563184201826376,0.0543973697975043,116.84447765350342
118,index_117,10,1,0,0.9,B,B,1,172,25935,26107,"[""B""]",41,0.03907960029232629,0.0588806695060898,174.2284059524536
120,index_119,10,5,0,0.9,A,A,1,122,18064,18186,"[""A"", ""A"", ""A"", ""A"", ""A""]",22,0.03278329548641238,0.0488679668235821,55.535643339157104
129,index_128,10,1,0,0.9,A,B,0,278,31677,31955,"[""B""]",45,0.05197497296888061,0.0856310244339834,148.7790298461914
135,index_134,10,7,0,0.9,B,B,1,358,22401,22759,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",23,0.04327034980096416,0.0738250018680415,73.94912123680115
140,index_139,10,1,0,0.9,A,A,1,231,27425,27656,"[""A""]",29,0.038005017241172556,0.0576104012553239,231.1243200302124
142,index_141,10,9,0,0.9,C,C,1,152,12417,12569,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",9,0.020008925251461973,0.0443846671149966,43.13010764122009
144,index_143,10,2,0,0.9,B,B,1,175,27619,27794,"[""B"", ""B""]",41,0.05126388657107467,0.0840618695359785,123.07515168190002
