iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,64,0,0.95,fixed,33,33,1,189,208233,208422,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]",78,0.34828204986272593,0.6926179604261796,128.25781965255737
2,index_1,64,40,0,0.95,fixed,23,23,1,221,405201,405422,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""19"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]",145,0.32914064545798893,1.0,526.8921701908112
3,index_2,64,64,0,0.95,fixed,116,116,1,167,163409,163576,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",59,0.3159877142161716,0.5954337899543378,86.72428774833679
4,index_3,64,40,0,0.95,fixed,809,809,1,140,245931,246071,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""404"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""404"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""404"", ""809"", ""404"", ""809""]",90,0.40263838021210296,0.8547184170471842,160.59844255447388
5,index_4,64,12,0,0.95,fixed,197,273,0,136,506457,506593,"[""197"", ""4149"", ""243"", ""144"", ""273"", ""19"", ""273"", ""118"", ""273"", ""273"", ""35"", ""197""]",205,0.6206011921847013,1.0,576.3697409629822
6,index_5,64,22,0,0.95,fixed,385,16,0,123,590387,590510,"[""76"", ""4"", ""24"", ""72"", ""24"", ""24"", ""16"", ""16"", ""24"", ""24"", ""4"", ""12"", ""72"", ""16"", ""16"", ""36"", ""16"", ""12"", ""8"", ""16"", ""16"", ""12""]",230,0.8130542378471465,1.0,611.8686940670013
7,index_6,64,13,0,0.95,fixed,371,273,0,172380,528728,701108,"[""145"", ""47"", ""39"", ""33"", ""137"", ""369"", ""8"", ""177"", ""133"", ""9"", ""87"", ""69"", ""273""]",218,0.7126125151809987,1.0,577.170413017273
8,index_7,64,16,0,0.95,fixed,601,601,1,114,615265,615379,"[""601"", ""601"", ""601"", ""401"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""401"", ""601"", ""601"", ""400"", ""601""]",269,0.6591208371083775,1.0,807.873019695282
9,index_8,64,37,0,0.95,fixed,25,25,1,92,371495,371587,"[""25"", ""25"", ""25"", ""25"", ""25"", ""125"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",137,0.3821209556924022,1.0,409.3844344615936
10,index_9,64,46,0,0.95,fixed,55,55,1,103,208816,208919,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",84,0.26271116008534157,0.7421613394216133,157.32935428619385
11,index_10,64,63,0,0.95,fixed,540,540,1,91,214701,214792,"[""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540""]",91,0.25044508080137085,0.6382039573820395,181.0406150817871
12,index_11,64,29,0,0.95,fixed,45,45,1,181,470655,470836,"[""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45""]",196,0.470385191516684,1.0,590.0952486991882
13,index_12,64,64,0,0.95,fixed,204,204,1,176,171198,171374,"[""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204""]",80,0.2689470338960304,0.6127092846270928,106.99117541313171
14,index_13,64,42,0,0.95,fixed,699,699,1,113,669240,669353,"[""699"", ""629"", ""629"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""629"", ""699"", ""699"", ""699"", ""699"", ""629"", ""699"", ""699"", ""629"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""629"", ""629"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699""]",280,0.7390630343741308,1.0,847.7059307098389
15,index_14,64,53,0,0.95,fixed,294,294,1,96,255941,256037,"[""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294""]",91,0.38415013066418974,0.732572298325723,185.96763563156128
16,index_15,64,38,0,0.95,fixed,110,110,1,107,539878,539985,"[""155"", ""110"", ""110"", ""110"", ""110"", ""110"", ""110"", ""134"", ""110"", ""155"", ""70"", ""155"", ""155"", ""110"", ""110"", ""110"", ""134"", ""155"", ""110"", ""155"", ""110"", ""110"", ""134"", ""110"", ""134"", ""155"", ""110"", ""110"", ""134"", ""110"", ""155"", ""110"", ""110"", ""110"", ""155"", ""110"", ""110"", ""110""]",207,0.4457056173684157,1.0,779.1963856220245
17,index_16,64,25,0,0.95,fixed,721,721,1,140,489205,489345,"[""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721""]",193,0.6452965606407081,1.0,503.58830738067627
18,index_17,64,11,0,0.95,fixed,315,1194,0,80987,504309,585296,"[""1194"", ""36"", ""36"", ""9"", ""3"", ""540"", ""72"", ""15"", ""9"", ""116"", ""1194""]",201,0.6408929930799157,1.0,560.2265076637268
