iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
1,index_0,16,2,2,True,C,C,1,153,5331,5484,,,0.010533478328963656,0.0203446625179511,55.61978721618652,"[""C"", ""C""]"
2,index_1,16,2,4,True,D,D,1,160,51781,51941,,,0.04579529779715516,0.0943034944949736,594.8571858406067,"[""D"", ""C"", ""D"", ""D""]"
3,index_2,16,2,2,True,C,C,1,184,5825,6009,,,0.01087554591366778,0.0205840114887505,64.35679531097412,"[""C"", ""C""]"
4,index_3,16,2,2,True,B,D,0,158,4556,4714,,,0.00819147059974468,0.0148396361895644,53.697386264801025,"[""D"", ""D""]"
5,index_4,16,2,2,True,C,C,1,390,8582,8972,,,0.016575486353169567,0.0312948779320249,94.43528652191162,"[""C"", ""C""]"
6,index_5,16,2,2,True,C,C,1,204,17507,17711,,,0.03017232208255779,0.0584011488750598,313.7603108882904,"[""C"", ""C""]"
7,index_6,16,2,2,True,C,C,1,196,5997,6193,,,0.010835190679489112,0.0200454763044518,69.33377480506897,"[""C"", ""C""]"
8,index_7,16,2,4,True,D,D,1,476,21216,21692,,,0.01911547868759248,0.0326112972714217,272.2541768550873,"[""D"", ""B"", ""D"", ""D""]"
9,index_8,16,2,6,True,A,A,1,267,29700,29967,,,0.017754362319512905,0.0330899952130205,368.3363125324249,"[""D"", ""B"", ""B"", ""D"", ""A"", ""A""]"
10,index_9,16,2,2,True,C,C,1,153,6625,6778,,,0.011023017392691828,0.017472474868358,86.93495035171509,"[""C"", ""C""]"
11,index_10,16,2,2,True,A,A,1,404,4315,4719,,,0.009348383817000447,0.0169937769267591,45.66654658317566,"[""A"", ""A""]"
12,index_11,16,2,2,True,D,D,1,179,10513,10692,,,0.019866483460191185,0.0388942077549067,111.68435883522034,"[""D"", ""D""]"
13,index_12,16,2,6,True,A,B,0,345,60106,60451,,,0.03582372560487891,0.0734801340354236,694.3497610092163,"[""B"", ""D"", ""D"", ""A"", ""B"", ""B""]"
14,index_13,16,2,2,True,D,D,1,153,11240,11393,,,0.018087358542585877,0.0303374820488271,159.8949635028839,"[""D"", ""D""]"
15,index_14,16,2,2,True,C,C,1,307,4745,5052,,,0.009646979746649208,0.0179511728099569,51.06558847427368,"[""C"", ""C""]"
16,index_15,16,2,4,True,B,D,0,226,46962,47188,,,0.04227532347113604,0.086225466730493,532.1278252601624,"[""B"", ""D"", ""D"", ""D""]"
17,index_16,16,2,2,True,C,C,1,163,3929,4092,,,0.007516396522952846,0.0140617520344662,43.222378730773926,"[""C"", ""C""]"
18,index_17,16,2,2,True,B,A,0,250,8181,8431,,,0.015122448697052314,0.0286022020105313,91.32744407653809,"[""A"", ""A""]"
19,index_18,16,2,2,True,A,B,0,548,19135,19683,,,0.03333629808525451,0.0602561033987554,236.98809933662415,"[""B"", ""B""]"
20,index_19,16,2,2,True,A,A,1,203,1985,2188,,,0.004191181198728519,0.0072403063666826,22.588940620422363,"[""A"", ""A""]"
21,index_20,16,2,4,True,B,B,1,282,24291,24573,,,0.02142522901359658,0.0473910962182863,297.93729758262634,"[""A"", ""B"", ""B"", ""B""]"
22,index_21,16,2,4,True,D,D,1,142,8383,8525,,,0.007756476118957501,0.0156175203446625,107.14812731742859,"[""D"", ""C"", ""D"", ""D""]"
23,index_22,16,2,4,True,C,B,0,280,41410,41690,,,0.03496710789655545,0.0751555768310195,526.7343308925629,"[""B"", ""D"", ""B"", ""B""]"
24,index_23,16,2,2,True,B,B,1,230,20041,20271,,,0.03725611055728703,0.0734202967927237,218.54880213737488,"[""B"", ""B""]"
25,index_24,16,2,16,True,B,B,1,368,144448,144816,,,0.0332315498460447,0.0802417424605074,1673.3085544109344,"[""B"", ""A"", ""A"", ""B"", ""B"", ""C"", ""A"", ""B"", ""C"", ""B"", ""C"", ""B"", ""B"", ""C"", ""B"", ""B""]"
26,index_25,16,2,6,True,D,A,0,377,65230,65607,,,0.039011277956829876,0.0962781235040689,778.9604070186615,"[""D"", ""A"", ""A"", ""D"", ""A"", ""A""]"
27,index_26,16,2,2,True,A,A,1,169,4310,4479,,,0.0077014132139346285,0.0134633796074676,51.88000845909119,"[""A"", ""A""]"
28,index_27,16,2,4,True,A,A,1,332,36942,37274,,,0.03503273257918018,0.0776687410244135,416.189227104187,"[""A"", ""B"", ""A"", ""A""]"
29,index_28,16,2,6,True,A,A,1,408,61180,61588,,,0.037717770778369956,0.0895165150789851,774.0304956436157,"[""B"", ""A"", ""D"", ""C"", ""A"", ""A""]"
30,index_29,16,2,2,True,A,C,0,106,14025,14131,,,0.026389830343125118,0.0522379128769746,148.50783967971802,"[""C"", ""C""]"
31,index_30,16,2,2,True,C,A,0,140,15261,15401,,,0.027740379604086086,0.0545117280995691,167.96824026107788,"[""A"", ""A""]"
32,index_31,16,2,4,True,C,C,1,161,62463,62624,,,0.05802308697504894,0.1232048827190043,684.6807653903961,"[""D"", ""C"", ""C"", ""C""]"
33,index_32,16,2,4,True,C,A,0,327,17237,17564,,,0.016713493961916497,0.0336883676400191,186.53459095954895,"[""B"", ""A"", ""A"", ""A""]"
34,index_33,16,2,4,True,A,C,0,477,52391,52868,,,0.04697377534910906,0.0922690282431785,610.71653175354,"[""C"", ""A"", ""C"", ""C""]"
35,index_34,16,2,2,True,C,C,1,323,6175,6498,,,0.01212520455064661,0.0226783149832455,67.39340543746948,"[""C"", ""C""]"
36,index_35,16,2,2,True,B,B,1,159,15109,15268,,,0.027915921298895422,0.0549305887984681,164.06908345222473,"[""B"", ""B""]"
37,index_36,16,2,6,True,D,C,0,167,85664,85831,,,0.0502272413371455,0.1064504547630444,1004.2858929634094,"[""C"", ""B"", ""B"", ""A"", ""C"", ""C""]"
38,index_37,16,2,2,True,C,C,1,308,11836,12144,,,0.019707829271341078,0.0309956917185255,160.44019389152527,"[""C"", ""C""]"
39,index_38,16,2,2,True,B,B,1,248,2872,3120,,,0.006328197139845147,0.0116084250837721,30.03439950942993,"[""B"", ""B""]"
40,index_39,16,2,2,True,A,A,1,178,9182,9360,,,0.015962512766328565,0.0296792723791288,108.43979024887085,"[""A"", ""A""]"
41,index_40,16,2,2,True,A,A,1,152,5386,5538,,,0.01050884276372887,0.0203446625179511,56.54423689842224,"[""A"", ""A""]"
42,index_41,16,2,2,True,D,D,1,239,9094,9333,,,0.017802791481893048,0.0345260890378171,95.48666858673096,"[""D"", ""D""]"
