iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,1,0,0.98,fixed,A,A,1,178,9084,9262,"[""A""]",17,0.010975702175639493,0.017847799546538,66.89029955863953
2,aqua_rat_test_1,8,1,0,0.98,fixed,E,E,1,158,8049,8207,"[""E""]",15,0.009751317965922915,0.0144177664089296,74.00349712371826
3,aqua_rat_test_2,8,2,0,0.98,fixed,A,A,1,100,5513,5613,"[""A"", ""A""]",13,0.007347299094223845,0.0133713156211847,30.760088682174683
4,aqua_rat_test_3,8,1,0,0.98,fixed,B,B,1,146,6936,7082,"[""B""]",15,0.008642326548946944,0.0142433579443055,50.87901306152344
5,aqua_rat_test_4,8,4,0,0.98,fixed,B,B,1,111,4710,4821,"[""B"", ""B"", ""B"", ""B""]",11,0.008440406845830788,0.0133713156211847,18.896172761917114
6,aqua_rat_test_5,8,1,0,0.98,fixed,D,D,1,169,7610,7779,"[""D""]",17,0.01083467057313011,0.0174408464624149,40.54422569274902
7,aqua_rat_test_6,8,2,0,0.98,fixed,D,D,1,127,6200,6327,"[""D"", ""D""]",14,0.00869777407704858,0.0142433579443055,34.37178874015808
8,aqua_rat_test_7,8,4,0,0.98,fixed,C,C,1,142,4784,4926,"[""C"", ""C"", ""C"", ""C""]",9,0.008402184052917792,0.0139526771699319,20.970187187194824
9,aqua_rat_test_8,8,1,0,0.98,fixed,E,E,1,133,7082,7215,"[""E""]",15,0.008646481377448268,0.0142433579443055,51.70936560630798
10,aqua_rat_test_9,8,4,0,0.98,fixed,D,D,1,120,5908,6028,"[""D"", ""D"", ""D"", ""D""]",10,0.010339442732887495,0.0165688041392941,22.163232564926147
11,aqua_rat_test_10,8,1,0,0.98,fixed,B,C,0,163,8956,9119,"[""C""]",16,0.010516592864353537,0.0170920295331666,70.46847009658813
12,aqua_rat_test_11,8,2,0,0.98,fixed,A,A,1,151,7718,7869,"[""A"", ""A""]",15,0.010826073694640241,0.0202313818964013,37.36377310752869
13,aqua_rat_test_12,8,2,0,0.98,fixed,C,C,1,123,6386,6509,"[""C"", ""C""]",13,0.00859003343934669,0.0136619963955584,37.75508403778076
14,aqua_rat_test_13,8,7,0,0.98,fixed,D,D,1,86,2774,2860,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",4,0.006365382839732776,0.0097668740189523,8.862542152404785
15,aqua_rat_test_14,8,5,0,0.98,fixed,C,C,1,104,3688,3792,"[""C"", ""C"", ""C"", ""C"", ""C""]",8,0.006691533273053099,0.0118597755944421,14.911349296569824
16,aqua_rat_test_15,8,6,0,0.98,fixed,A,A,1,114,3799,3913,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",6,0.008432237967456456,0.0143014940991802,12.530826330184937
17,aqua_rat_test_16,8,1,0,0.98,fixed,A,A,1,148,9469,9617,"[""A""]",15,0.011574330260797286,0.0191267949537817,99.63117909431458
18,aqua_rat_test_17,8,3,0,0.98,fixed,D,D,1,156,5532,5688,"[""D"", ""D"", ""D""]",12,0.010159293064356673,0.0142433579443055,23.70835542678833
19,aqua_rat_test_18,8,6,0,0.98,fixed,D,D,1,188,4698,4886,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",9,0.010176398900380634,0.0162781233649206,17.180371522903442
20,aqua_rat_test_19,8,4,0,0.98,fixed,C,C,1,111,6545,6656,"[""C"", ""C"", ""C"", ""C""]",11,0.009447730752088006,0.015987442590547,30.33267879486084
21,aqua_rat_test_20,8,1,0,0.98,fixed,C,E,0,127,11756,11883,"[""E""]",15,0.015089715298664352,0.0274402651008662,144.55959391593933
