iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
9,index_8,8,2,0,0.85,A,C,0,262,12845,13107,"[""C"", ""C""]",16,0.02142397338899935,0.0406485840245086,63.36625099182129
11,index_10,8,1,0,0.85,A,A,1,399,9504,9903,"[""A""]",14,0.021972463674173905,0.0422924605843233,38.3530707359314
12,index_11,8,2,0,0.85,D,D,1,174,13492,13666,"[""D"", ""D""]",20,0.02405685919083433,0.039303594111933,73.03045630455017
13,index_12,8,1,0,0.85,A,A,1,340,14430,14770,"[""A""]",17,0.0242473887402288,0.0399013674064111,138.28964471817017
15,index_14,8,1,0,0.85,C,D,0,302,8392,8694,"[""D""]",6,0.01497161953933133,0.0251064783680788,81.93042302131653
17,index_16,8,3,0,0.85,C,C,1,158,8452,8610,"[""C"", ""C"", ""C""]",11,0.018328168109804335,0.0268997982515131,30.23462414741516
18,index_17,8,1,0,0.85,B,A,0,245,11698,11943,"[""A""]",9,0.018525349579339344,0.0319061495927669,103.74683380126953
19,index_18,8,1,0,0.85,A,B,0,543,15925,16468,"[""B""]",16,0.02798962807113053,0.0452813270567137,161.7468180656433
26,index_25,8,1,0,0.85,D,A,0,372,16412,16784,"[""A""]",17,0.026528792654873352,0.0428155122169917,152.89456248283386
28,index_27,8,1,0,0.85,A,A,1,327,20550,20877,"[""A""]",29,0.03190658367463867,0.0532018232085481,153.734459400177
32,index_31,8,1,0,0.85,C,C,1,156,20829,20985,"[""C""]",13,0.03615002642310434,0.0688933721885974,281.96225094795227
34,index_33,8,1,0,0.85,A,C,0,472,16975,17447,"[""C""]",16,0.02985626423934976,0.0512590600014943,191.8379635810852
39,index_38,8,1,0,0.85,B,B,1,243,7206,7449,"[""B""]",9,0.012030498244351595,0.0298886647239035,47.83915162086487
41,index_40,8,1,0,0.85,A,A,1,147,6587,6734,"[""A""]",8,0.010345318516986692,0.0197265187177763,51.926557540893555
46,index_45,8,1,0,0.85,C,D,0,98,11936,12034,"[""D""]",9,0.020681358746792923,0.0390794291265037,138.58500170707703
53,index_52,8,1,0,0.85,D,D,1,231,22086,22317,"[""D""]",21,0.034430989356314355,0.0603003810804751,238.68631744384766
57,index_56,8,1,0,0.85,D,C,0,191,19254,19445,"[""C""]",27,0.030145192386458262,0.0482701935291041,182.1604483127594
70,index_69,8,1,0,0.85,D,D,1,165,14756,14921,"[""D""]",19,0.021370029989727653,0.0434132855114697,92.16092944145203
73,index_72,8,3,0,0.85,C,C,1,187,9408,9595,"[""C"", ""C"", ""C""]",11,0.019210995136385727,0.028468953149518,38.35334658622742
75,index_74,8,2,0,0.85,B,B,1,639,26158,26797,"[""B"", ""B""]",67,0.07427798490385845,0.1359187028319509,664.8680725097656
76,index_75,8,1,0,0.85,D,C,0,221,11102,11323,"[""C""]",17,0.020012103038573485,0.035268624374206,49.51309871673584
79,index_78,8,1,0,0.85,A,D,0,387,22467,22854,"[""D""]",27,0.03397319144485664,0.0492415751326309,184.8794605731964
83,index_82,8,1,0,0.85,A,A,1,193,17158,17351,"[""A""]",23,0.025410741429567042,0.0407980273481282,107.8692352771759
84,index_83,8,6,0,0.85,D,D,1,128,9836,9964,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",11,0.01998753057559001,0.0318314279309571,32.12815523147583
86,index_85,8,1,0,0.85,A,D,0,335,11420,11755,"[""D""]",7,0.019838238273609532,0.0337741911380109,115.2052788734436
89,index_88,8,1,0,0.85,B,B,1,257,23232,23489,"[""B""]",33,0.035058055694782264,0.0585817828588507,131.65716814994812
94,index_93,8,1,0,0.85,D,B,0,198,15106,15304,"[""B""]",14,0.022782716902567574,0.037435552566689,131.29506921768188
102,index_101,8,1,0,0.85,D,D,1,439,17443,17882,"[""D""]",16,0.028249851571784432,0.0452066053949039,162.92037343978882
107,index_106,8,8,0,0.85,A,B,0,280,8573,8853,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",6,0.018416122167149544,0.043637450496899,32.02503180503845
111,index_110,8,1,0,0.85,D,C,0,344,17266,17610,"[""C""]",20,0.02832386472192322,0.0467757602929088,172.47843289375305
112,index_111,8,1,0,0.85,A,A,1,248,16838,17086,"[""A""]",20,0.0256179160061517,0.0454307703803332,101.26727318763733
116,index_115,8,1,0,0.85,B,A,0,268,18254,18522,"[""A""]",23,0.028101263711711028,0.0439363371441381,161.00209546089172
117,index_116,8,1,0,0.85,D,D,1,226,17418,17644,"[""D""]",13,0.027995348420052243,0.050138235074348,190.54034948349
120,index_119,8,2,0,0.85,A,A,1,122,8987,9109,"[""A"", ""A""]",12,0.013596913995367213,0.0251064783680788,53.142412424087524
133,index_132,8,1,0,0.85,A,D,0,250,20019,20269,"[""D""]",15,0.0343463816293497,0.0636628558619143,255.89758801460266
134,index_133,8,1,0,0.85,A,A,1,141,11942,12083,"[""A""]",16,0.017202791433914417,0.0332511395053426,69.18336224555969
