iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,A,A,1,173,19514,13245,6253,19687,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.04011486169200976,0.0818112633181126,61.63418698310852
2,aqua_rat_test_1,8,8,E,E,1,153,17882,14643,3223,18035,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.025325650931620952,0.0523592085235921,86.87722659111023
3,aqua_rat_test_2,8,8,A,A,1,95,15687,12803,2868,15782,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.04035614589688125,0.0684170471841705,48.781089782714844
4,aqua_rat_test_3,8,8,B,B,1,141,14494,11284,3194,14635,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.03369019209724836,0.0634703196347031,49.76518416404724
5,aqua_rat_test_4,8,8,B,B,1,106,4690,3121,1553,4796,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.019971553105737984,0.0315829528158295,14.203338146209717
6,aqua_rat_test_5,8,8,D,D,1,164,10059,7633,2410,10223,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.022571277541991078,0.041476407914764,30.81739592552185
7,aqua_rat_test_6,8,8,D,D,1,122,12298,9980,2302,12420,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.02427497006944931,0.0468036529680365,44.844740867614746
8,aqua_rat_test_7,8,8,C,C,1,137,7450,5260,2174,7587,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.018075017591830365,0.0512176560121765,27.558894157409668
9,aqua_rat_test_8,8,8,E,E,1,128,15869,12601,3252,15997,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.025076266812994397,0.05662100456621,52.300692558288574
10,aqua_rat_test_9,8,8,D,D,1,115,6488,4542,1930,6603,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.023847485314402547,0.0417047184170471,19.80815100669861
11,aqua_rat_test_10,8,8,B,C,0,158,24915,20086,4813,25073,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.03510529802713173,0.084931506849315,85.7925283908844
12,aqua_rat_test_11,8,8,A,A,1,146,8770,6469,2285,8916,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.014343725801589763,0.0360730593607305,27.15415596961975
13,aqua_rat_test_12,8,8,C,C,1,118,15395,10406,4973,15513,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.03770439314093277,0.0909436834094368,48.6341507434845
14,aqua_rat_test_13,8,8,D,D,1,81,3732,2449,1267,3813,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.04427427791471914,0.0981735159817351,13.270459413528442
15,aqua_rat_test_14,8,8,C,C,1,99,5173,3941,1216,5272,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.021812210631563477,0.0734398782343987,18.202019453048706
16,aqua_rat_test_15,8,8,A,A,1,109,5379,3625,1738,5488,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.01319293396504658,0.0224505327245053,14.846254825592041
17,aqua_rat_test_16,8,8,A,A,1,143,36479,29213,7250,36622,"[""A"", ""A"", ""A"", ""A"", ""A"", ""E"", ""A"", ""A""]",0.049251221489151356,0.1197869101978691,217.59288787841797
18,aqua_rat_test_17,8,8,D,D,1,151,8166,5981,2169,8317,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.055461498619333104,0.1034246575342465,23.56045889854431
19,aqua_rat_test_18,8,8,D,D,1,183,6717,4191,2510,6900,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.06048906074624724,0.1194063926940639,22.484747886657715
20,aqua_rat_test_19,8,8,C,C,1,106,9247,6405,2826,9353,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.04087280537858828,0.1235159817351597,24.902565240859985
21,aqua_rat_test_20,8,8,C,E,0,122,68568,64495,4057,68690,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.12314056862345464,0.2876712328767123,219.14094495773315
22,aqua_rat_test_21,8,8,A,A,1,141,27518,22776,4726,27659,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.08072490191427201,0.2614155251141552,87.54813885688782
23,aqua_rat_test_22,8,8,E,E,1,142,22262,16945,5301,22404,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.04854607921679232,0.0920091324200913,81.08005428314209
24,aqua_rat_test_23,8,8,A,A,1,144,13621,10334,3271,13765,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.03187371401368609,0.0700913242009132,39.621100664138794
25,aqua_rat_test_24,8,8,D,D,1,137,5844,4213,1615,5981,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.04101956307637205,0.0865296803652968,16.643784761428833
26,aqua_rat_test_25,8,8,D,D,1,123,6119,4338,1765,6242,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.018889180276166536,0.0433789954337899,17.105671644210815
27,aqua_rat_test_26,8,8,C,C,1,109,5085,3604,1465,5194,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.017751387364852336,0.0388127853881278,15.082302570343018
28,aqua_rat_test_27,8,8,A,A,1,136,9896,6272,3608,10032,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.025100375822452777,0.0589041095890411,33.73110580444336
29,aqua_rat_test_28,8,8,B,B,1,127,6412,3748,2648,6539,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.013972993640532456,0.0256468797564688,18.238526344299316
30,aqua_rat_test_29,8,8,A,A,1,112,4655,3720,919,4767,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.010990245794534795,0.0226788432267884,17.502082347869873
31,aqua_rat_test_30,8,8,B,B,1,121,5864,4472,1376,5985,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.012030656557633966,0.0231354642313545,17.498957633972168
32,aqua_rat_test_31,8,8,A,A,1,141,6349,4762,1571,6490,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.01786156371582804,0.0402587519025875,21.30324125289917
33,aqua_rat_test_32,8,8,B,D,0,131,85260,69371,4909,85391,"[""E"", ""D"", ""E"", ""D"", ""D"", ""C"", ""E""]",0.14909955917988446,0.3288432267884322,264.72064232826233
34,aqua_rat_test_33,8,8,B,B,1,133,5400,3963,1421,5533,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.13434107130456974,0.3373668188736681,16.93461775779724
35,aqua_rat_test_34,8,8,B,B,1,143,8283,6021,2246,8426,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.11305772157826947,0.2430745814307457,23.4554762840271
36,aqua_rat_test_35,8,8,A,A,1,118,6321,4708,1597,6439,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.08013445529656091,0.2076864535768645,21.875021934509277
37,aqua_rat_test_36,8,8,D,D,1,144,7695,5504,2175,7839,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.029267009373606177,0.0585996955859969,20.043735027313232
38,aqua_rat_test_37,8,8,A,A,1,127,10792,7808,2968,10919,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.015980311822563494,0.0432267884322679,40.53856611251831
39,aqua_rat_test_38,8,8,D,D,1,132,6345,4420,1909,6477,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.01306490994419072,0.0256468797564688,18.532714128494263
40,aqua_rat_test_39,8,8,A,A,1,126,16207,10268,5923,16333,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.02561382570022145,0.0629375951293759,45.1117217540741
41,aqua_rat_test_40,8,8,A,A,1,130,21042,15025,6001,21172,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.029423519186542832,0.0743531202435312,86.31759023666382
42,aqua_rat_test_41,8,8,A,A,1,145,23655,19365,4274,23800,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.03761379511222977,0.065296803652968,84.82157945632935
43,aqua_rat_test_42,8,8,C,C,1,89,4797,3367,1414,4886,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.016677773664074986,0.0340182648401826,12.618783950805664
44,aqua_rat_test_43,8,8,A,A,1,127,9127,6610,2501,9254,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.03616948261381998,0.0650684931506849,25.650376558303833
45,aqua_rat_test_44,8,8,B,B,1,129,7222,5019,2187,7351,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.026148148620987507,0.0549467275494672,20.681456565856934
46,aqua_rat_test_45,8,8,B,B,1,123,10077,7571,2490,10200,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.02212208468701117,0.0389649923896499,28.856533527374268
47,aqua_rat_test_46,8,8,E,E,1,132,5174,3300,1858,5306,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.012758057876951613,0.0292237442922373,15.484062910079956
48,aqua_rat_test_47,8,8,A,A,1,148,7792,5957,1819,7940,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.018200324331235827,0.0384322678843226,23.602437257766724
49,aqua_rat_test_48,8,8,D,D,1,109,45061,40060,4985,45170,"[""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.050171678141121015,0.1322678843226788,199.4085488319397
50,aqua_rat_test_49,8,8,B,B,1,115,6912,5043,1853,7027,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.021126086880456224,0.0439117199391172,20.58419179916382
51,aqua_rat_test_50,8,8,C,C,1,121,9468,6160,3292,9589,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.021309846431797598,0.0356925418569253,29.40267276763916
52,aqua_rat_test_51,8,8,C,C,1,127,9354,7480,1858,9481,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.01871601240975879,0.034779299847793,33.09239840507507
53,aqua_rat_test_52,8,8,B,B,1,103,7689,5946,1727,7792,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.015809459336458328,0.0307458143074581,23.48468255996704
54,aqua_rat_test_53,8,8,A,A,1,102,5780,3711,2053,5882,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.011265432098765382,0.0247336377473363,15.63126540184021
55,aqua_rat_test_54,8,8,D,D,1,144,48827,43905,4906,48971,"[""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""E""]",0.09981711594991094,0.2312785388127853,201.9976909160614
56,aqua_rat_test_55,8,8,A,A,1,117,6698,4912,1770,6815,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.10773647857391366,0.2468036529680365,25.04822874069214
57,aqua_rat_test_56,8,8,A,A,1,128,20890,17522,3352,21018,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.07214785806711362,0.2400304414003043,80.68280673027039
58,aqua_rat_test_57,8,8,D,D,1,119,7096,5114,1966,7215,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.03012122156319432,0.0706240487062405,23.934459924697876
59,aqua_rat_test_58,8,8,D,D,1,130,17580,15178,2386,17710,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.03460069436324827,0.0799847792998478,57.86082196235657
60,aqua_rat_test_59,8,8,C,C,1,107,92756,83401,9339,92863,"[""C"", ""C"", ""B"", ""C"", ""E"", ""C"", ""C"", ""C""]",0.16831167834048208,0.3822678843226789,291.43323969841003
61,aqua_rat_test_60,8,8,E,E,1,138,11225,8265,2944,11363,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.1636502411704216,0.3737442922374429,34.74821209907532
62,aqua_rat_test_61,8,8,D,D,1,117,14528,11324,3188,14645,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0875718988523154,0.3274733637747337,59.799962282180786
63,aqua_rat_test_62,8,8,B,B,1,131,7658,5561,2081,7789,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.020987812289182117,0.0681887366818874,26.652740955352783
64,aqua_rat_test_63,8,8,C,C,1,119,7913,5005,2892,8032,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.016522779747484142,0.0426179604261796,27.552077054977417
65,aqua_rat_test_64,8,8,D,B,0,162,8006,4759,3231,8168,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.02845341635021406,0.0481735159817351,21.27144742012024
66,aqua_rat_test_65,8,8,C,C,1,112,9371,5580,3775,9483,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.016818062386027895,0.0382800608828005,28.077056407928467
67,aqua_rat_test_66,8,8,C,C,1,150,10723,7361,3346,10873,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.016117612092777928,0.0437595129375951,35.56895565986633
68,aqua_rat_test_67,8,8,B,B,1,127,37652,32419,5216,37779,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""C""]",0.050892795014273254,0.1067732115677321,142.33129835128784
69,aqua_rat_test_68,8,8,A,A,1,128,14712,11637,3059,14840,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.03636581463671612,0.0793759512937595,49.27483296394348
70,aqua_rat_test_69,8,8,C,C,1,131,82967,78657,4294,83098,"[""C"", ""C"", ""E"", ""C"", ""C"", ""C"", ""E"", ""E""]",0.1454347195227098,0.3495433789954337,247.82237577438354
71,aqua_rat_test_70,8,8,C,C,1,122,7350,5136,2198,7472,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.12319962710723255,0.2856925418569254,27.150721549987793
72,aqua_rat_test_71,8,8,A,A,1,144,8731,6720,1995,8875,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.054563395406942584,0.2213850837138508,27.39181089401245
73,aqua_rat_test_72,8,8,B,B,1,100,3628,2628,984,3728,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.029795721516811,0.0538812785388127,11.385109663009644
74,aqua_rat_test_73,8,8,B,B,1,106,4308,3118,1174,4414,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.012912745006678416,0.0543378995433789,12.135234832763672
75,aqua_rat_test_74,8,8,E,E,1,147,13638,10066,3556,13785,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.02311297560840473,0.0531202435312024,39.02813959121704
76,aqua_rat_test_75,8,8,C,C,1,117,9106,6622,2468,9223,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.014207367789958514,0.0337138508371385,28.349277019500732
77,aqua_rat_test_76,8,8,E,E,1,204,7551,5048,2487,7755,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.02618223780802758,0.0573820395738203,24.79035997390747
78,aqua_rat_test_77,8,8,B,B,1,163,39922,35227,4679,40085,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.05680702532695647,0.1452054794520547,143.0412094593048
79,aqua_rat_test_78,8,8,A,A,1,144,8729,6930,1783,8873,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.03267011167041552,0.1169710806697108,34.290873765945435
80,aqua_rat_test_79,8,8,D,D,1,140,21305,16860,4429,21445,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.033604651062723805,0.0640030441400304,103.52730059623718
81,aqua_rat_test_80,8,8,B,B,1,169,13246,8662,4568,13415,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.028895513594203052,0.0509132420091323,39.988534688949585
82,aqua_rat_test_81,8,8,A,A,1,124,4407,2958,1433,4531,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.013355691691010311,0.0288432267884323,12.54714560508728
83,aqua_rat_test_82,8,8,A,A,1,121,56583,51945,4622,56704,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.10587532184981947,0.2019786910197869,174.38820004463196
84,aqua_rat_test_83,8,8,A,A,1,135,13675,9880,3779,13810,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.044584469996968856,0.102435312024353,54.18559169769287
85,aqua_rat_test_84,8,8,A,A,1,101,5856,4383,1457,5957,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.016241529937783855,0.0462709284627093,22.343239068984985
86,aqua_rat_test_85,8,8,A,A,1,120,20607,14376,6215,20727,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.032643636914704836,0.0754946727549467,61.3581166267395
87,aqua_rat_test_86,8,8,E,E,1,124,17856,14421,3419,17980,"[""A"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.035783011404560756,0.0807458143074582,53.09319281578064
88,aqua_rat_test_87,8,8,B,B,1,103,6722,4877,1829,6825,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.03187532146217948,0.0693302891933028,26.778214693069458
89,aqua_rat_test_88,8,8,B,B,1,128,10482,8406,2060,10610,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.02214373583298331,0.0565449010654489,39.470539569854736
90,aqua_rat_test_89,8,8,B,B,1,121,14934,11998,2920,15055,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.0213449466198195,0.0596651445966514,48.0501344203949
91,aqua_rat_test_90,8,8,B,B,1,111,9805,6933,2856,9916,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.028802233581592222,0.0517503805175038,27.90772581100464
92,aqua_rat_test_91,8,8,B,B,1,179,8605,5153,3436,8784,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.017394741567454894,0.0353120243531202,24.711352586746216
93,aqua_rat_test_92,8,8,A,A,1,155,7381,5046,2319,7536,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.015268582608499726,0.0382800608828005,22.98096513748169
94,aqua_rat_test_93,8,8,D,D,1,113,11781,9126,2639,11894,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.019789760797207567,0.0380517503805175,39.99673366546631
95,aqua_rat_test_94,8,8,A,A,1,132,10543,8054,2473,10675,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.02147803655970143,0.0407914764079148,39.30800151824951
96,aqua_rat_test_95,8,8,A,A,1,133,13136,8587,4533,13269,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0222886727085493,0.0534246575342465,37.51777720451355
