iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
9,index_8,8,1,0,0.7,A,D,0,262,10689,10951,"[""D""]",10,0.01734432843527875,0.0317567062691473,94.29583621025085
11,index_10,8,3,0,0.7,A,A,1,399,8466,8865,"[""A"", ""A"", ""A""]",9,0.018336356608951557,0.0366136142867817,38.56675696372986
12,index_11,8,1,0,0.7,D,D,1,174,10597,10771,"[""D""]",18,0.016571812872613622,0.0235373234700739,77.43469738960266
13,index_12,8,1,0,0.7,A,A,1,340,11430,11770,"[""A""]",8,0.021680783263777505,0.039303594111933,136.44344568252563
15,index_14,8,1,0,0.7,C,C,1,302,8211,8513,"[""C""]",10,0.014030552902030185,0.0282447881640888,67.72068524360657
17,index_16,8,1,0,0.7,C,C,1,158,5944,6102,"[""C""]",9,0.010106846716944645,0.0197265187177763,33.1372549533844
18,index_17,8,1,0,0.7,B,A,0,245,12682,12927,"[""A""]",9,0.02129018203523548,0.0378091608757378,131.48147130012512
19,index_18,8,1,0,0.7,A,B,0,543,12302,12845,"[""B""]",9,0.023478911184892738,0.0400508107300305,135.5037043094635
26,index_25,8,1,0,0.7,D,D,1,372,15040,15412,"[""D""]",6,0.029996523042119465,0.0564895763281775,221.72085046768188
28,index_27,8,1,0,0.7,A,A,1,327,14167,14494,"[""A""]",8,0.024285300743025363,0.0428155122169917,156.3714406490326
32,index_31,8,1,0,0.7,C,C,1,156,16077,16233,"[""C""]",7,0.029013841598612894,0.0555181947246506,216.6703691482544
34,index_33,8,1,0,0.7,A,C,0,472,13197,13669,"[""C""]",10,0.025280807133116496,0.0449824404094747,161.49422454833984
39,index_38,8,2,0,0.7,B,B,1,243,6345,6588,"[""B"", ""B""]",10,0.014196875352448813,0.0227153851901665,31.91340446472168
41,index_40,8,1,0,0.7,A,A,1,147,5224,5371,"[""A""]",6,0.008422113417926699,0.0191287454232982,37.82058906555176
46,index_45,8,1,0,0.7,C,A,0,98,13350,13448,"[""A""]",6,0.02540060358537523,0.0494657401180602,192.91615390777588
53,index_52,8,1,0,0.7,D,B,0,231,17279,17510,"[""B""]",11,0.03138181677785139,0.0594037211387581,237.06422805786133
57,index_56,8,1,0,0.7,D,C,0,191,17431,17622,"[""C""]",11,0.032998165899517165,0.0634386908764851,262.0486886501312
70,index_69,8,1,0,0.7,D,C,0,165,13694,13859,"[""C""]",13,0.021344676809786946,0.0369125009340207,131.58880591392517
73,index_72,8,4,0,0.7,C,C,1,187,8433,8620,"[""C"", ""C"", ""C"", ""C""]",9,0.018817037901110542,0.0301875513711424,32.29124975204468
75,index_74,8,1,0,0.7,B,B,1,639,10264,10903,"[""B""]",15,0.02078818752532264,0.0430396772024209,71.91410064697266
76,index_75,8,1,0,0.7,D,B,0,221,7548,7769,"[""B""]",11,0.014863689807763971,0.035268624374206,31.939725637435913
79,index_78,8,1,0,0.7,A,D,0,387,13206,13593,"[""D""]",14,0.023270535370347994,0.0397519240827916,139.7285237312317
83,index_82,8,1,0,0.7,A,A,1,193,11066,11259,"[""A""]",15,0.017183732693059,0.0298139430620937,67.47595047950745
84,index_83,8,5,0,0.7,D,D,1,128,7383,7511,"[""D"", ""D"", ""D"", ""D"", ""D""]",8,0.017053703868751508,0.0310842113128595,21.30921745300293
86,index_85,8,1,0,0.7,A,D,0,335,11708,12043,"[""D""]",8,0.02168245161772393,0.0389299858028842,136.82505583763123
89,index_88,8,1,0,0.7,B,B,1,257,12379,12636,"[""B""]",9,0.02177666459691682,0.0393783157737428,139.6855812072754
94,index_93,8,1,0,0.7,D,D,1,198,12967,13165,"[""D""]",7,0.022864040027458066,0.0425166255697526,156.4027955532074
102,index_101,8,1,0,0.7,D,D,1,439,11827,12266,"[""D""]",14,0.020371902383208778,0.0358663976686841,102.91249442100525
107,index_106,8,7,0,0.7,A,B,0,280,7679,7959,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",7,0.024487356027369428,0.0376597175521183,19.858675241470337
111,index_110,8,1,0,0.7,D,C,0,344,12980,13324,"[""C""]",8,0.024176890236411695,0.0440857804677575,161.81383895874023
112,index_111,8,1,0,0.7,A,A,1,248,10743,10991,"[""A""]",13,0.016724278240268415,0.0319061495927669,81.33093023300171
116,index_115,8,1,0,0.7,B,A,0,268,13939,14207,"[""A""]",7,0.02572704531691409,0.047971306881865,182.62725830078125
117,index_116,8,1,0,0.7,D,A,0,226,15764,15990,"[""A""]",12,0.028199601023091974,0.0526787715758798,208.40944242477417
120,index_119,8,1,0,0.7,A,A,1,122,5128,5250,"[""A""]",8,0.009329233843784252,0.0188298587760591,22.604150772094727
133,index_132,8,1,0,0.7,A,A,1,250,16878,17128,"[""A""]",12,0.030978379972529946,0.058507061197041,237.54034733772278
134,index_133,8,1,0,0.7,A,A,1,141,10395,10536,"[""A""]",11,0.01521872864583605,0.0283195098258984,83.51413869857788
141,index_140,8,1,0,0.7,D,C,0,100,9202,9302,"[""C""]",6,0.016273669712768175,0.0307106030038107,107.37047600746155
146,index_145,8,1,0,0.7,C,B,0,307,8421,8728,"[""B""]",6,0.015484730343483159,0.0265261899424643,92.2181806564331
150,index_149,8,1,0,0.7,B,D,0,253,12418,12671,"[""D""]",11,0.021330001078129504,0.0378838825375476,134.89550852775574
152,index_151,8,3,0,0.7,B,B,1,195,8790,8985,"[""B"", ""B"", ""B""]",10,0.020715191284366517,0.0400508107300305,27.34601593017578
155,index_154,8,3,0,0.7,B,B,1,430,10305,10735,"[""B"", ""B"", ""B""]",11,0.020680496624892374,0.0354180676978256,57.458388328552246
161,index_160,8,1,0,0.7,C,C,1,299,7719,8018,"[""C""]",7,0.013160417856546,0.0292908914294254,62.66717457771301
168,index_167,8,2,0,0.7,A,B,0,134,8853,8987,"[""B"", ""B""]",12,0.018156609503707906,0.0329522528581035,29.14987802505493
172,index_171,8,1,0,0.7,D,D,1,244,7748,7992,"[""D""]",8,0.013189864275296054,0.0221923335574982,72.85885548591614
178,index_177,8,1,0,0.7,C,C,1,237,8234,8471,"[""C""]",13,0.015341436146306382,0.0313830979600986,37.84560251235962
179,index_178,8,1,0,0.7,B,B,1,305,16195,16500,"[""B""]",14,0.02631089924482582,0.0454307703803332,168.71757650375366
184,index_183,8,1,0,0.7,C,D,0,439,14059,14498,"[""D""]",7,0.02667148626682597,0.0481954718672943,177.80324387550354
189,index_188,8,1,0,0.7,B,B,1,87,6254,6341,"[""B""]",9,0.012295764542140722,0.0239109317791227,21.069475650787354
196,index_195,8,1,0,0.7,D,D,1,224,6277,6501,"[""D""]",8,0.010580813157314062,0.0221176118956885,45.37021279335022
197,index_196,8,1,0,0.7,D,B,0,270,11843,12113,"[""B""]",10,0.01949215335150767,0.032802809534484,114.01211452484131
