iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
9,index_8,8,1,0,0.7,A,B,0,262,18188,18450,"[""B""]",4,0.05378631323425425,0.0998281401778375,104.76329803466797
11,index_10,8,1,0,0.7,A,B,0,399,7698,8097,"[""B""]",8,0.016453178080367635,0.0363147276395426,38.34370565414429
12,index_11,8,1,0,0.7,D,D,1,174,11279,11453,"[""D""]",15,0.017705771325970548,0.030336994694762,63.518144845962524
13,index_12,8,1,0,0.7,A,B,0,340,11764,12104,"[""B""]",10,0.021266819633768155,0.0373608309048792,128.09913802146912
15,index_14,8,1,0,0.7,C,D,0,302,10619,10921,"[""D""]",6,0.019998997709435917,0.0363147276395426,124.77903199195862
17,index_16,8,1,0,0.7,C,C,1,158,5563,5721,"[""C""]",6,0.00895873709041411,0.0197265187177763,41.948540687561035
18,index_17,8,1,0,0.7,B,A,0,245,11179,11424,"[""A""]",14,0.018002513337615857,0.0289920047821863,99.59963965415955
19,index_18,8,1,0,0.7,A,B,0,543,11552,12095,"[""B""]",7,0.022154022789318557,0.0401255323918403,124.04636931419373
26,index_25,8,1,0,0.7,D,A,0,372,15808,16180,"[""A""]",9,0.029929455029256098,0.0555181947246506,220.69097876548767
28,index_27,8,1,0,0.7,A,B,0,327,15589,15916,"[""B""]",10,0.026346014071792174,0.0464768736456698,174.20901465415955
32,index_31,8,1,0,0.7,C,C,1,156,17366,17522,"[""C""]",9,0.03197083649836707,0.0616453709930508,251.32587480545044
34,index_33,8,1,0,0.7,A,A,1,472,14431,14903,"[""A""]",11,0.027030165484892562,0.0481207502054845,179.98629021644592
39,index_38,8,1,0,0.7,B,B,1,243,6049,6292,"[""B""]",9,0.010841676655070106,0.0227153851901665,37.95774507522583
41,index_40,8,1,0,0.7,A,A,1,147,6106,6253,"[""A""]",8,0.009913527542564927,0.0197265187177763,51.10296893119812
46,index_45,8,1,0,0.7,C,A,0,98,11523,11621,"[""A""]",5,0.01934787890964173,0.0362400059777329,127.78063297271729
53,index_52,8,1,0,0.7,D,D,1,231,17898,18129,"[""D""]",7,0.03371740816927528,0.0646342374654412,265.4511134624481
57,index_56,8,1,0,0.7,D,D,1,191,13408,13599,"[""D""]",12,0.023192033831281798,0.0425166255697526,155.1847231388092
70,index_69,8,1,0,0.7,D,C,0,165,13419,13584,"[""C""]",15,0.020896940466727267,0.0349697377269671,122.83300876617432
73,index_72,8,1,0,0.7,C,C,1,187,5277,5464,"[""C""]",6,0.009521341825230381,0.0245834267354105,28.377218008041382
75,index_74,8,1,0,0.7,B,C,0,639,25054,25693,"[""C""]",10,0.05137205427529096,0.0973623253381155,476.77106261253357
76,index_75,8,1,0,0.7,D,C,0,221,11020,11241,"[""C""]",11,0.017784579383311978,0.0304864380183815,117.04302668571472
79,index_78,8,1,0,0.7,A,C,0,387,15438,15825,"[""C""]",12,0.02796254472321811,0.0502876783979675,187.77658033370972
83,index_82,8,1,0,0.7,A,A,1,193,10529,10722,"[""A""]",14,0.015825264847997587,0.0274975715459911,76.43807482719421
