iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,1,1,33,33,1,189,3089,2603.0,484.0,3278,"[""33""]",0.008347002408712695,0.0156773211567732,50.05666708946228
2,index_1,1,1,23,23,1,221,4696,4046.0,648.0,4917,"[""23""]",0.01232116811501491,0.0235159817351597,76.54339909553528
3,index_2,1,1,116,116,1,167,2949,2251.0,696.0,3116,"[""116""]",0.007909449732992754,0.0149162861491628,47.720192193984985
4,index_3,1,1,809,809,1,140,4011,3452.0,557.0,4151,"[""809""]",0.010306921700651422,0.01986301369863,65.08801436424255
5,index_4,1,1,197,35,0,136,13397,13173.0,222.0,13533,"[""35""]",0.03261024783226007,0.0644596651445966,225.40094327926636
6,index_5,1,1,385,24,0,123,17074,16439.0,633.0,17197,"[""24""]",0.04129321130031128,0.0818873668188736,290.28035378456116
7,index_6,1,1,371,46,0,118,12138,11711.0,425.0,12256,"[""46""]",0.029530434065178256,0.0583713850837138,202.79822397232056
8,index_7,1,1,601,601,1,114,12876,12410.0,464.0,12990,"[""601""]",0.031266565085011654,0.0618721461187214,216.74402236938477
9,index_8,1,1,25,25,1,92,7012,6716.0,294.0,7104,"[""25""]",0.01721589672235142,0.0338660578386605,115.22340941429138
10,index_9,1,1,55,55,1,103,3392,3065.0,325.0,3495,"[""55""]",0.008658842338577766,0.0167427701674277,54.74913287162781
11,index_10,1,1,540,540,1,91,4772,4394.0,376.0,4863,"[""540""]",0.011883833498997517,0.0232115677321156,77.5877332687378
12,index_11,1,1,45,45,1,181,4767,4070.0,695.0,4948,"[""45""]",0.012299845239189679,0.0236681887366818,77.77787256240845
13,index_12,1,1,204,204,1,176,1821,1753.0,66.0,1997,"[""204""]",0.005269269389684961,0.0095890410958904,29.10962700843811
14,index_13,1,1,699,629,0,113,9467,8944.0,521.0,9580,"[""629""]",0.02315438561293376,0.045662100456621,157.27898383140564
15,index_14,1,1,294,294,1,96,3617,3210.0,405.0,3713,"[""294""]",0.009160690711839031,0.0177321156773211,58.758352279663086
16,index_15,1,1,110,110,1,107,8440,8282.0,156.0,8547,"[""110""]",0.020683364537481628,0.0407914764079148,140.83628153800964
17,index_16,1,1,721,721,1,140,15700,15233.0,465.0,15840,"[""721""]",0.03810635722336656,0.0754185692541856,269.70118284225464
18,index_17,1,1,315,3,0,95,17925,17526.0,397.0,18020,"[""3""]",0.043183926614590536,0.0858447488584475,309.4474403858185
19,index_18,1,1,468,468,1,95,6584,5602.0,980.0,6679,"[""468""]",0.01621228773941972,0.0318873668188737,110.09237861633301
20,index_19,1,1,902,1922,0,142,13172,12692.0,478.0,13314,"[""1922""]",0.032103672229333954,0.0633942161339421,225.0635085105896
21,index_20,1,1,211,,0,165,32768,,,32933,[],0.07881701591505832,0.1567732115677321,587.5641655921936
22,index_21,1,1,80,80,1,104,8399,7935.0,462.0,8503,"[""80""]",0.020571600710299294,0.0405631659056316,140.9406533241272
23,index_22,1,1,480,480,1,126,12878,12847.0,29.0,13004,"[""480""]",0.03132838811260832,0.0619482496194825,218.69816780090332
24,index_23,1,1,236,236,1,113,6742,6100.0,640.0,6855,"[""236""]",0.016673652884517887,0.032724505327245,113.34315586090088
25,index_24,1,1,73,73,1,154,2612,2121.0,489.0,2766,"[""73""]",0.007046112372221504,0.0132420091324201,42.93733525276184
26,index_25,1,1,113,113,1,397,10436,9895.0,539.0,10833,"[""113""]",0.026809461538382966,0.0515981735159817,177.46844935417175
27,index_26,1,1,127,7,0,203,12134,11536.0,596.0,12337,"[""7""]",0.029925150780256815,0.058751902587519,206.97229743003845
28,index_27,1,1,104,104,1,194,12641,12003.0,636.0,12835,"[""104""]",0.031088129563531148,0.0611872146118721,215.97507858276367
29,index_28,1,1,104,104,1,119,8082,7628.0,452.0,8201,"[""104""]",0.01988902804634786,0.0391171993911719,135.44290590286255
30,index_29,1,1,321,321,1,104,4585,3898.0,685.0,4689,"[""321""]",0.011500888482649484,0.0223744292237443,75.4171769618988
