iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
1,index_0,33,33,1,2,10301,2,"['33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33']",False,501.21087067921957,8.318508613840276
2,index_1,23,23,1,2,15913,2,"['23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23']",False,501.21087067921957,8.318508613840276
3,index_2,116,116,1,2,8346,2,"['116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116']",False,501.21087067921957,8.318508613840276
4,index_3,809,809,1,2,13255,2,"['809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809']",False,501.21087067921957,8.318508613840276
5,index_4,197,4427,0,15,387838,2,"['4427', '103', '2297', '540', '197', '3371', '197', '287', '273', '541', '2929', '4133', '3371', '4427', '4427']",False,3508.476094754537,8.318508613840276
6,index_5,385,24,0,2,40266,2,"['24', '24', '48', '24', '24', '24', '24', '48', '24', '24', '24', '24', '24', '24', '24', '24']",False,501.21087067921957,8.318508613840276
7,index_6,371,371.0,1,16,377310,2,"['375', '371', '249', '371', '371', '369', '419', '403', '511', '357', '383', '617', '369', '383', '373', '369']",False,4009.6869654337565,8.318508613840276
8,index_7,601,601,1,2,25009,2,"['601', '601', '601', '601', '601', '601', '601', '601', '601', '601', '601', '301', '601', '601', '601', '601']",False,501.21087067921957,8.318508613840276
9,index_8,25,25,1,2,14501,2,"['25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25']",False,501.21087067921957,8.318508613840276
10,index_9,55,55,1,2,10754,2,"['55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55']",False,501.21087067921957,8.318508613840276
11,index_10,540,540,1,2,9583,2,"['540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540']",False,501.21087067921957,8.318508613840276
12,index_11,45,45,1,2,18038,2,"['45', '45', '45', '45', '45', '45', '45', '45', '45', '45', '45', '45', '45', '45', '45', '45']",False,501.21087067921957,8.318508613840276
13,index_12,204,204,1,2,5948,2,"['204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204']",False,501.21087067921957,8.318508613840276
14,index_13,699,699,1,2,24866,2,"['699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699']",False,501.21087067921957,8.318508613840276
15,index_14,294,294,1,2,14309,2,"['294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294']",False,501.21087067921957,8.318508613840276
16,index_15,110,110,1,2,22201,2,"['110', '110', '110', '110', '155', '110', '155', '110', '110', '134', '110', '110', '110', '155', '110', '110']",False,501.21087067921957,8.318508613840276
17,index_16,721,721,1,2,13717,2,"['721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721']",False,501.21087067921957,8.318508613840276
18,index_17,315,15.0,0,16,421176,2,"['48', '15', '15', '9', '33', '15', '6', '3', '6', '9', '27', '12', '15', '36', '9', '15']",False,4009.6869654337565,8.318508613840276
19,index_18,468,468,1,2,17313,2,"['468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468']",False,501.21087067921957,8.318508613840276
20,index_19,902,1022,0,16,261759,2,"['1022', '36184', '1022', '1024', '1024', '1022', '1024', '1022', '1022', '902', '59048', '902', '2', '1024', '1022', '1022']",False,4009.6869654337565,8.318508613840276
21,index_20,211,211,1,2,43281,2,"['211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211']",False,501.21087067921957,8.318508613840276
22,index_21,80,80,1,4,75781,2,"['80', '75', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '160', '80', '80']",False,1002.4217413584391,8.318508613840276
23,index_22,480,480,1,2,23342,2,"['480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480']",False,501.21087067921957,8.318508613840276
24,index_23,236,236,1,2,17012,2,"['236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236']",False,501.21087067921957,8.318508613840276
25,index_24,73,73,1,2,8991,2,"['73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73']",False,501.21087067921957,8.318508613840276
26,index_25,113,3268,0,2,28901,2,"['3268', '3268', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113']",False,501.21087067921957,8.318508613840276
27,index_26,127,7.0,0,16,443951,2,"['7', '47', '47', '7', '22', '307', '301', '127', '7', '17', '23', '7', '357', '7', '13', '55']",False,4009.6869654337565,8.318508613840276
28,index_27,104,104,1,2,19059,2,"['104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104']",False,501.21087067921957,8.318508613840276
29,index_28,104,104,1,2,15941,2,"['104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '110', '104', '104']",False,501.21087067921957,8.318508613840276
30,index_29,321,321,1,2,18579,2,"['321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321']",False,501.21087067921957,8.318508613840276
