iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
1,index_0,33,33,1,2,8951,2,"['33', '33']",False,501.21087067921957,8.318508613840276
2,index_1,23,23,1,2,22668,2,"['23', '23']",False,501.21087067921957,8.318508613840276
3,index_2,116,116,1,2,10003,2,"['116', '116']",False,501.21087067921957,8.318508613840276
4,index_3,809,809,1,2,12666,2,"['809', '809']",False,501.21087067921957,8.318508613840276
5,index_4,197,4427.0,0,2,39982,2,"['197', '4427']",False,501.21087067921957,8.318508613840276
6,index_5,385,48.0,0,2,41006,2,"['24', '48']",False,501.21087067921957,8.318508613840276
7,index_6,371,63.0,0,2,43095,2,"['371', '63']",False,501.21087067921957,8.318508613840276
8,index_7,601,601,1,2,29157,2,"['601', '601']",False,501.21087067921957,8.318508613840276
9,index_8,25,25,1,2,12132,2,"['25', '25']",False,501.21087067921957,8.318508613840276
10,index_9,55,55,1,2,10549,2,"['55', '55']",False,501.21087067921957,8.318508613840276
11,index_10,540,540,1,2,13744,2,"['540', '540']",False,501.21087067921957,8.318508613840276
12,index_11,45,45.0,1,2,26671,2,"['44', '45']",False,501.21087067921957,8.318508613840276
13,index_12,204,204,1,2,5214,2,"['204', '204']",False,501.21087067921957,8.318508613840276
14,index_13,699,699,1,2,31661,2,"['699', '699']",False,501.21087067921957,8.318508613840276
15,index_14,294,294,1,2,12099,2,"['294', '294']",False,501.21087067921957,8.318508613840276
16,index_15,110,110,1,2,22531,2,"['110', '110']",False,501.21087067921957,8.318508613840276
17,index_16,721,721,1,2,25109,2,"['721', '721']",False,501.21087067921957,8.318508613840276
18,index_17,315,15.0,0,2,44697,2,"['183', '15']",False,501.21087067921957,8.318508613840276
19,index_18,468,468,1,2,21886,2,"['468', '468']",False,501.21087067921957,8.318508613840276
20,index_19,902,1024.0,0,2,34168,2,"['1022', '1024']",False,501.21087067921957,8.318508613840276
21,index_20,211,211,1,2,42317,2,"['211', '211']",False,501.21087067921957,8.318508613840276
22,index_21,80,80,1,2,43674,2,"['80', '80']",False,501.21087067921957,8.318508613840276
23,index_22,480,480,1,2,16674,2,"['480', '480']",False,501.21087067921957,8.318508613840276
24,index_23,236,236,1,2,20086,2,"['236', '236']",False,501.21087067921957,8.318508613840276
25,index_24,73,73,1,2,10257,2,"['73', '73']",False,501.21087067921957,8.318508613840276
26,index_25,113,113,1,2,24489,2,"['113', '113']",False,501.21087067921957,8.318508613840276
27,index_26,127,55.0,0,2,39684,2,"['127', '55']",False,501.21087067921957,8.318508613840276
28,index_27,104,104,1,2,18624,2,"['104', '104']",False,501.21087067921957,8.318508613840276
29,index_28,104,104,1,2,20858,2,"['104', '104']",False,501.21087067921957,8.318508613840276
30,index_29,321,321,1,2,18553,2,"['321', '321']",False,501.21087067921957,8.318508613840276
