iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,index_0,33,33,1,1,4292,1,"['33', '33']",False
2,index_1,23,23,1,1,9037,1,"['23', '23']",False
3,index_2,116,116,1,1,4533,1,"['116', '116']",False
4,index_3,809,809,1,1,6687,1,"['809', '809']",False
5,index_4,197,197,1,1,17831,1,"['197', '4427']",False
6,index_5,385,24,0,1,21213,1,"['24', '48']",False
7,index_6,371,371,1,1,19643,1,"['371', '63']",False
8,index_7,601,601,1,1,8026,1,"['601', '601']",False
9,index_8,25,25,1,1,5958,1,"['25', '25']",False
10,index_9,55,55,1,1,4803,1,"['55', '55']",False
11,index_10,540,540,1,1,6887,1,"['540', '540']",False
12,index_11,45,44,0,1,18314,1,"['44', '45']",False
13,index_12,204,204,1,1,2675,1,"['204', '204']",False
14,index_13,699,699,1,1,17000,1,"['699', '699']",False
15,index_14,294,294,1,1,6541,1,"['294', '294']",False
16,index_15,110,110,1,1,14665,1,"['110', '110']",False
17,index_16,721,721,1,1,13188,1,"['721', '721']",False
18,index_17,315,183,0,1,22524,1,"['183', '15']",False
19,index_18,468,468,1,1,14519,1,"['468', '468']",False
20,index_19,902,1022,0,1,21815,1,"['1022', '1024']",False
21,index_20,211,211,1,1,21422,1,"['211', '211']",False
22,index_21,80,80,1,1,22619,1,"['80', '80']",False
23,index_22,480,480,1,1,9104,1,"['480', '480']",False
24,index_23,236,236,1,1,7448,1,"['236', '236']",False
25,index_24,73,73,1,1,4845,1,"['73', '73']",False
26,index_25,113,113,1,1,11887,1,"['113', '113']",False
27,index_26,127,127,1,1,16666,1,"['127', '55']",False
28,index_27,104,104,1,1,11007,1,"['104', '104']",False
29,index_28,104,104,1,1,9642,1,"['104', '104']",False
30,index_29,321,321,1,1,8835,1,"['321', '321']",False
