iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,index_0,33,33,1,2,10060,2,"['33', '33', '33', '33', '33', '33', '33', '33']",False
2,index_1,23,23,1,2,19320,2,"['23', '23', '23', '23', '23', '23', '23', '23']",False
3,index_2,116,116,1,2,9295,2,"['116', '116', '116', '116', '116', '116', '116', '116']",False
4,index_3,809,809,1,2,14545,2,"['809', '809', '809', '809', '809', '809', '809', '809']",False
6,index_5,385,24,0,2,35207,2,"['24', '24', '24', '24', '24', '24', '24', '24']",False
7,index_6,371,617.0,0,8,194651,2,"['367', '61', '427', '617', '363', '365', '403', '339']",False
8,index_7,601,601,1,2,38038,2,"['601', '601', '601', '601', '601', '601', '601', '601']",False
9,index_8,25,25,1,2,15980,2,"['25', '25', '25', '25', '25', '25', '25', '25']",False
10,index_9,55,55,1,2,11511,2,"['55', '55', '55', '55', '55', '55', '55', '55']",False
11,index_10,540,540,1,2,11522,2,"['540', '540', '540', '540', '540', '540', '540', '540']",False
12,index_11,45,45,1,2,16481,2,"['45', '45', '45', '45', '45', '45', '45', '45']",False
13,index_12,204,204,1,2,6508,2,"['204', '204', '204', '204', '204', '204', '204', '204']",False
14,index_13,699,699,1,2,31382,2,"['699', '699', '699', '699', '699', '699', '699', '699']",False
15,index_14,294,294,1,2,12830,2,"['294', '294', '294', '294', '294', '294', '294', '294']",False
16,index_15,110,155,0,2,17052,2,"['155', '155', '134', '110', '110', '179', '134', '110']",False
17,index_16,721,721,1,2,17700,2,"['721', '721', '721', '721', '721', '721', '721', '721']",False
18,index_17,315,15,0,2,44068,2,"['15', '15', '9', '15', '3', '6', '15', '18']",False
19,index_18,468,468,1,2,18310,2,"['468', '468', '468', '468', '468', '468', '468', '468']",False
20,index_19,902,1022,0,8,138062,2,"['1922', '1024', '2', '962', '36062', '1024', '1022', '1022']",False
21,index_20,211,211,1,2,50210,2,"['211', '211', '211', '211', '61', '211', '211', '211']",False
22,index_21,80,80,1,2,33701,2,"['80', '80', '80', '80', '80', '80', '160', '80']",False
23,index_22,480,480,1,2,22210,2,"['480', '480', '480', '480', '480', '480', '480', '256']",False
24,index_23,236,236,1,2,16201,2,"['236', '236', '236', '236', '236', '236', '236', '236']",False
25,index_24,73,73,1,2,14088,2,"['73', '73', '73', '73', '73', '73', '73', '73']",False
26,index_25,113,113,1,2,26976,2,"['113', '113', '113', '113', '113', '113', '113', '113']",False
27,index_26,127,127.0,1,8,209447,2,"['127', '7', '163', '127', '7', '4', '6', '40']",False
28,index_27,104,104,1,2,19943,2,"['104', '104', '104', '104', '104', '104', '104', '104']",False
29,index_28,104,104,1,2,20727,2,"['104', '104', '104', '104', '104', '104', '104', '104']",False
30,index_29,321,321,1,2,18220,2,"['321', '321', '321', '321', '321', '321', '321', '321']",False
