iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
1,index_0,33,33,1,1,5278,1,['33'],False,344.8359853585561,4.7371276863748175
2,index_1,23,23,1,1,13881,1,['23'],False,344.8359853585561,4.7371276863748175
3,index_2,116,116,1,1,3969,1,['116'],False,344.8359853585561,4.7371276863748175
4,index_3,809,809,1,1,6907,1,['809'],False,344.8359853585561,4.7371276863748175
5,index_4,197,4427,0,1,22664,1,['4427'],False,344.8359853585561,4.7371276863748175
6,index_5,385,24,0,1,20276,1,['24'],False,344.8359853585561,4.7371276863748175
7,index_6,371,365,0,1,18188,1,['365'],False,344.8359853585561,4.7371276863748175
8,index_7,601,601,1,1,15380,1,['601'],False,344.8359853585561,4.7371276863748175
9,index_8,25,25,1,1,9271,1,['25'],False,344.8359853585561,4.7371276863748175
10,index_9,55,55,1,1,5313,1,['55'],False,344.8359853585561,4.7371276863748175
11,index_10,540,540,1,1,6120,1,['540'],False,344.8359853585561,4.7371276863748175
12,index_11,45,45,1,1,8107,1,['45'],False,344.8359853585561,4.7371276863748175
13,index_12,204,204,1,1,4220,1,['204'],False,344.8359853585561,4.7371276863748175
14,index_13,699,699,1,1,17376,1,['699'],False,344.8359853585561,4.7371276863748175
15,index_14,294,294,1,1,6320,1,['294'],False,344.8359853585561,4.7371276863748175
16,index_15,110,110,1,1,12632,1,['110'],False,344.8359853585561,4.7371276863748175
17,index_16,721,721,1,1,9385,1,['721'],False,344.8359853585561,4.7371276863748175
18,index_17,315,15,0,1,11701,1,['15'],False,344.8359853585561,4.7371276863748175
19,index_18,468,468,1,1,10666,1,['468'],False,344.8359853585561,4.7371276863748175
20,index_19,902,1022,0,1,22453,1,['1022'],False,344.8359853585561,4.7371276863748175
21,index_20,211,211,1,1,15989,1,['211'],False,344.8359853585561,4.7371276863748175
22,index_21,80,80,1,1,13788,1,['80'],False,344.8359853585561,4.7371276863748175
23,index_22,480,480,1,1,9525,1,['480'],False,344.8359853585561,4.7371276863748175
24,index_23,236,236,1,1,8523,1,['236'],False,344.8359853585561,4.7371276863748175
25,index_24,73,73,1,1,4382,1,['73'],False,344.8359853585561,4.7371276863748175
26,index_25,113,113,1,1,11046,1,['113'],False,344.8359853585561,4.7371276863748175
27,index_26,127,4,0,1,33602,1,['4'],False,344.8359853585561,4.7371276863748175
28,index_27,104,104,1,1,15748,1,['104'],False,344.8359853585561,4.7371276863748175
29,index_28,104,104,1,1,11047,1,['104'],False,344.8359853585561,4.7371276863748175
30,index_29,321,321,1,1,9297,1,['321'],False,344.8359853585561,4.7371276863748175
