iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,8,33,33.0,1,194,41124,33721.0,7387.0,41318,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]",0.066102838100143,0.1232486483343991,132.61265587806702
2,index_1,8,8,23,23.0,1,226,79404,73276.0,6112.0,79630,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]",0.1228968526569608,0.2169059938375676,315.2648446559906
3,index_2,8,8,116,116.0,1,172,34230,30257.0,3957.0,34402,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",0.0544505698590036,0.1074356142084762,111.88898539543152
4,index_3,8,8,809,809.0,1,145,60185,56452.0,3717.0,60330,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]",0.0873749101454771,0.1846404278820999,231.4812819957733
5,index_4,8,5,197,15625,0,141,89926,130239.0,3322.0,90067,"[""389"", ""273"", ""35"", ""581"", ""15625""]",0.19511842713429073,0.5190395907214697,1806.0641968250275
6,index_5,8,6,385,24.0,0,128,114361,237639.0,4009.0,114489,"[""24"", ""24"", ""24"", ""12"", ""24"", ""24""]",0.2181606818437793,0.5632230684262542,1805.7883231639864
8,index_7,8,8,601,601.0,1,119,135642,151371.0,5525.0,135761,"[""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601""]",0.1438123003442307,0.3785826405441543,965.990967988968
9,index_8,8,8,25,25.0,1,97,59999,56928.0,3055.0,60096,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",0.0901851108864789,0.1745828730887739,227.42723631858823
10,index_9,8,8,55,55.0,1,108,44227,40876.0,3335.0,44335,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",0.0627855919559676,0.1227835590954014,161.3971824645996
11,index_10,8,8,540,540.0,1,96,43848,38623.0,5209.0,43944,"[""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540""]",0.0661763077564216,0.1286553107377478,148.04976511001587
12,index_11,8,8,45,45.0,1,186,70977,66282.0,4679.0,71163,"[""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45""]",0.0908344105577199,0.1766176385093889,362.1797025203705
13,index_12,8,8,204,204.0,1,181,26086,20651.0,5419.0,26267,"[""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204""]",0.0437835126302437,0.0827858845415964,82.97687840461731
14,index_13,8,8,699,699.0,1,118,126271,121150.0,5105.0,126389,"[""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699""]",0.185348229218039,0.2839369804081157,597.42090010643
15,index_14,8,8,294,294.0,1,101,52473,48187.0,4270.0,52574,"[""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294""]",0.0900458468176914,0.1753386431021452,155.69783973693848
16,index_15,8,8,110,110.0,1,112,76164,71979.0,4169.0,76276,"[""155"", ""155"", ""134"", ""110"", ""110"", ""179"", ""134"", ""110""]",0.1059652599097979,0.2195221208069298,333.87789154052734
17,index_16,8,8,721,721.0,1,145,71574,66416.0,5142.0,71719,"[""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721""]",0.1048893608773006,0.1869658740770885,289.2314298152924
18,index_17,8,3,315,15.0,0,100,47288,89611.0,983.0,47388,"[""15"", ""15"", ""15""]",0.2469126657909139,0.4775303761409221,1806.7547562122345
