iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,index_0,33,33,1,8,25640,8,"['33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '13', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '33', '25', '33', '33', '33', '33']",False
2,index_1,23,23,1,16,96720,8,"['23', '23', '49', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '19', '23', '23', '23', '23', '23', '19', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '121', '23', '23', '23', '23', '23', '23', '23', '23', '5', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '23', '5', '23', '23']",False
3,index_2,116,116,1,8,20732,8,"['116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116', '116']",False
4,index_3,809,809,1,16,61954,8,"['809', '809', '809', '808', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '809', '404', '809', '809', '809', '809']",False
5,index_4,197,197,1,64,801890,8,"['287', '197', '197', '287', '15625', '197', '35', '36', '22', '287', '17', '287', '197', '273', '254', '287', '68817', '287', '2', '139', '197', '117', '273', '254', '3909', '197', '19', '8603', '273', '287', '287', '2025', '36', '2287', '254', '8603', '273', '197', '197', '8603', '287', '35', '197', '273', '271', '140623', '59', '322', '197', '273', '2024', '135', '273', '197', '35', '287', '287', '4047', '287', '8603', '254', '273', '197', '2024']",False
6,index_5,385,16,0,64,793527,8,"['12', '24', '12', '16', '36', '16', '16', '24', '16', '24', '16', '24', '12', '16', '72', '16', '16', '24', '24', '24', '32', '24', '16', '12', '16', '24', '24', '16', '24', '96', '24', '16', '12', '16', '16', '24', '16', '16', '12', '16', '64', '16', '16', '12', '24', '16', '24', '16', '16', '12', '16', '16', '24', '24', '16', '36', '144', '16', '12', '12', '32', '7', '16', '16']",False
7,index_6,371,69,0,64,900336,8,"['139', '17', '183', '33', '13', '44', '139', '69', '69', '267', '9', '69', '139', '135', '141', '419', '383', '9', '141', '137', '139', '21', '353', '131', '47', '33', '38', '141', '33', '51', '139', '139', '137', '69', '141', '39', '133', '163', '9', '179', '17', '191', '355', '48', '69', '46', '363', '135', '9', '133', '283', '131', '131', '17', '135', '17', '69', '131', '381', '131', '337', '137', '263', '351']",False
8,index_7,601,601,1,64,791285,8,"['403', '401', '601', '301', '601', '7', '601', '601', '601', '7', '403', '601', '601', '601', '601', '601', '601', '601', '601', '601', '25', '401', '6', '601', '601', '601', '601', '601', '601', '601', '401', '601', '7', '601', '401', '601', '7', '601', '601', '601', '601', '601', '13', '601', '601', '601', '601', '13', '401', '601', '601', '601', '601', '601', '13', '401', '601', '601', '13', '601', '601', '601', '601', '601']",False
9,index_8,25,25,1,8,56545,8,"['25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '125', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25', '25']",False
10,index_9,55,55,1,8,30370,8,"['55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55', '55']",False
11,index_10,540,540,1,8,31358,8,"['540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '2160', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540', '540']",False
12,index_11,45,45,1,8,45920,8,"['45', '45', '45', '45', '45', '45', '45', '45', '45', '45', '35', '9', '45', '45', '45', '45', '45', '45', '45', '45', '45', '45', '45', '36', '45', '45', '45', '45', '45', '45', '21', '45', '45', '45', '45', '45', '9', '45', '45', '45', '45', '45', '45', '36', '36', '45', '45', '45', '45', '45', '45', '45', '9', '9', '45', '45', '45', '45', '45', '81', '45', '44', '45', '45']",False
13,index_12,204,204,1,8,24956,8,"['204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '214', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204', '204']",False
14,index_13,699,699,1,8,82118,8,"['699', '699', '699', '699', '699', '699', '699', '699', '629', '629', '699', '699', '699', '699', '699', '629', '699', '217', '699', '629', '699', '699', '699', '629', '699', '699', '699', '699', '699', '699', '699', '699', '629', '699', '699', '699', '699', '699', '699', '699', '699', '629', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '629', '699', '699', '699', '629', '699', '699', '699', '699', '699', '699', '519']",False
15,index_14,294,294,1,8,29148,8,"['294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294']",False
16,index_15,110,110,1,64,590756,8,"['110', '110', '155', '155', '110', '110', '110', '110', '179', '110', '110', '110', '110', '110', '110', '110', '155', '110', '110', '110', '155', '110', '134', '110', '110', '155', '110', '110', '110', '155', '110', '110', '110', '110', '110', '110', '110', '155', '110', '110', '155', '110', '151', '134', '179', '155', '110', '155', '155', '155', '155', '110', '155', '110', '110', '110', '110', '134', '110', '110', '155', '155', '104', '8']",False
17,index_16,721,721,1,8,99417,8,"['721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '29287', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '55', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721']",False
18,index_17,315,9,0,64,858563,8,"['9', '36', '9', '45', '3', '9', '9', '9', '144', '36', '90', '22', '6', '1764', '24', '90', '675', '12', '18', '24', '144', '24', '660', '60', '30', '15', '90', '3', '340', '108', '360', '144', '96', '11', '12', '12', '378', '3', '33', '9', '1278', '252', '36', '24', '1440', '36', '216', '12', '12', '360', '36', '36', '28', '36', '675', '9', '90', '144', '32472', '1278', '12', '9', '117', '6']",False
19,index_18,468,468,1,8,50474,8,"['468', '468', '468', '468', '468', '468', '468', '468', '468', '624', '468', '468', '468', '468', '468', '468', '468', '429', '468', '312', '468', '468', '78', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '429', '468', '429', '468', '468', '468', '468', '468', '468', '468', '468']",False
20,index_19,902,1024,0,64,775613,8,"['1923', '2047', '900', '1024', '2', '1022', '2', '1024', '1024', '26', '1023', '900', '1022', '1024', '1923', '1023', '483', '2', '1922', '2', '1024', '1023', '256', '36', '926', '1022', '36', '2', '1024', '1024', '1024', '900', '0', '1022', '2', '1022', '59049', '2', '1022', '1024', '3844', '5', '1024', '1023', '2047', '14528', '1022', '59049', '962', '59049', '1024', '0', '14528', '2', '2', '34', '1022', '50', '2', '1024', '33', '1024', '59049', '1024']",False
21,index_20,211,211,1,59,1156818,8,"['61', '211', '33', '122', '211', '127', '121', '211', '211', '211', '61', '217', '211', '25', '241', '25', '361', '211', '101', '121', '211', '3121', '211', '121', '225', '61', '211', '121', '211', '226', '211', '61', '121', '2311', '127', '217', '241', '122', '31', '31', '211', '211', '211', '211', '121', '211', '21', '211', '211', '121', '211', '361', '211', '211', '121', '211', '121', '211', '127']",False
22,index_21,80,80,1,8,95966,8,"['80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80']",False
23,index_22,480,480,1,56,473711,8,"['480', '480', '480', '480', '480', '480', '80', '480', '480', '480', '480', '480', '480', '480', '80', '480', '480', '480', '480', '80', '480', '480', '480', '480', '80', '480', '480', '480', '480', '480', '480', '480', '480', '480', '20', '480', '480', '480', '480', '480', '480', '480', '480', '480', '80', '480', '480', '480', '480', '480', '480', '80', '480', '480', '480', '480']",False
24,index_23,236,236,1,64,588041,8,"['236', '246', '236', '236', '236', '236', '236', '236', '236', '236', '227', '236', '246', '135', '236', '210', '208', '236', '219', '236', '236', '318', '200', '236', '236', '246', '236', '246', '236', '236', '246', '262', '246', '236', '218', '236', '216', '236', '236', '236', '236', '236', '246', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '432', '236', '236', '246', '236', '236', '236', '236', '236', '236']",False
25,index_24,73,73,1,8,45529,8,"['73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '151', '73', '73']",False
26,index_25,113,113,1,8,90431,8,"['113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '6211', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '3268', '113', '113', '113', '113', '33', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113']",False
27,index_26,127,7,0,63,973433,8,"['7', '7', '43', '7', '7', '7', '7', '5', '7', '7', '127', '7', '7', '7', '127', '49', '7', '73', '4', '4', '7', '7', '7', '7', '8', '7', '127', '7', '11', '13', '2', '6', '29', '1', '4', '29', '97', '127', '4', '7', '127', '7', '1', '127', '7', '7', '13', '127', '7', '7', '7', '7', '7', '7', '13', '17', '7', '7', '7', '55', '7', '7', '127']",False
