iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,index_0,33,33,1,1,2812,1,"['33', '33', '33', '33', '33', '33', '45', '33']",False
2,index_1,23,23,1,1,7705,1,"['23', '23', '23', '23', '23', '23', '23', '23']",False
3,index_2,116,116,1,1,2798,1,"['116', '116', '116', '116', '116', '116', '116', '116']",False
4,index_3,809,809,1,1,4223,1,"['809', '809', '809', '809', '809', '809', '809', '809']",False
5,index_4,197,273,0,1,16033,1,"['273', '35', '197', '287', '69', '287', '254', '197']",False
6,index_5,385,24,0,1,12844,1,"['24', '24', '16', '12', '16', '24', '36', '16']",False
7,index_6,371,133,0,1,15636,1,"['133', '305', '17', '69', '39', '329', '48', '143']",False
8,index_7,601,601,1,1,11184,1,"['601', '601', '7', '601', '601', '601', '601', '598']",False
9,index_8,25,25,1,1,9121,1,"['25', '25', '25', '25', '25', '25', '25', '25']",False
10,index_9,55,55,1,1,3703,1,"['55', '55', '55', '55', '55', '55', '55', '55']",False
11,index_10,540,540,1,1,3202,1,"['540', '540', '540', '540', '540', '540', '540', '540']",False
12,index_11,45,45,1,1,4421,1,"['45', '45', '45', '45', '45', '45', '45', '45']",False
13,index_12,204,204,1,1,3149,1,"['204', '204', '204', '204', '204', '204', '204', '204']",False
14,index_13,699,699,1,1,17250,1,"['699', '699', '699', '699', '699', '699', '699', '699']",False
15,index_14,294,294,1,1,2927,1,"['294', '294', '294', '294', '294', '294', '294', '294']",False
16,index_15,110,155,0,1,7302,1,"['155', '14', '155', '110', '110', '110', '110', '110']",False
17,index_16,721,721,1,1,7647,1,"['721', '721', '721', '673', '721', '721', '721', '721']",False
18,index_17,315,27,0,1,13309,1,"['27', '36', '36', '12', '12', '90', '36', '15']",False
19,index_18,468,468,1,1,4999,1,"['468', '468', '468', '468', '468', '468', '468', '156']",False
20,index_19,902,1022,0,1,7977,1,"['1022', '1023', '1022', '1024', '1922', '1022', '82', '36']",False
21,index_20,211,211,1,1,14845,1,"['211', '121', '226', '121', '121', '211', '32', '31']",False
22,index_21,80,80,1,1,13828,1,"['80', '80', '80', '80', '80', '80', '80', '80']",False
23,index_22,480,480,1,1,12130,1,"['480', '480', '480', '480', '240', '480', '480', '480']",False
24,index_23,236,236,1,1,10321,1,"['236', '208', '236', '236', '236', '236', '236', '236']",False
25,index_24,73,73,1,1,7458,1,"['73', '73', '73', '73', '73', '73', '73', '73']",False
26,index_25,113,113,1,1,12221,1,"['113', '113', '149', '113', '113', '113', '557', '113']",False
27,index_26,127,7,0,1,17422,1,"['7', '155', '3', '14', '22', '127', '127', '7']",False
28,index_27,104,104,1,1,8928,1,"['104', '104', '104', '104', '624', '104', '104', '94']",False
29,index_28,104,104,1,1,6598,1,"['104', '104', '107', '77', '200', '104', '92', '104']",False
30,index_29,321,321,1,1,6670,1,"['321', '321', '321', '321', '321', '321', '321', '321']",False
