iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
1,index_0,33,33,1,2,5728,2,"['33', '33', '33', '33']",False,242.1934922218323,7.931953473311906
2,index_1,23,23,1,2,13161,2,"['23', '23', '23', '23']",False,242.1934922218323,7.931953473311906
3,index_2,116,116,1,2,5655,2,"['116', '116', '116', '116']",False,242.1934922218323,7.931953473311906
4,index_3,809,809,1,2,9291,2,"['809', '809', '809', '809']",False,242.1934922218323,7.931953473311906
5,index_4,197,197,1,4,60854,2,"['254', '287', '36', '197']",False,484.3869844436646,7.931953473311906
6,index_5,385,16,0,4,50112,2,"['24', '16', '36', '16']",False,484.3869844436646,7.931953473311906
7,index_6,371,131,0,4,50513,2,"['21', '337', '141', '131']",False,484.3869844436646,7.931953473311906
8,index_7,601,601,1,2,30211,2,"['601', '601', '203', '25']",False,242.1934922218323,7.931953473311906
9,index_8,25,25,1,2,11972,2,"['25', '25', '25', '25']",False,242.1934922218323,7.931953473311906
10,index_9,55,55,1,2,10367,2,"['55', '55', '55', '55']",False,242.1934922218323,7.931953473311906
11,index_10,540,540,1,2,5344,2,"['540', '540', '540', '540']",False,242.1934922218323,7.931953473311906
12,index_11,45,45,1,2,14427,2,"['45', '45', '45', '45']",False,242.1934922218323,7.931953473311906
13,index_12,204,204,1,2,6380,2,"['204', '204', '204', '204']",False,242.1934922218323,7.931953473311906
14,index_13,699,699,1,2,13641,2,"['699', '699', '699', '699']",False,242.1934922218323,7.931953473311906
15,index_14,294,294,1,2,9507,2,"['294', '294', '294', '294']",False,242.1934922218323,7.931953473311906
16,index_15,110,110,1,2,13185,2,"['110', '110', '110', '134']",False,242.1934922218323,7.931953473311906
17,index_16,721,721,1,2,25746,2,"['721', '721', '721', '673']",False,242.1934922218323,7.931953473311906
18,index_17,315,36,0,4,51657,2,"['9702', '72', '27', '36']",False,484.3869844436646,7.931953473311906
19,index_18,468,468,1,2,11571,2,"['468', '468', '468', '468']",False,242.1934922218323,7.931953473311906
20,index_19,902,1024,0,4,49638,2,"['1024', '1022', '126', '1024']",False,484.3869844436646,7.931953473311906
21,index_20,211,211,1,2,25189,2,"['211', '211', '211', '211']",False,242.1934922218323,7.931953473311906
22,index_21,80,80,1,2,33588,2,"['80', '80', '80', '80']",False,242.1934922218323,7.931953473311906
23,index_22,480,480,1,2,16066,2,"['480', '480', '480', '480']",False,242.1934922218323,7.931953473311906
24,index_23,236,236,1,2,24447,2,"['236', '236', '236', '236']",False,242.1934922218323,7.931953473311906
25,index_24,73,73,1,2,11401,2,"['73', '73', '73', '73']",False,242.1934922218323,7.931953473311906
26,index_25,113,113,1,2,28143,2,"['113', '113', '113', '113']",False,242.1934922218323,7.931953473311906
27,index_26,127,13,0,4,65866,2,"['34', '13', '13', '22']",False,484.3869844436646,7.931953473311906
28,index_27,104,104,1,2,21560,2,"['104', '104', '104', '104']",False,242.1934922218323,7.931953473311906
29,index_28,104,104,1,4,63134,2,"['199', '107', '294', '104']",False,484.3869844436646,7.931953473311906
30,index_29,321,321,1,2,10659,2,"['321', '321', '321', '321']",False,242.1934922218323,7.931953473311906
