iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,index_0,33,33,1,1,2916,1,"['33', '33', '33', '33']",False
2,index_1,23,23,1,1,3745,1,"['23', '23', '23', '23']",False
3,index_2,116,116,1,1,2395,1,"['116', '116', '116', '116']",False
4,index_3,809,809,1,1,3935,1,"['809', '809', '809', '809']",False
5,index_4,197,254,0,1,7869,1,"['254', '287', '36', '197']",False
6,index_5,385,24,0,1,13847,1,"['24', '16', '36', '16']",False
7,index_6,371,21,0,1,6981,1,"['21', '337', '141', '131']",False
8,index_7,601,601,1,1,20192,1,"['601', '601', '203', '25']",False
9,index_8,25,25,1,1,6091,1,"['25', '25', '25', '25']",False
10,index_9,55,55,1,1,6301,1,"['55', '55', '55', '55']",False
11,index_10,540,540,1,1,2206,1,"['540', '540', '540', '540']",False
12,index_11,45,45,1,1,4585,1,"['45', '45', '45', '45']",False
13,index_12,204,204,1,1,3485,1,"['204', '204', '204', '204']",False
14,index_13,699,699,1,1,6850,1,"['699', '699', '699', '699']",False
15,index_14,294,294,1,1,4098,1,"['294', '294', '294', '294']",False
16,index_15,110,110,1,1,7297,1,"['110', '110', '110', '134']",False
17,index_16,721,721,1,1,14638,1,"['721', '721', '721', '673']",False
18,index_17,315,9702,0,1,15707,1,"['9702', '72', '27', '36']",False
19,index_18,468,468,1,1,4777,1,"['468', '468', '468', '468']",False
20,index_19,902,1024,0,1,9293,1,"['1024', '1022', '126', '1024']",False
21,index_20,211,211,1,1,12255,1,"['211', '211', '211', '211']",False
22,index_21,80,80,1,1,18009,1,"['80', '80', '80', '80']",False
23,index_22,480,480,1,1,9357,1,"['480', '480', '480', '480']",False
24,index_23,236,236,1,1,9756,1,"['236', '236', '236', '236']",False
25,index_24,73,73,1,1,5285,1,"['73', '73', '73', '73']",False
26,index_25,113,113,1,1,12872,1,"['113', '113', '113', '113']",False
27,index_26,127,34,0,1,21953,1,"['34', '13', '13', '22']",False
28,index_27,104,104,1,1,5136,1,"['104', '104', '104', '104']",False
29,index_28,104,199,0,1,17713,1,"['199', '107', '294', '104']",False
30,index_29,321,321,1,1,5159,1,"['321', '321', '321', '321']",False
