iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
1,index_0,33,33,1,2,5016,2,"['33', '33', '33', '33', '33', '33', '45', '33']",False,242.1934922218323,7.931953473311906
2,index_1,23,23,1,2,12940,2,"['23', '23', '23', '23', '23', '23', '23', '23']",False,242.1934922218323,7.931953473311906
3,index_2,116,116,1,2,5539,2,"['116', '116', '116', '116', '116', '116', '116', '116']",False,242.1934922218323,7.931953473311906
4,index_3,809,809,1,2,7835,2,"['809', '809', '809', '809', '809', '809', '809', '809']",False,242.1934922218323,7.931953473311906
5,index_4,197,197,1,8,102783,2,"['273', '35', '197', '287', '69', '287', '254', '197']",False,968.7739688873291,7.931953473311906
6,index_5,385,24,0,2,23748,2,"['24', '24', '16', '12', '16', '24', '36', '16']",False,242.1934922218323,7.931953473311906
7,index_6,371,143,0,8,122854,2,"['133', '305', '17', '69', '39', '329', '48', '143']",False,968.7739688873291,7.931953473311906
8,index_7,601,601,1,2,26090,2,"['601', '601', '7', '601', '601', '601', '601', '598']",False,242.1934922218323,7.931953473311906
9,index_8,25,25,1,2,24157,2,"['25', '25', '25', '25', '25', '25', '25', '25']",False,242.1934922218323,7.931953473311906
10,index_9,55,55,1,2,6979,2,"['55', '55', '55', '55', '55', '55', '55', '55']",False,242.1934922218323,7.931953473311906
11,index_10,540,540,1,2,7754,2,"['540', '540', '540', '540', '540', '540', '540', '540']",False,242.1934922218323,7.931953473311906
12,index_11,45,45,1,2,10306,2,"['45', '45', '45', '45', '45', '45', '45', '45']",False,242.1934922218323,7.931953473311906
13,index_12,204,204,1,2,8542,2,"['204', '204', '204', '204', '204', '204', '204', '204']",False,242.1934922218323,7.931953473311906
14,index_13,699,699,1,2,22604,2,"['699', '699', '699', '699', '699', '699', '699', '699']",False,242.1934922218323,7.931953473311906
15,index_14,294,294,1,2,6683,2,"['294', '294', '294', '294', '294', '294', '294', '294']",False,242.1934922218323,7.931953473311906
16,index_15,110,110,1,6,60237,2,"['155', '14', '155', '110', '110', '110', '110', '110']",False,726.5804766654969,7.931953473311906
17,index_16,721,721,1,2,17680,2,"['721', '721', '721', '673', '721', '721', '721', '721']",False,242.1934922218323,7.931953473311906
18,index_17,315,36,0,8,120822,2,"['27', '36', '36', '12', '12', '90', '36', '15']",False,968.7739688873291,7.931953473311906
19,index_18,468,468,1,2,12599,2,"['468', '468', '468', '468', '468', '468', '468', '156']",False,242.1934922218323,7.931953473311906
20,index_19,902,1022,0,8,97056,2,"['1022', '1023', '1022', '1024', '1922', '1022', '82', '36']",False,968.7739688873291,7.931953473311906
21,index_20,211,121,0,8,142108,2,"['211', '121', '226', '121', '121', '211', '32', '31']",False,968.7739688873291,7.931953473311906
22,index_21,80,80,1,2,27122,2,"['80', '80', '80', '80', '80', '80', '80', '80']",False,242.1934922218323,7.931953473311906
23,index_22,480,480,1,2,18984,2,"['480', '480', '480', '480', '240', '480', '480', '480']",False,242.1934922218323,7.931953473311906
24,index_23,236,236,1,4,39113,2,"['236', '208', '236', '236', '236', '236', '236', '236']",False,484.3869844436646,7.931953473311906
25,index_24,73,73,1,2,14769,2,"['73', '73', '73', '73', '73', '73', '73', '73']",False,242.1934922218323,7.931953473311906
26,index_25,113,113,1,2,27382,2,"['113', '113', '149', '113', '113', '113', '557', '113']",False,242.1934922218323,7.931953473311906
27,index_26,127,7,0,8,136328,2,"['7', '155', '3', '14', '22', '127', '127', '7']",False,968.7739688873291,7.931953473311906
28,index_27,104,104,1,2,20124,2,"['104', '104', '104', '104', '624', '104', '104', '94']",False,242.1934922218323,7.931953473311906
29,index_28,104,104,1,2,14242,2,"['104', '104', '107', '77', '200', '104', '92', '104']",False,242.1934922218323,7.931953473311906
30,index_29,321,321,1,2,11859,2,"['321', '321', '321', '321', '321', '321', '321', '321']",False,242.1934922218323,7.931953473311906
