iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,8,0,0.98,fixed,103,103,1,84,46824,46908,"[""103"", ""103"", ""103"", ""103"", ""103"", ""103"", ""103"", ""103""]",46,0.06837642329764877,0.1290041276669961,160.86683535575867
2,index_1,8,8,0,0.98,fixed,3375,3375,1,153,24823,24976,"[""3375"", ""3375"", ""3375"", ""3375"", ""3375"", ""3375"", ""3375"", ""3375""]",25,0.040171122212411606,0.074879367478635,80.56445026397705
3,index_2,8,6,0,0.98,fixed,\frac{1}{576},576,0,172,215357,215529,"[""576"", ""2^{2\\sqrt{5 + 10 \\log_2 3}}"", ""576"", ""\\dfrac{1}{576}"", ""2^{\\sqrt{11 + 10 \\log_2 3}}"", ""2^{\\sqrt{22 + 20 \\log_2 3}}""]",100,0.3060749970023657,0.4743910237776874,1192.3911242485046
4,index_3,8,8,0,0.98,fixed,-984,-984,1,123,124797,124920,"[""-984"", ""-984"", ""-985"", ""-970"", ""-984"", ""-984"", ""-984"", ""-982""]",100,0.1403734677994345,0.3144003255624673,791.7320821285248
5,index_4,8,8,0,0.98,fixed,890,890,1,143,57930,58073,"[""890"", ""890"", ""890"", ""890"", ""890"", ""890"", ""890"", ""890""]",58,0.0926967442348629,0.1651066798441951,192.04087567329407
6,index_5,8,8,0,0.98,fixed,\frac{1311}{2017},\dfrac{1311}{2017},1,113,95728,95841,"[""\\dfrac{1311}{2017}"", ""\\dfrac{1311}{2017}"", ""\\dfrac{1311}{2017}"", ""\\dfrac{1311}{2017}"", ""\\dfrac{1311}{2017}"", ""\\dfrac{1}{2017 \\times 2018}"", ""\\dfrac{1311}{2017}"", ""\\dfrac{1311}{2017}""]",100,0.1143032280148246,0.2385907796058368,532.231663942337
7,index_6,8,8,0,0.98,fixed,\frac{9 \sqrt{23}}{23},\dfrac{\sqrt{14}}{2},0,108101,241233,349334,"[""\\dfrac{9\\sqrt{23}}{23}"", ""\\dfrac{\\sqrt{14}}{2}"", ""\\sqrt{\\dfrac{7}{2}}"", ""\\dfrac{9\\sqrt{23}}{23}"", ""\\sqrt{3.5}"", ""\\dfrac{2\\sqrt{22}}{5}"", ""\\dfrac{\\sqrt{14}}{2}"", ""2""]",100,0.3394555968545676,0.6767048427417011,1206.8446199893951
8,index_7,8,8,0,0.98,fixed,1-\frac{2}{\pi},\dfrac{1}{2},0,108216,209230,317446,"[""\\dfrac{233}{640}"", ""\\dfrac{4}{11}"", ""1 - \\dfrac{2}{\\pi}"", ""\\dfrac{93}{256}"", ""\\dfrac{1}{2}"", ""\\dfrac{4}{11}"", ""\\dfrac{1}{2}"", ""\\dfrac{186}{511}""]",100,0.3133819337326565,0.5733968955293297,961.5565142631531
9,index_8,8,8,0,0.98,fixed,1037,1037,1,243,113942,114185,"[""1037"", ""1037"", ""1037"", ""0"", ""0"", ""1037"", ""1037"", ""1037""]",100,0.15479511926971593,0.2570780768559967,579.8184058666229
10,index_9,8,8,0,0.98,fixed,"\frac{-1+\sqrt{17}}{2}, \frac{-1-\sqrt{17}}{2}",\dfrac{-1 - \sqrt{17}}{2},0,146,198100,198246,"[""\\dfrac{-1 - \\sqrt{17}}{2}"", ""6"", ""\\dfrac{-1 - \\sqrt{17}}{2}"", ""\\dfrac{-1 - \\sqrt{73}}{2}"", ""\\dfrac{-1 - \\sqrt{17}}{2}"", ""\\dfrac{-1 - \\sqrt{17}}{2}"", ""6"", ""-6""]",100,0.29653962047601196,0.5225277600139526,907.7921912670135
11,index_10,8,8,0,0.98,fixed,56,56,1,116,142981,143097,"[""56"", ""56"", ""56"", ""56"", ""56"", ""56"", ""56"", ""56""]",100,0.1651314039881402,0.3571885355502587,872.9622311592102
12,index_11,8,8,0,0.98,fixed,29,31,0,147,153524,153671,"[""27"", ""24"", ""20"", ""31"", ""32"", ""28"", ""29"", ""31""]",100,0.21550343267164343,0.4422998662868438,728.8617370128632
13,index_12,8,8,0,0.98,fixed,105,16,0,82740,162491,245231,"[""36"", ""266"", ""120"", ""2"", ""5"", ""16"", ""2"", ""16""]",100,0.23692428114955696,0.4067205395035173,756.6032421588898
14,index_13,8,8,0,0.98,fixed,2304,70,0,188,132491,132679,"[""76"", ""20"", ""22"", ""14"", ""70"", ""76"", ""70"", ""70""]",100,0.20353597375348223,0.4302075460729028,553.0276215076447
15,index_14,8,8,0,0.98,fixed,200,202,0,149,56529,56678,"[""120"", ""120"", ""202"", ""202"", ""202"", ""202"", ""202"", ""202""]",56,0.08780189669753354,0.1712109761060403,192.74851298332214
16,index_15,8,8,0,0.98,fixed,6300,6300,1,119,130185,130304,"[""6300"", ""6525"", ""13300"", ""6300"", ""450"", ""6300"", ""6300"", ""6300""]",100,0.1991619532244099,0.4016626940294169,538.7440044879913
17,index_16,8,8,0,0.98,fixed,2^{25} \cdot 26!,2 \times 26!,0,147,84037,84184,"[""26!"", ""2 \\times 26!"", ""2 \\times 26!"", ""26!"", ""2 \\times 26!"", ""2 \\times 26!"", ""26!"", ""2 \\times 26!""]",100,0.11528149455455781,0.2059182605662461,384.3573899269104
18,index_17,8,1,0,0.98,fixed,\frac{2025}{101},\dfrac{675}{67},0,222,52220,52442,"[""\\dfrac{675}{67}""]",40,0.055288836788352516,0.1032498110574966,658.9514713287354
