iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,64,0,0.98,fixed,33,33,1,189,205672,205861,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""125"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]",86,0.26591462395818133,0.6748097412480973,150.71664309501648
2,index_1,64,49,0,0.98,fixed,23,23,1,221,478594,478815,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""4"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""19"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]",182,0.4664542288580675,1.0,584.9186143875122
3,index_2,64,64,0,0.98,fixed,116,116,1,167,162993,163160,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",65,0.2930370613415482,0.5649162861491628,89.83667778968811
4,index_3,64,64,0,0.98,fixed,809,809,1,140,264935,265075,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""404"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""404"", ""809"", ""809"", ""809"", ""809"", ""1214"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]",96,0.3605689697584675,0.9428462709284628,193.6959342956543
5,index_4,64,17,0,0.98,fixed,197,287,0,136,592440,592576,"[""287"", ""197"", ""254"", ""4133"", ""197"", ""2929"", ""197"", ""144"", ""35"", ""287"", ""2025"", ""287"", ""2027"", ""389"", ""511"", ""287"", ""69""]",284,0.6603684257223594,1.0,734.9769551753998
6,index_5,64,16,0,0.98,fixed,385,16,0,123,728776,728899,"[""16"", ""12"", ""76"", ""16"", ""7"", ""12"", ""16"", ""32"", ""16"", ""12"", ""24"", ""24"", ""16"", ""16"", ""64"", ""16""]",362,0.5312133011244323,1.0,1183.178282737732
7,index_6,64,37,0,0.98,fixed,371,69,0,118,851811,851929,"[""141"", ""355"", ""33"", ""33"", ""69"", ""69"", ""69"", ""69"", ""273"", ""69"", ""71"", ""43"", ""173"", ""38"", ""139"", ""35"", ""17"", ""139"", ""139"", ""17"", ""287"", ""33"", ""9"", ""411"", ""137"", ""479"", ""163"", ""17"", ""69"", ""369"", ""135"", ""33"", ""131"", ""279"", ""163"", ""137"", ""205""]",417,0.8088125477635923,1.0,1204.507579088211
8,index_7,64,63,0,0.98,fixed,601,601,1,114,869176,869290,"[""601"", ""601"", ""601"", ""601"", ""301"", ""6"", ""401"", ""599"", ""1201"", ""601"", ""7"", ""601"", ""601"", ""7"", ""402"", ""601"", ""7"", ""201"", ""601"", ""601"", ""7"", ""401"", ""601"", ""7"", ""7"", ""19"", ""601"", ""601"", ""403"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""6"", ""607"", ""601"", ""601"", ""7"", ""601"", ""601"", ""301"", ""7"", ""13"", ""601"", ""601"", ""401"", ""43"", ""601"", ""601"", ""601"", ""201"", ""601"", ""601"", ""401"", ""401"", ""601"", ""601"", ""599"", ""601"", ""601"", ""601""]",474,0.8437487771185022,1.0,1387.0939903259277
9,index_8,64,64,0,0.98,fixed,25,25,1,92,446739,446831,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",173,0.5783222670030926,1.0,446.4762098789215
10,index_9,64,53,0,0.98,fixed,55,55,1,103,205506,205609,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",84,0.3081777876999321,0.7060882800608828,131.71205592155457
11,index_10,64,64,0,0.98,fixed,540,540,1,91,223101,223192,"[""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540""]",122,0.17656571455247763,0.6492389649923896,275.60615372657776
12,index_11,64,64,0,0.98,fixed,45,45,1,181,607484,607665,"[""45"", ""45"", ""45"", ""24"", ""43"", ""45"", ""45"", ""45"", ""42"", ""45"", ""45"", ""45"", ""45"", ""4"", ""45"", ""45"", ""45"", ""87"", ""36"", ""45"", ""900"", ""45"", ""37"", ""45"", ""45"", ""44"", ""44"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""36"", ""45"", ""45"", ""45"", ""9"", ""45"", ""45"", ""45"", ""45"", ""35"", ""45"", ""45"", ""45"", ""36"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45""]",307,0.7264890902024556,1.0,851.4112462997437
13,index_12,64,64,0,0.98,fixed,204,204,1,176,176886,177062,"[""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204""]",82,0.2967071364336648,0.6336377473363775,104.4462673664093
