iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
1,index_0,64,8,8,True,C,C,1,148,22628,22776,,,0.0474298837888722,0.0770167427701674,61.19987893104553,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
2,index_1,64,8,64,False,D,B,0,155,475434,475589,,,0.1183258086879436,0.2484779299847792,1420.0613989830017,"[""B"", ""B"", ""B"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""B"", ""B"", ""D"", ""D"", ""B"", ""D"", ""D"", ""B"", ""D"", ""D"", ""B"", ""C"", ""B"", ""B"", ""B"", ""D"", ""D"", ""C"", ""C"", ""D"", ""B"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""D"", ""A"", ""B"", ""D"", ""D"", ""D"", ""B"", ""B"", ""B"", ""D"", ""D"", ""D"", ""B"", ""B"", ""B"", ""C"", ""B""]"
3,index_2,64,8,8,True,C,C,1,179,24521,24700,,,0.047017718892623,0.0882800608828006,72.77631640434265,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
4,index_3,64,8,32,True,B,B,1,153,99013,99166,,,0.0434453287256344,0.0890410958904109,336.66602206230164,"[""B"", ""B"", ""D"", ""D"", ""D"", ""B"", ""B"", ""B"", ""D"", ""B"", ""D"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
5,index_4,64,8,8,True,C,C,1,385,31665,32050,,,0.0649574219040596,0.1139269406392694,89.72273206710815,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
6,index_5,64,8,16,True,C,C,1,199,95978,96177,,,0.076704650973119,0.1642313546423135,488.1458969116211,"[""C"", ""B"", ""C"", ""C"", ""B"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
7,index_6,64,8,64,False,C,C,1,191,607168,607359,,,0.1352284817392584,0.3919330289193302,2604.343786239624,"[""C"", ""B"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""B"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""B"", ""C""]"
8,index_7,64,8,64,False,D,D,1,471,560438,560909,,,0.144315519111899,0.3121765601217656,1669.165943622589,"[""A"", ""C"", ""D"", ""D"", ""C"", ""D"", ""C"", ""D"", ""A"", ""C"", ""D"", ""D"", ""C"", ""A"", ""D"", ""C"", ""A"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""C"", ""D"", ""C"", ""A"", ""C"", ""D"", ""C"", ""C"", ""D"", ""D"", ""D"", ""C"", ""D"", ""A"", ""C"", ""C"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""C"", ""C"", ""A"", ""B"", ""C"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""C""]"
9,index_8,64,8,64,False,A,C,0,262,264797,265059,,,0.0630215094706026,0.1461948249619482,848.1188867092133,"[""C"", ""D"", ""A"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""C"", ""A"", ""B"", ""C"", ""C"", ""A"", ""A"", ""C"", ""C"", ""A"", ""D"", ""C"", ""D"", ""A"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""D"", ""D"", ""C"", ""D"", ""C"", ""A"", ""A"", ""C"", ""C"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""C"", ""C"", ""C"", ""A"", ""A"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""A"", ""B"", ""C""]"
10,index_9,64,8,64,False,C,C,1,148,384788,384936,,,0.0981207273420591,0.2065449010654489,1090.9144093990326,"[""C"", ""D"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""B"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""B"", ""C"", ""B"", ""C"", ""C"", ""D"", ""C"", ""D"", ""C"", ""B""]"
