iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
1,index_0,64,8,8,True,C,C,1,148,28390,28538,,,0.0623766068613033,0.1136986301369863,74.09185767173767,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
2,index_1,64,8,64,False,D,B,0,155,486254,486409,,,0.12571406548126,0.2796042617960426,1383.8042097091677,"[""D"", ""B"", ""D"", ""C"", ""B"", ""B"", ""B"", ""D"", ""B"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""C"", ""B"", ""D"", ""B"", ""B"", ""D"", ""C"", ""D"", ""B"", ""D"", ""D"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""D"", ""C"", ""B"", ""B"", ""B"", ""D"", ""D"", ""D"", ""B"", ""D"", ""B"", ""D"", ""D"", ""B"", ""D"", ""D"", ""B"", ""B""]"
3,index_2,64,8,8,True,C,C,1,179,28676,28855,,,0.0618324310561753,0.1062404870624048,74.83349514007568,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
4,index_3,64,8,64,False,B,B,1,153,181203,181356,,,0.0392377229839417,0.0975646879756468,628.0894405841827,"[""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""D"", ""A"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""D"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B""]"
5,index_4,64,8,8,True,C,C,1,385,50184,50569,,,0.0722182540595635,0.1243531202435311,258.21523356437683,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
6,index_5,64,8,16,True,C,C,1,199,85785,85984,,,0.0588876269544762,0.1046423135464231,485.6866011619568,"[""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
7,index_6,64,8,16,True,C,C,1,191,125267,125458,,,0.1023904315356742,0.1856925418569254,645.7678577899933,"[""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
8,index_7,64,8,64,False,D,D,1,471,525962,526433,,,0.1273513880254311,0.2987823439878234,1647.3081390857697,"[""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""C"", ""D"", ""C"", ""D"", ""B"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""C"", ""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""A"", ""A"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""A"", ""D"", ""D"", ""C"", ""D"", ""D"", ""A"", ""D"", ""D"", ""C"", ""D"", ""D"", ""C"", ""C"", ""D""]"
9,index_8,64,8,64,False,A,C,0,262,258475,258737,,,0.0594251938908086,0.1333333333333333,858.4612753391266,"[""A"", ""C"", ""C"", ""C"", ""C"", ""A"", ""A"", ""A"", ""A"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""A"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""D"", ""A"", ""A"", ""A"", ""D"", ""C"", ""C"", ""A"", ""C"", ""B"", ""C"", ""A"", ""B"", ""A"", ""C"", ""D"", ""B"", ""D"", ""D"", ""C"", ""A"", ""C"", ""D"", ""C"", ""A"", ""D"", ""C"", ""C"", ""C"", ""A"", ""A"", ""D"", ""C"", ""C"", ""D"", ""C"", ""D"", ""C"", ""A""]"
10,index_9,64,8,16,True,C,C,1,148,97901,98049,,,0.0989433585252566,0.2010654490106544,286.13249135017395,"[""C"", ""C"", ""B"", ""B"", ""C"", ""C"", ""B"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
