iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,8,0,0.98,fixed,33,33,1,194,37347,37541,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]",42,0.055887164861287114,0.0950215414073719,136.1900510787964
2,index_1,8,8,0,0.98,fixed,23,23,1,226,72069,72295,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]",74,0.09607871129791601,0.2258855911919578,297.99686455726624
3,index_2,8,8,0,0.98,fixed,116,116,1,172,35157,35329,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",37,0.05644403537385735,0.1021421732886548,118.80009889602661
4,index_3,8,8,0,0.98,fixed,809,809,1,145,50477,50622,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]",52,0.07971001750779996,0.1705361416945907,169.59978365898132
5,index_4,8,8,0,0.98,fixed,197,8603,0,116040,228017,344057,"[""103"", ""1189"", ""541"", ""8603"", ""103"", ""8857"", ""197"", ""8603""]",277,0.37496070316447533,0.7559238870272857,856.7684948444366
6,index_5,8,8,0,0.98,fixed,385,24,0,128,153958,154086,"[""24"", ""24"", ""24"", ""24"", ""24"", ""24"", ""16"", ""24""]",178,0.2311238594049942,0.4667304930588798,599.0873546600342
7,index_6,8,8,0,0.98,fixed,371,419,0,123,213675,213798,"[""287"", ""419"", ""411"", ""383"", ""419"", ""511"", ""31"", ""373""]",247,0.33319228092630454,0.5952608903781713,843.8356394767761
8,index_7,8,8,0,0.98,fixed,601,601,1,119,160434,160553,"[""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601""]",191,0.2549646481382621,0.4800741981809479,602.4106197357178
9,index_8,8,8,0,0.98,fixed,25,25,1,97,63405,63502,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",73,0.08921017317233812,0.1872307324078506,248.7406313419342
10,index_9,8,8,0,0.98,fixed,55,55,1,108,41264,41372,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",46,0.058032066211905806,0.1291886069889899,156.7002956867218
11,index_10,8,8,0,0.98,fixed,540,540,1,96,42568,42664,"[""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540""]",47,0.06387854047978506,0.1382240306366682,150.79894351959229
12,index_11,8,8,0,0.98,fixed,45,45,1,186,76355,76541,"[""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45""]",95,0.11201541642797162,0.2099090473910961,295.64625215530396
13,index_12,8,8,0,0.98,fixed,204,204,1,181,25845,26026,"[""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204""]",29,0.03956377616135506,0.0816179990426041,89.94659161567688
14,index_13,8,8,0,0.98,fixed,699,699,1,118,137729,137847,"[""119"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699""]",170,0.1651584951818349,0.3934897079942556,702.2053503990173
15,index_14,8,8,0,0.98,fixed,294,294,1,101,56972,57073,"[""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294""]",62,0.08125927920294136,0.1775370990904738,219.084237575531
16,index_15,8,8,0,0.98,fixed,110,134,0,100737,100290,201027,"[""134"", ""134"", ""110"", ""110"", ""110"", ""134"", ""110"", ""134""]",114,0.1411321689016247,0.2771062709430349,402.6744418144226
17,index_16,8,8,0,0.98,fixed,721,721,1,145,85146,85291,"[""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721""]",90,0.1147915941355103,0.2468884633796074,354.33085107803345
18,index_17,8,8,0,0.98,fixed,315,15,0,100,208524,208624,"[""9"", ""6"", ""6"", ""15"", ""12"", ""39"", ""15"", ""15""]",242,0.3382111034431107,0.6597056007659168,809.8383214473724
19,index_18,8,7,0,0.98,fixed,468,468,1,100,97695,97795,"[""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468""]",108,0.09790324421936074,0.2056606031594063,754.3316025733948
20,index_19,8,8,0,0.98,fixed,902,1022,0,147,149063,149210,"[""13684"", ""2"", ""56642"", ""1022"", ""1024"", ""1922"", ""1022"", ""1022""]",184,0.22697850208329298,0.3955840114887505,601.3032832145691
