iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,A,A,1,178,33514,28577,4921,33692,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0525629999867408,0.095380564863571,112.56184601783752
2,aqua_rat_test_1,8,8,E,E,1,158,23114,20593,2505,23272,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.0291810664774216,0.053733843944471,111.01036381721497
3,aqua_rat_test_2,8,8,A,A,1,100,11114,9347,1751,11214,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0135247831420009,0.0293202489229296,49.6785295009613
4,aqua_rat_test_3,8,8,B,B,1,146,17109,14638,2455,17255,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.0248151612481126,0.0496050741981809,61.52279090881348
5,aqua_rat_test_4,8,8,B,B,1,111,5669,3889,1764,5780,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.0105817878791739,0.019147917663954,16.582165241241455
6,aqua_rat_test_5,8,8,D,D,1,169,12088,10400,1672,12257,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0200757864453832,0.0365605552896122,38.6167049407959
7,aqua_rat_test_6,8,8,D,D,1,127,13335,11793,1526,13462,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0239053869597033,0.0435615126854954,38.71411108970642
8,aqua_rat_test_7,8,8,C,C,1,142,7619,5579,2024,7761,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0107176098121053,0.0230373384394446,30.21489882469177
9,aqua_rat_test_8,8,8,E,E,1,133,23024,21135,1873,23157,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.0368643587314843,0.0658808042125418,74.93604373931885
10,aqua_rat_test_9,8,8,D,D,1,120,8358,6726,1612,8478,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0110780137356533,0.0248922929631402,34.17675566673279
11,aqua_rat_test_10,8,8,B,C,0,163,31188,27854,3318,31351,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0505172154530968,0.0898755385351842,100.94430255889893
12,aqua_rat_test_11,8,8,A,A,1,151,13471,11087,2368,13622,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0224180814064562,0.0446385830540928,42.19418239593506
13,aqua_rat_test_12,8,8,C,C,1,123,16834,13756,3062,16957,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0238387648097175,0.0381761608425084,67.30335307121277
14,aqua_rat_test_13,8,8,D,D,1,86,3130,2096,1016,3216,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0056750155705512,0.0099329822881761,9.607659816741943
15,aqua_rat_test_14,8,8,C,C,1,104,4369,3672,681,4473,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0076336377030524,0.0126256582096696,13.841915607452393
16,aqua_rat_test_15,8,8,A,A,1,114,4262,2768,1478,4376,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0074326873290833,0.0137027285782671,13.22563624382019
17,aqua_rat_test_16,8,8,A,A,1,148,43902,41206,2680,44050,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0712464283935848,0.1202728578267113,144.38668060302734
18,aqua_rat_test_17,8,8,D,D,1,156,9767,7877,1874,9923,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0156760869123242,0.030816179990426,32.44126582145691
19,aqua_rat_test_18,8,8,D,D,1,188,5084,3878,1188,5272,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0083038561532099,0.0169937769267591,17.76455283164978
20,aqua_rat_test_19,8,8,C,C,1,111,8957,6585,2356,9068,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.015744633549053,0.02914073719483,26.911887407302856
21,aqua_rat_test_20,8,8,C,E,0,127,134677,67650,1479,134804,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.1699130565046168,0.2760890378171373,760.4859063625336
22,aqua_rat_test_21,8,8,A,A,1,146,34516,30997,3503,34662,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0530138930697797,0.1006462422211584,117.13551902770996
23,aqua_rat_test_22,8,8,E,E,1,147,27233,24753,2464,27380,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.0369266972744909,0.0695308760172331,109.3993113040924
24,aqua_rat_test_23,8,8,A,A,1,149,15628,13349,2263,15777,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0233274728769673,0.0484681665868836,55.46065402030945
25,aqua_rat_test_24,8,8,D,D,1,142,13310,11780,1514,13452,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0202712035671731,0.0426639540449975,45.649526596069336
26,aqua_rat_test_25,8,8,D,D,1,128,5575,4281,1278,5703,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0093529138008243,0.0163954044997606,18.72241449356079
27,aqua_rat_test_26,8,8,C,C,1,114,6749,5026,1707,6863,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0109413547914433,0.0202249880325514,22.25597286224365
28,aqua_rat_test_27,8,8,A,A,1,141,7532,5250,2266,7673,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0128155649437761,0.02495213020584,23.731831073760983
29,aqua_rat_test_28,8,8,B,B,1,132,9450,7364,2070,9582,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.0143975839133704,0.0253111536620392,33.680174350738525
30,aqua_rat_test_29,8,8,A,A,1,117,9822,8683,1123,9939,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0151430755404123,0.0277644806127334,34.11717391014099
31,aqua_rat_test_30,8,8,B,B,1,126,8115,6306,1793,8241,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.0134807223471452,0.0253709909047391,26.116121292114254
32,aqua_rat_test_31,8,8,A,A,1,146,6470,4763,1691,6616,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0102332922057636,0.0192675921493538,22.05507206916809
33,aqua_rat_test_32,8,8,B,C,0,136,132072,129307,2749,132208,"[""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""B"", ""C""]",0.2213966789669789,0.4168262326471996,450.4299602508545
34,aqua_rat_test_33,8,8,B,B,1,138,6860,5734,1110,6998,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.0111763343156156,0.0221397797989468,22.753486156463623
