iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,A,A,1,176,18055,12889,5150,18231,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.03847281004176646,0.0599695585996955,49.305657386779785
2,aqua_rat_test_1,8,8,E,E,1,156,14154,11398,2740,14310,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.022117113325982075,0.0433789954337899,55.004992961883545
3,aqua_rat_test_2,8,8,A,A,1,98,14720,12166,2538,14818,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.025775549308335578,0.0510654490106544,48.0782527923584
4,aqua_rat_test_3,8,8,B,B,1,144,13732,10522,3194,13876,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.026106023348016708,0.056697108066971,40.699342250823975
5,aqua_rat_test_4,8,8,B,B,1,109,4231,3195,1020,4340,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.009395133546006075,0.0163622526636225,11.403862237930298
6,aqua_rat_test_5,8,8,D,D,1,167,9722,7540,2166,9889,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.02161813366106322,0.0404870624048706,24.80453395843506
7,aqua_rat_test_6,8,8,D,D,1,125,13595,11481,2098,13720,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.02419599341973768,0.0493150684931507,43.0288360118866
8,aqua_rat_test_7,8,8,C,C,1,140,6674,4721,1937,6814,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.012189495903467594,0.026255707762557,21.51832628250122
9,aqua_rat_test_8,8,8,E,E,1,131,14369,11702,2651,14500,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.027470272957048306,0.0542617960426179,42.41118931770325
10,aqua_rat_test_9,8,8,D,D,1,118,5816,4221,1579,5934,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.012144026698821172,0.0232115677321156,16.129451751708984
11,aqua_rat_test_10,8,8,B,C,0,161,30071,24774,5281,30232,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.054321951069741706,0.0990106544901066,96.71165204048157
12,aqua_rat_test_11,8,8,A,A,1,149,7863,5816,2031,8012,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.017957451224574452,0.0321917808219177,19.31454348564148
13,aqua_rat_test_12,8,8,C,C,1,121,12120,8603,3501,12241,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.021855367764208676,0.0373668188736682,39.555933713912964
14,aqua_rat_test_13,8,8,D,D,1,84,3037,2393,628,3121,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.006575155325997415,0.0114155251141552,8.392648220062256
