iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,8,0,0.95,fixed,103,103,1,84,46824,46908,"[""103"", ""103"", ""103"", ""103"", ""103"", ""103"", ""103"", ""103""]",46,0.06837642329764877,0.1290041276669961,160.10585832595825
2,index_1,8,8,0,0.95,fixed,3375,3375,1,153,24823,24976,"[""3375"", ""3375"", ""3375"", ""3375"", ""3375"", ""3375"", ""3375"", ""3375""]",25,0.040171122212411606,0.074879367478635,80.52101707458496
3,index_2,8,0,0,0.95,fixed,\frac{1}{576},,0,172,74078,74250,[],51,0.08258697759138856,0.1488285564792745,1119.2853302955627
4,index_3,8,1,0,0.95,fixed,-984,-984,1,123,56524,56647,"[""-984""]",64,0.06172347949849613,0.1516190919132608,346.03748059272766
5,index_4,8,2,0,0.95,fixed,890,890,1,143,41584,41727,"[""890"", ""890""]",36,0.061540637565927286,0.1441776640892971,141.93759846687317
6,index_5,8,1,0,0.95,fixed,\frac{1311}{2017},\dfrac{1311}{2017},1,113,39305,39418,"[""\\dfrac{1311}{2017}""]",41,0.03954125201299259,0.0967385617115283,285.957314491272
7,index_6,8,2,0,0.95,fixed,\frac{9 \sqrt{23}}{23},\dfrac{9\sqrt{23}}{23},1,47263,80650,127913,"[""\\dfrac{\\sqrt{14} + 2\\sqrt{2} + \\sqrt{5}}{2}"", ""\\dfrac{9\\sqrt{23}}{23}""]",100,0.08268047804939131,0.1567350735422359,881.2042479515076
8,index_7,8,8,0,0.95,fixed,1-\frac{2}{\pi},1 - \dfrac{2}{\pi},1,156,139497,139653,"[""1 - \\dfrac{2}{\\pi}"", ""1 - \\dfrac{2}{\\pi}"", ""1 - \\dfrac{2}{\\pi}"", ""\\dfrac{1}{e}"", ""1 - \\dfrac{2}{\\pi}"", ""1 - \\dfrac{2}{\\pi}"", ""\\dfrac{4}{11}"", ""1 - \\dfrac{2}{\\pi}""]",100,0.18325175119533285,0.3318411720248823,727.6012160778046
9,index_8,8,1,0,0.95,fixed,1037,1037,1,243,76910,77153,"[""1037""]",52,0.07680961457739315,0.1855706063600953,864.7360236644745
10,index_9,8,2,0,0.95,fixed,"\frac{-1+\sqrt{17}}{2}, \frac{-1-\sqrt{17}}{2}","\dfrac{ -1 + \sqrt{17} }{2}, \dfrac{ -1 - \sqrt{17} }{2}",1,146,51625,51771,"[""\\dfrac{ -1 + \\sqrt{17} }{2}, \\dfrac{ -1 - \\sqrt{17} }{2}"", ""\\dfrac{ -1 + \\sqrt{17} }{2}, \\dfrac{ -1 - \\sqrt{17} }{2}""]",49,0.08458592957686327,0.1809197139701179,158.7922122478485
11,index_10,8,1,0,0.95,fixed,56,56,1,116,82179,82295,"[""56""]",76,0.0894874324659778,0.253938724492762,509.9783070087433
12,index_11,8,1,0,0.95,fixed,29,26,0,147,90093,90240,"[""26""]",95,0.09970568389153278,0.2771931864426487,554.9844126701355
13,index_12,8,1,0,0.95,fixed,105,7,0,154,56025,56179,"[""7""]",42,0.05688549866330433,0.1237137375733968,657.5157573223114
14,index_13,8,1,0,0.95,fixed,2304,20,0,188,87694,87882,"[""20""]",83,0.10475406705721471,0.2874251497005988,474.7811772823334
15,index_14,8,4,0,0.95,fixed,200,202,0,149,39300,39449,"[""202"", ""202"", ""202"", ""202""]",36,0.058221335239357,0.1204581129004127,135.7753210067749
16,index_15,8,1,0,0.95,fixed,6300,225,0,119,67569,67688,"[""225""]",61,0.07388287563575495,0.1297017615254927,961.9820349216461
17,index_16,8,1,0,0.95,fixed,2^{25} \cdot 26!,4 \times 26!,0,147,68185,68332,"[""4 \\times 26!""]",65,0.07807189811927841,0.199988372769025,383.14671993255615
18,index_17,8,8,0,0.95,fixed,\frac{2025}{101},\dfrac{675}{67},0,222,147169,147391,"[""\\dfrac{675}{67}"", ""\\dfrac{2025}{201}"", ""\\dfrac{675}{67}"", ""\\dfrac{675}{67}"", ""2025 \\left(1 - \\dfrac{1}{e}\\right)"", ""\\dfrac{675}{67}"", ""\\dfrac{2025}{101}"", ""2025 \\left(1 - \\frac{1}{e}\\right)""]",100,0.18004057830954104,0.3464914830533109,860.5535171031952
19,index_18,8,1,0,0.95,fixed,\frac{4}{9},\dfrac{1}{2},0,95,46982,47077,"[""\\dfrac{1}{2}""]",29,0.04622681823121269,0.1158072205104354,479.5449721813202
20,index_19,8,1,0,0.95,fixed,\frac{448}{3},385,0,171,51223,51394,"[""385""]",28,0.05671610581551605,0.1012150456368815,738.7394464015961
21,index_20,8,8,0,0.95,fixed,26,26,1,139,21428,21567,"[""26"", ""26"", ""26"", ""26"", ""26"", ""26"", ""26"", ""26""]",16,0.03829956159966902,0.074879367478635,62.45700693130493
22,index_21,8,8,0,0.95,fixed,63,63,1,140,96948,97088,"[""63"", ""63"", ""63"", ""63"", ""63"", ""63"", ""63"", ""63""]",100,0.09955718156112672,0.2353351549328527,722.2929759025574
23,index_22,8,8,0,0.95,fixed,8\sqrt{10},8\sqrt{10},1,135,73517,73652,"[""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}""]",83,0.11635665033920158,0.2320795302598686,263.82524156570435
24,index_23,8,1,0,0.95,fixed,20,99,0,682,67027,67709,"[""99""]",51,0.07104332499160633,0.1735945584559037,751.4506282806396
25,index_24,8,1,0,0.95,fixed,\sqrt{23}-2 \sqrt{3},1,0,151,57674,57825,"[""1""]",36,0.06300097556996784,0.1119702342887041,822.4165365695953
26,index_25,8,8,0,0.95,fixed,9\sqrt{15},9\sqrt{15},1,144,86334,86478,"[""9\\sqrt{15}"", ""9\\sqrt{15}"", ""9\\sqrt{15}"", ""9\\sqrt{15}"", ""9\\sqrt{15}"", ""9\\sqrt{15}"", ""9\\sqrt{15}"", ""9\\sqrt{15}""]",83,0.139507479321089,0.286960060461601,310.6342308521271
27,index_26,8,1,0,0.95,fixed,\frac{7}{18},\dfrac{3}{7},0,156,67792,67948,"[""\\dfrac{3}{7}""]",49,0.06666832167610089,0.1562699843032381,722.9399728775024
28,index_27,8,8,0,0.95,fixed,\sqrt{6},\sqrt{6},1,165,120895,121060,"[""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}""]",100,0.16264856033710895,0.3209115749084356,611.4491579532623
29,index_28,8,1,0,0.95,fixed,14+4\sqrt{37},39,0,139,75230,75369,"[""39""]",51,0.07544005532788561,0.1678972152781814,902.7768759727478
