iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,16,16,0,0.95,fixed,C,C,1,153,57098,57251,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",47,0.07353581503273975,0.1421732886548588,127.43657183647156
2,index_1,16,1,0,0.95,fixed,D,D,1,160,66782,66942,"[""D""]",38,0.0538171985130054,0.1953374803790477,322.0475778579712
3,index_2,16,16,0,0.95,fixed,C,C,1,184,47453,47637,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",35,0.06958402906908813,0.1443872666347534,87.9640908241272
4,index_3,16,16,0,0.95,fixed,B,D,0,158,84500,84658,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D""]",66,0.1102413632681646,0.2100287218764959,191.8048553466797
5,index_4,16,15,0,0.95,fixed,C,C,1,390,57520,57910,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",43,0.08363209386291158,0.1621589277166107,111.46992659568787
6,index_5,16,8,0,0.95,fixed,C,C,1,204,58427,58631,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",40,0.0666805688256336,0.1370850531945817,151.509788274765
7,index_6,16,16,0,0.95,fixed,C,C,1,196,53866,54062,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",31,0.0651296268835678,0.1562699843032381,124.82335925102234
8,index_7,16,10,0,0.95,fixed,D,D,1,476,102949,103425,"[""D"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",58,0.08281601477609216,0.1892651986596457,714.0220584869385
9,index_8,16,16,0,0.95,fixed,A,B,0,267,99283,99550,"[""A"", ""D"", ""B"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""D"", ""A"", ""B"", ""D""]",78,0.13671493524511458,0.2393489707994255,215.8291096687317
10,index_9,16,5,0,0.95,fixed,C,C,1,153,64491,64644,"[""C"", ""C"", ""C"", ""C"", ""C""]",53,0.08956445633314682,0.1944710387745333,130.7008671760559
11,index_10,16,16,0,0.95,fixed,A,A,1,404,40715,41119,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D"", ""C"", ""A"", ""A"", ""A"", ""A""]",49,0.03686578087267847,0.0793441838200096,172.2514181137085
12,index_11,16,14,0,0.95,fixed,D,D,1,179,89499,89678,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",61,0.13837794202784365,0.2637027285782671,165.22177505493164
13,index_12,16,1,0,0.95,fixed,A,D,0,345,90397,90742,"[""D""]",86,0.10609685557960652,0.2368358066060315,233.45133900642395
14,index_13,16,16,0,0.95,fixed,D,D,1,153,88383,88536,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A""]",49,0.0818723907122384,0.1422591709784314,1072.8614432811737
15,index_14,16,16,0,0.95,fixed,C,C,1,307,47669,47976,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D""]",36,0.047626144210804126,0.1295476304451891,136.63829803466797
16,index_15,16,4,0,0.95,fixed,B,D,0,226,132038,132264,"[""B"", ""D"", ""D"", ""D""]",98,0.19064819440440797,0.3944471038774533,267.4706983566284
17,index_16,16,16,0,0.95,fixed,C,C,1,163,31063,31226,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",22,0.048870483328291796,0.0859262805169938,54.974918842315674
18,index_17,16,9,0,0.95,fixed,B,A,0,250,74799,75049,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",48,0.0838742244185631,0.2127783268414627,200.65679669380188
19,index_18,16,16,0,0.95,fixed,A,B,0,548,134311,134859,"[""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",93,0.19220917952441433,0.3808640497845859,280.0836355686188
20,index_19,16,16,0,0.95,fixed,A,A,1,203,17323,17526,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",12,0.0291306264472156,0.0492460507419818,29.005945920944214
21,index_20,16,3,0,0.95,fixed,B,B,1,282,88504,88786,"[""B"", ""B"", ""A""]",69,0.09185689943783307,0.2442556247008137,247.98584628105164
22,index_21,16,11,0,0.95,fixed,D,D,1,142,36032,36174,"[""D"", ""D"", ""D"", ""C"", ""C"", ""C"", ""C"", ""D"", ""D"", ""D"", ""C""]",46,0.03968604932689316,0.0651627573001436,113.22778534889221
23,index_22,16,1,0,0.95,fixed,C,B,0,280,64597,64877,"[""B""]",30,0.0518761137562068,0.1953374803790477,372.20342540740967
24,index_23,16,2,0,0.95,fixed,B,A,0,230,132184,132414,"[""A"", ""A""]",100,0.14206232632507176,0.3857707036859741,365.1340231895447
25,index_24,16,11,0,0.95,fixed,B,B,1,368,137776,138144,"[""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",88,0.23172609475957825,0.3977381522259454,247.78724145889282
26,index_25,16,10,0,0.95,fixed,D,A,0,377,168046,168423,"[""A"", ""A"", ""A"", ""D"", ""D"", ""A"", ""A"", ""A"", ""C"", ""C""]",100,0.22639580549119231,0.4673887027285782,385.7682001590729
27,index_26,16,16,0,0.95,fixed,A,A,1,169,53583,53752,"[""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A""]",45,0.0667415674394161,0.1166792628335562,135.06891751289368
28,index_27,16,16,0,0.95,fixed,A,A,1,332,147720,148052,"[""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",100,0.1938556716333211,0.4139540449976064,341.8060302734375
29,index_28,16,4,0,0.95,fixed,A,A,1,408,106591,106999,"[""D"", ""A"", ""A"", ""A""]",80,0.14046380209010056,0.3085208233604595,234.8344566822052
30,index_29,16,2,0,0.95,fixed,A,C,0,106,63522,63628,"[""C"", ""C""]",49,0.0726175416819364,0.2009185512470205,154.3049304485321
31,index_30,16,16,0,0.95,fixed,C,A,0,140,125510,125650,"[""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A""]",92,0.1797779822276908,0.3381402584968884,268.91873693466187
32,index_31,16,3,0,0.95,fixed,C,C,1,161,128934,129095,"[""C"", ""C"", ""C""]",100,0.13574926745013427,0.2907491622786021,414.08210039138794
33,index_32,16,16,0,0.95,fixed,C,A,0,327,71624,71951,"[""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",44,0.0901336979078696,0.1969652927155397,168.2543079853058
34,index_33,16,16,0,0.95,fixed,A,A,1,477,209000,209477,"[""D"", ""A"", ""A"", ""C"", ""A"", ""C"", ""A"", ""A"", ""C"", ""C"", ""A"", ""A"", ""C"", ""C"", ""C"", ""A""]",100,0.33981397038260375,0.6106988989947344,407.76450419425964
35,index_34,16,15,0,0.95,fixed,C,C,1,323,41599,41922,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",39,0.051323123339055525,0.1000478697941599,100.15302562713623
36,index_35,16,16,0,0.95,fixed,B,B,1,159,117593,117752,"[""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""C"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",88,0.16083214474936075,0.2776448061273336,276.24844908714294
