iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,1,0,0.6,C,C,1,148,7225,7373,"[""C""]",20,0.010423241749769845,0.0276470148696107,76.89434242248535
5,index_4,10,1,0,0.6,C,C,1,385,10831,11216,"[""C""]",11,0.017917521991073364,0.0380333258611671,90.69588279724121
9,index_8,10,1,0,0.6,A,C,0,262,7660,7922,"[""C""]",8,0.012336225855742369,0.0289920047821863,52.58082842826843
15,index_14,10,1,0,0.6,C,C,1,302,6501,6803,"[""C""]",6,0.011575790827880905,0.030635881342001,41.68436002731323
17,index_16,10,1,0,0.6,C,C,1,158,7046,7204,"[""C""]",8,0.010454587014807495,0.0239109317791227,42.74475431442261
32,index_31,10,1,0,0.6,C,C,1,156,13814,13970,"[""C""]",8,0.0230658310204856,0.0431143988642307,162.72342133522034
34,index_33,10,1,0,0.6,A,A,1,472,15230,15702,"[""A""]",7,0.028456264297787803,0.0514085033251139,204.7475986480713
35,index_34,10,1,0,0.6,C,C,1,318,10640,10958,"[""C""]",12,0.01728962705370104,0.0322797579018157,90.66340899467468
39,index_38,10,1,0,0.6,B,B,1,243,5648,5891,"[""B""]",8,0.010262871599049464,0.0283942314877082,31.767980575561523
41,index_40,10,1,0,0.6,A,A,1,147,5894,6041,"[""A""]",8,0.009144068022426885,0.0239109317791227,33.45710206031799
44,index_43,10,1,0,0.6,A,A,1,313,5810,6123,"[""A""]",6,0.012652031929931199,0.0316819846073376,26.228341579437256
52,index_51,10,1,0,0.6,C,C,1,252,16626,16878,"[""C""]",7,0.028186532917218905,0.0521557199432115,211.57340717315674
58,index_57,10,1,0,0.6,A,D,0,87,7261,7348,"[""D""]",9,0.013352613294135427,0.0298886647239035,22.01665687561035
62,index_61,10,1,0,0.6,C,C,1,252,14630,14882,"[""C""]",10,0.02505213887742387,0.0460285436748113,176.74379467964172
