iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
1,index_0,C,C,1,8,24405,8,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,186.97965419774104,19.29211414752773
2,index_1,D,D,1,64,518956,8,"['B', 'D', 'B', 'D', 'B', 'D', 'B', 'D', 'C', 'C', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'D', 'D', 'D', 'D', 'B', 'B', 'D', 'C', 'B', 'B', 'B', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'B', 'C', 'B', 'B', 'D', 'B', 'B', 'D', 'D', 'C', 'C', 'B', 'D', 'D', 'D', 'C', 'C', 'D', 'B', 'B', 'C', 'B', 'D', 'B', 'B', 'D', 'C']",True,1495.8372335819283,19.29211414752773
3,index_2,C,C,1,8,29943,8,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,186.97965419774104,19.29211414752773
4,index_3,B,B,1,24,76294,8,"['D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'A', 'B', 'B', 'B', 'B', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'B', 'B', 'B', 'D', 'B', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'B', 'D', 'B']",True,560.9389625932231,19.29211414752773
5,index_4,C,C,1,8,38116,8,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,186.97965419774104,19.29211414752773
6,index_5,C,C,1,16,103786,8,"['C', 'C', 'C', 'C', 'C', 'B', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'B', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,373.9593083954821,19.29211414752773
7,index_6,C,C,1,48,403671,8,"['C', 'B', 'C', 'C', 'B', 'D', 'C', 'C', 'C', 'C', 'B', 'D', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'B', 'B', 'C', 'C', 'C', 'C', 'D', 'B', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'B', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C']",True,1121.8779251864462,19.29211414752773
8,index_7,D,D,1,64,566252,8,"['C', 'C', 'C', 'D', 'D', 'C', 'C', 'A', 'D', 'C', 'C', 'D', 'D', 'D', 'C', 'C', 'D', 'D', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'A', 'D', 'C', 'C', 'C', 'D', 'A', 'D', 'C', 'C', 'D', 'C', 'D', 'C', 'A', 'D', 'D', 'D', 'A', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'C', 'D', 'A', 'C', 'D', 'C', 'C', 'A', 'C', 'C', 'D']",True,1495.8372335819283,19.29211414752773
9,index_8,A,C,0,64,270624,8,"['A', 'A', 'C', 'C', 'D', 'C', 'C', 'B', 'D', 'C', 'C', 'A', 'A', 'C', 'C', 'D', 'C', 'B', 'D', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'A', 'C', 'D', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'D', 'C', 'A', 'A', 'A', 'D', 'C', 'B', 'D', 'A', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'D', 'C']",True,1495.8372335819283,19.29211414752773
10,index_9,C,C,1,64,414053,8,"['B', 'B', 'D', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'B', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'D', 'C', 'D', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'D', 'C', 'C', 'C', 'C', 'C', 'D', 'C', 'B', 'C', 'B', 'C', 'D', 'C', 'C', 'C', 'C', 'A', 'C', 'D', 'C', 'C', 'D', 'C', 'C', 'B', 'C', 'D', 'D', 'C', 'C', 'C', 'B']",True,1495.8372335819283,19.29211414752773
