iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
1,index_0,C,C,1,2,8213,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,137.03793238750612,5.655373129033739
2,index_1,D,B,0,2,18689,2,"['B', 'B', 'C', 'D', 'B', 'D', 'C', 'D', 'C', 'B', 'D', 'D', 'C', 'B', 'D', 'B']",False,137.03793238750612,5.655373129033739
3,index_2,C,C,1,2,6760,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,137.03793238750612,5.655373129033739
4,index_3,B,B,1,6,18168,2,"['B', 'D', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'B', 'B', 'B', 'B', 'B', 'B']",True,411.1137971625184,5.655373129033739
5,index_4,C,C,1,2,7270,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,137.03793238750612,5.655373129033739
6,index_5,C,C,1,2,8028,2,"['C', 'C', 'B', 'B', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,137.03793238750612,5.655373129033739
7,index_6,C,C,1,4,33841,2,"['C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C']",True,274.07586477501223,5.655373129033739
8,index_7,D,D,1,4,32407,2,"['D', 'C', 'D', 'D', 'A', 'D', 'D', 'C', 'D', 'D', 'C', 'D', 'D', 'D', 'D', 'D']",True,274.07586477501223,5.655373129033739
9,index_8,A,C,0,2,6352,2,"['C', 'C', 'C', 'A', 'B', 'C', 'D', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'D']",False,137.03793238750612,5.655373129033739
10,index_9,C,C,1,2,11448,2,"['C', 'C', 'C', 'C', 'B', 'C', 'D', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C']",True,137.03793238750612,5.655373129033739
11,index_10,A,A,1,2,3616,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,137.03793238750612,5.655373129033739
12,index_11,D,D,1,2,7814,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,137.03793238750612,5.655373129033739
13,index_12,A,A,1,2,16078,2,"['A', 'A', 'B', 'A', 'A', 'A', 'D', 'A', 'A', 'D', 'A', 'A', 'B', 'A', 'A', 'A']",True,137.03793238750612,5.655373129033739
14,index_13,D,D,1,2,8579,2,"['D', 'D', 'A', 'D', 'A', 'A', 'D', 'C', 'A', 'A', 'D', 'D', 'A', 'D', 'D', 'A']",True,137.03793238750612,5.655373129033739
15,index_14,C,C,1,2,6566,2,"['C', 'C', 'C', 'C', 'D', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,137.03793238750612,5.655373129033739
16,index_15,B,D,0,2,21463,2,"['D', 'D', 'A', 'C', 'A', 'A', 'A', 'D', 'A', 'D', 'B', 'A', 'D', 'B', 'B', 'D']",False,137.03793238750612,5.655373129033739
17,index_16,C,C,1,2,3975,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,137.03793238750612,5.655373129033739
18,index_17,B,A,0,4,23665,2,"['A', 'B', 'A', 'A', 'A', 'A', 'A', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B']",True,274.07586477501223,5.655373129033739
19,index_18,A,B,0,6,59227,2,"['B', 'A', 'A', 'B', 'B', 'B', 'A', 'B', 'B', 'B', 'A', 'B', 'B', 'B', 'B', 'B']",True,411.1137971625184,5.655373129033739
20,index_19,A,A,1,2,2941,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,137.03793238750612,5.655373129033739
21,index_20,B,B,1,2,11270,2,"['B', 'B', 'B', 'A', 'A', 'B', 'A', 'A', 'B', 'C', 'B', 'A', 'A', 'B', 'B', 'A']",True,137.03793238750612,5.655373129033739
22,index_21,D,C,0,2,3708,2,"['C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'D', 'D', 'C', 'C', 'C', 'D']",False,137.03793238750612,5.655373129033739
23,index_22,C,D,0,4,33964,2,"['B', 'D', 'D', 'D', 'C', 'D', 'D', 'D', 'D', 'B', 'D', 'D', 'D', 'D', 'B', 'D']",False,274.07586477501223,5.655373129033739
24,index_23,B,A,0,2,20761,2,"['A', 'A', 'A', 'D', 'D', 'A', 'A', 'B', 'D', 'A', 'A', 'D', 'B', 'B', 'B', 'D']",False,137.03793238750612,5.655373129033739
25,index_24,B,C,0,4,37190,2,"['D', 'B', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'B', 'C', 'C', 'A', 'B', 'C']",True,274.07586477501223,5.655373129033739
26,index_25,D,A,0,4,36096,2,"['A', 'D', 'A', 'A', 'D', 'A', 'A', 'A', 'A', 'D', 'A', 'D', 'A', 'A', 'A', 'A']",True,274.07586477501223,5.655373129033739
27,index_26,A,B,0,4,24724,2,"['B', 'A', 'B', 'B', 'B', 'B', 'A', 'A', 'A', 'B', 'B', 'A', 'B', 'B', 'A', 'B']",True,274.07586477501223,5.655373129033739
28,index_27,A,A,1,8,66651,2,"['C', 'A', 'A', 'C', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A']",True,548.1517295500245,5.655373129033739
29,index_28,A,A,1,8,55080,2,"['A', 'D', 'D', 'B', 'A', 'D', 'A', 'A', 'A', 'D', 'D', 'A', 'D', 'C', 'A', 'A']",True,548.1517295500245,5.655373129033739
30,index_29,A,B,0,2,11002,2,"['B', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'B', 'B', 'C', 'B', 'C', 'B', 'B', 'B']",False,137.03793238750612,5.655373129033739
31,index_30,C,C,1,4,31547,2,"['C', 'A', 'C', 'C', 'A', 'C', 'A', 'B', 'C', 'C', 'A', 'C', 'B', 'A', 'B', 'C']",True,274.07586477501223,5.655373129033739
32,index_31,C,C,1,2,22958,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C']",True,137.03793238750612,5.655373129033739
33,index_32,C,A,0,2,13036,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",False,137.03793238750612,5.655373129033739
34,index_33,A,C,0,6,54271,2,"['D', 'A', 'C', 'A', 'C', 'C', 'D', 'A', 'C', 'C', 'C', 'A', 'A', 'C', 'A', 'C']",True,411.1137971625184,5.655373129033739
35,index_34,C,C,1,2,12762,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'C', 'C', 'D']",True,137.03793238750612,5.655373129033739
36,index_35,B,B,1,2,10863,2,"['B', 'B', 'B', 'B', 'C', 'B', 'B', 'B', 'C', 'B', 'D', 'C', 'C', 'B', 'B', 'B']",True,137.03793238750612,5.655373129033739
37,index_36,D,A,0,16,138865,2,"['B', 'A', 'A', 'B', 'C', 'A', 'C', 'A', 'C', 'B', 'B', 'C', 'B', 'C', 'A', 'A']",False,1096.303459100049,5.655373129033739
38,index_37,C,C,1,2,12636,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,137.03793238750612,5.655373129033739
39,index_38,B,B,1,2,7289,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,137.03793238750612,5.655373129033739
40,index_39,A,B,0,2,4201,2,"['B', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'B', 'A', 'A', 'A', 'A']",False,137.03793238750612,5.655373129033739
41,index_40,A,A,1,2,4931,2,"['A', 'A', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B']",True,137.03793238750612,5.655373129033739
42,index_41,D,D,1,2,10889,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,137.03793238750612,5.655373129033739
43,index_42,A,D,0,4,33785,2,"['D', 'B', 'D', 'D', 'D', 'A', 'B', 'D', 'B', 'D', 'B', 'B', 'D', 'D', 'B', 'D']",False,274.07586477501223,5.655373129033739
44,index_43,A,A,1,2,2941,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'A', 'B', 'A', 'A', 'B', 'A', 'A', 'A']",True,137.03793238750612,5.655373129033739
45,index_44,D,D,1,2,16687,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'D', 'D', 'D']",True,137.03793238750612,5.655373129033739
46,index_45,C,D,0,6,54450,2,"['C', 'D', 'D', 'A', 'D', 'D', 'A', 'D', 'D', 'D', 'D', 'D', 'D', 'A', 'D', 'D']",True,411.1137971625184,5.655373129033739
47,index_46,D,D,1,2,16418,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'B', 'D', 'D', 'D', 'D']",True,137.03793238750612,5.655373129033739
48,index_47,A,B,0,8,86384,2,"['A', 'D', 'D', 'B', 'B', 'D', 'B', 'B', 'B', 'A', 'D', 'B', 'D', 'D', 'D', 'D']",True,548.1517295500245,5.655373129033739
49,index_48,B,D,0,2,21610,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'D', 'C', 'D', 'D', 'D', 'D']",False,137.03793238750612,5.655373129033739
50,index_49,D,D,1,4,7417,2,"['A', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,274.07586477501223,5.655373129033739
51,index_50,D,C,0,2,15542,2,"['C', 'C', 'C', 'C', 'C', 'C', 'A', 'D', 'C', 'C', 'C', 'D', 'D', 'C', 'C', 'C']",False,137.03793238750612,5.655373129033739
52,index_51,C,C,1,2,18642,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,137.03793238750612,5.655373129033739
