iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,A,A,1,181,26616,22931,3669,26797,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.03473521763053276,0.0629487793202489,113.2000641822815
2,aqua_rat_test_1,8,8,E,E,1,161,31430,29846,1568,31591,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.04272525217715957,0.0786859741503112,129.14227080345154
3,aqua_rat_test_2,8,8,A,A,1,103,10874,9600,1258,10977,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.016184015192960817,0.0237553853518429,42.20626258850098
4,aqua_rat_test_3,8,8,B,B,1,149,14505,12677,1812,14654,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.02031109420196859,0.037876974629009,56.448336124420166
5,aqua_rat_test_4,8,8,B,B,1,114,4754,3497,1241,4868,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.00836562426813124,0.015797032072762,14.645478010177612
6,aqua_rat_test_5,8,8,D,D,1,172,11148,9996,1136,11320,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.019273208773975224,0.0332096696984203,34.61790919303894
7,aqua_rat_test_6,8,8,D,D,1,130,12832,11722,1094,12962,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.018848490495114986,0.0342867400670177,46.95110058784485
8,aqua_rat_test_7,8,8,C,C,1,145,6692,4897,1779,6837,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.011404727643802818,0.0202848252752513,21.026045560836792
9,aqua_rat_test_8,8,8,E,E,1,136,18831,17525,1290,18967,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.030336546116980948,0.05415270464337,61.3061318397522
10,aqua_rat_test_9,8,8,D,D,1,123,7035,5919,1100,7158,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.011313054885750566,0.0221397797989468,23.53369927406311
11,aqua_rat_test_10,8,8,B,C,0,166,26682,24549,2117,26848,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.03293804693441512,0.0674365725227381,118.39206385612488
12,aqua_rat_test_11,8,8,A,A,1,154,10221,8120,2085,10375,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.016624843398248903,0.0311752034466251,33.24026679992676
13,aqua_rat_test_12,8,8,C,C,1,126,42812,8903,33894,42938,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0627134694089811,0.1230852082336045,688.5735969543457
14,aqua_rat_test_13,8,8,D,D,1,89,2657,2053,588,2746,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.005353634834561425,0.0086165629487793,7.675707101821899
15,aqua_rat_test_14,8,8,C,C,1,107,3729,3259,454,3836,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.006460885296104139,0.0128650071804691,12.081986665725708
16,aqua_rat_test_15,8,8,A,A,1,117,3214,2337,861,3331,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.00607677570571755,0.0100526567735759,9.675658226013184
