iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
1,aqua_rat_test_0,8,2,2,True,A,A,1,178,7098,7276,,,0.012952986004029053,0.0246529439923408,78.81373333930969,"[""A"", ""A""]"
2,aqua_rat_test_1,8,2,2,True,E,E,1,158,10015,10173,,,0.018966930337830566,0.0370990904739109,105.6922116279602,"[""E"", ""E""]"
3,aqua_rat_test_2,8,2,2,True,A,A,1,100,1898,1998,,,0.0038665629487792718,0.0072403063666826,20.054414749145508,"[""A"", ""A""]"
4,aqua_rat_test_3,8,2,2,True,B,B,1,146,3887,4033,,,0.007691377959413033,0.0147199617041646,40.52008056640625,"[""B"", ""B""]"
5,aqua_rat_test_4,8,2,2,True,B,B,1,111,1595,1706,,,0.0031360611087527007,0.0053255146002871,18.89732813835144,"[""B"", ""B""]"
6,aqua_rat_test_5,8,2,2,True,D,D,1,169,3925,4094,,,0.007913111932964203,0.0150191479176639,40.72046208381653,"[""D"", ""D""]"
7,aqua_rat_test_6,8,2,2,True,D,D,1,127,4203,4330,,,0.008385020056567626,0.0161560555289612,43.17615461349487,"[""D"", ""D""]"
8,aqua_rat_test_7,8,2,2,True,C,C,1,142,1934,2076,,,0.004254000547083314,0.0078386787936811,19.677275896072388,"[""C"", ""C""]"
9,aqua_rat_test_8,8,2,2,True,E,E,1,133,4723,4856,,,0.008817812425203398,0.0168142651986596,51.674044370651245,"[""E"", ""E""]"
10,aqua_rat_test_9,8,2,2,True,D,D,1,120,1655,1775,,,0.003652152476199936,0.0067017711823839,16.756903886795044,"[""D"", ""D""]"
11,aqua_rat_test_10,8,2,2,True,B,C,0,163,5048,5211,,,0.009071260463121369,0.01663475347056,58.391554832458496,"[""C"", ""C""]"
12,aqua_rat_test_11,8,2,2,True,A,A,1,151,3636,3787,,,0.006347784027445299,0.0099329822881761,47.480998516082764,"[""A"", ""A""]"
13,aqua_rat_test_12,8,2,2,True,C,C,1,123,2947,3070,,,0.005844772322375871,0.0110100526567735,31.232501983642578,"[""C"", ""C""]"
14,aqua_rat_test_13,8,2,2,True,D,D,1,86,609,695,,,0.001531195649400971,0.0026328386787937,6.372822999954224,"[""D"", ""D""]"
15,aqua_rat_test_14,8,2,2,True,C,C,1,104,1065,1169,,,0.0024624230883206004,0.0043681187170895,10.999501943588257,"[""C"", ""C""]"
16,aqua_rat_test_15,8,2,2,True,A,A,1,114,1092,1206,,,0.0025101988079149883,0.0044877932024892,11.336261510848999,"[""A"", ""A""]"
17,aqua_rat_test_16,8,2,2,True,A,A,1,148,9581,9729,,,0.017621284826782616,0.0343465773097175,103.89778733253479,"[""A"", ""A""]"
18,aqua_rat_test_17,8,2,2,True,D,D,1,156,2293,2449,,,0.005013870981731035,0.0093346098611776,23.1224844455719,"[""D"", ""D""]"
19,aqua_rat_test_18,8,2,2,True,D,D,1,188,1380,1568,,,0.003388956076561574,0.0059837242699856,14.050701379776001,"[""D"", ""D""]"
20,aqua_rat_test_19,8,2,2,True,C,C,1,111,2451,2562,,,0.004813368943760676,0.0089157491622785,26.563486576080322,"[""C"", ""C""]"
21,aqua_rat_test_20,8,2,2,True,C,E,0,127,42930,43057,,,0.06774575626145274,0.1230852082336045,696.3802011013031,"[""E""]"
22,aqua_rat_test_21,8,2,2,True,A,A,1,146,7391,7537,,,0.01315837287530844,0.0250119674485399,83.90696668624878,"[""A"", ""A""]"
23,aqua_rat_test_22,8,2,2,True,E,E,1,147,6726,6873,,,0.012254699825171137,0.0234561991383437,74.5105812549591,"[""E"", ""E""]"
24,aqua_rat_test_23,8,2,2,True,A,A,1,149,3013,3162,,,0.00618855324807887,0.0117280995691718,31.13655996322632,"[""A"", ""A""]"
25,aqua_rat_test_24,8,2,2,True,D,D,1,142,3066,3208,,,0.0060824025887796585,0.0114289133556725,32.81883215904236,"[""D"", ""D""]"
26,aqua_rat_test_25,8,2,2,True,D,D,1,128,1645,1773,,,0.0032538586677702307,0.0054451890856869,19.727211475372314,"[""D"", ""D""]"
27,aqua_rat_test_26,8,2,2,True,C,C,1,114,1503,1617,,,0.003134213326061135,0.0056247008137865,16.142857551574707,"[""C"", ""C""]"
28,aqua_rat_test_27,8,2,2,True,A,A,1,141,1586,1727,,,0.003424097398034225,0.0061632359980852,16.983376264572144,"[""A"", ""A""]"
29,aqua_rat_test_28,8,2,2,True,B,B,1,132,1583,1715,,,0.0032220656756852366,0.0055648635710866,18.16230535507202,"[""B"", ""B""]"
30,aqua_rat_test_29,8,2,2,True,A,A,1,117,2705,2822,,,0.005430123378776677,0.0102920057443752,28.32942843437195,"[""A"", ""A""]"
31,aqua_rat_test_30,8,2,2,True,B,B,1,126,1584,1710,,,0.0035468656015289223,0.0064624222115844,16.132030725479126,"[""B"", ""B""]"
32,aqua_rat_test_31,8,2,2,True,A,A,1,146,1906,2052,,,0.003850194138609597,0.0068214456677836,21.524275064468384,"[""A"", ""A""]"
33,aqua_rat_test_32,8,2,4,True,B,B,1,136,67906,68042,,,0.062253744498075844,0.1244016275730014,748.3275051116943,"[""B"", ""C"", ""B"", ""B""]"
34,aqua_rat_test_33,8,2,2,True,B,B,1,138,1647,1785,,,0.0036091818611931536,0.0065222594542843,17.200973987579346,"[""B"", ""B""]"
35,aqua_rat_test_34,8,2,2,True,B,B,1,148,2181,2329,,,0.004173704299475699,0.007060794638583,25.979997634887695,"[""B"", ""B""]"
36,aqua_rat_test_35,8,2,2,True,A,A,1,123,1720,1843,,,0.0035347433927086255,0.0063427477261848,18.893953323364258,"[""A"", ""A""]"
37,aqua_rat_test_36,8,2,2,True,D,D,1,149,2695,2844,,,0.005148087524513918,0.0092149353757778,30.694668531417847,"[""D"", ""D""]"
38,aqua_rat_test_37,8,2,2,True,A,A,1,132,4115,4247,,,0.007993843338298548,0.0153781713738631,43.09068942070007,"[""A"", ""A""]"
39,aqua_rat_test_38,8,2,2,True,D,D,1,137,1939,2076,,,0.0038699966029279932,0.0068812829104835,21.96638321876526,"[""D"", ""D""]"
40,aqua_rat_test_39,8,2,2,True,A,A,1,131,4132,4263,,,0.008061665364003608,0.0154978458592628,43.270545959472656,"[""A"", ""A""]"
41,aqua_rat_test_40,8,2,2,True,A,A,1,135,5521,5656,,,0.009392538143118417,0.0160962182862614,68.840256690979,"[""A"", ""A""]"
42,aqua_rat_test_41,8,2,2,True,A,A,1,150,10719,10869,,,0.018875614704403774,0.0361416945907132,122.35333442687988,"[""A"", ""A""]"
43,aqua_rat_test_42,8,2,2,True,C,C,1,94,1629,1723,,,0.003072828849150441,0.0051460028721876,19.889111518859863,"[""C"", ""C""]"
44,aqua_rat_test_43,8,2,2,True,A,A,1,132,2750,2882,,,0.0054066299987918995,0.0101124940162756,29.663180351257324,"[""A"", ""A""]"
45,aqua_rat_test_44,8,2,2,True,B,B,1,134,1902,2036,,,0.003994819974361535,0.0073599808520823,20.18182897567749,"[""B"", ""B""]"
46,aqua_rat_test_45,8,2,2,True,B,B,1,128,2935,3063,,,0.005519646870405178,0.0100526567735759,33.48152041435242,"[""B"", ""B""]"
47,aqua_rat_test_46,8,2,2,True,E,E,1,137,1714,1851,,,0.0037290945310369692,0.0067616084250837,17.882060289382935,"[""E"", ""E""]"
48,aqua_rat_test_47,8,2,2,True,A,A,1,153,3085,3238,,,0.00626450763841249,0.0118477740545716,32.366790771484375,"[""A"", ""A""]"
49,aqua_rat_test_48,8,2,2,True,D,D,1,114,7712,7826,,,0.01331609103409393,0.0248922929631402,89.47644639015198,"[""D"", ""D""]"
50,aqua_rat_test_49,8,2,2,True,B,B,1,120,1546,1666,,,0.0034098139137494856,0.006223073240785,15.849804878234863,"[""B"", ""B""]"
51,aqua_rat_test_50,8,2,2,True,C,C,1,126,1795,1921,,,0.003947344809768978,0.0073001436093824,18.327198266983032,"[""C"", ""C""]"
52,aqua_rat_test_51,8,2,2,True,C,C,1,132,1881,2013,,,0.0036193192148018896,0.0061033987553853,22.79550313949585,"[""C"", ""C""]"
53,aqua_rat_test_52,8,2,2,True,B,B,1,108,1550,1658,,,0.003412552252776857,0.0062829104834849,15.862791299819946,"[""B"", ""B""]"
54,aqua_rat_test_53,8,2,2,True,A,A,1,107,1193,1300,,,0.0026955806420129007,0.0048468166586883,12.418603658676147,"[""A"", ""A""]"
55,aqua_rat_test_54,8,2,2,True,D,D,1,149,11978,12127,,,0.021985983014526124,0.0430828147438966,129.78678560256958,"[""D"", ""D""]"
56,aqua_rat_test_55,8,2,2,True,A,A,1,122,1436,1558,,,0.002939005903941231,0.0050263283867879,16.569847583770752,"[""A"", ""A""]"
57,aqua_rat_test_56,8,2,2,True,A,A,1,133,11699,11832,,,0.020627056534937793,0.0397917663954044,132.50646424293518,"[""A"", ""A""]"
58,aqua_rat_test_57,8,2,2,True,D,D,1,124,3204,3328,,,0.0062022135059459135,0.0117280995691718,34.63212203979492,"[""D"", ""D""]"
59,aqua_rat_test_58,8,2,2,True,D,D,1,135,5802,5937,,,0.010341830814304474,0.0193274293920535,66.21206331253052,"[""D"", ""D""]"
60,aqua_rat_test_59,8,2,4,True,C,A,0,112,56087,56199,,,0.046636277195876645,0.0905337482048826,690.7175607681274,"[""A"", ""C"", ""A"", ""A""]"
61,aqua_rat_test_60,8,2,2,True,E,E,1,143,2950,3093,,,0.006158212723849108,0.011668262326472,30.011859893798828,"[""E"", ""E""]"
62,aqua_rat_test_61,8,2,2,True,D,D,1,122,3507,3629,,,0.006567206606769898,0.0123264719961704,38.91365361213684,"[""D"", ""D""]"
63,aqua_rat_test_62,8,2,2,True,B,B,1,136,2033,2169,,,0.0038290277689266724,0.0061632359980852,25.328918933868408,"[""B"", ""B""]"
64,aqua_rat_test_63,8,2,2,True,C,C,1,124,2045,2169,,,0.0037540384714851386,0.0056845380564863,27.00567364692688,"[""C"", ""C""]"
65,aqua_rat_test_64,8,2,2,True,D,B,0,167,1949,2116,,,0.003908971047027896,0.006641933939684,22.930365085601807,"[""B"", ""B""]"
66,aqua_rat_test_65,8,2,2,True,C,C,1,117,3566,3683,,,0.007183669333063045,0.013762565820967,36.16516637802124,"[""C"", ""C""]"
67,aqua_rat_test_66,8,2,2,True,C,C,1,155,1714,1869,,,0.003669549242282925,0.0065820966969841,18.629693269729614,"[""C"", ""C""]"
68,aqua_rat_test_67,8,2,2,True,B,B,1,132,3929,4061,,,0.0069495817303485315,0.0122666347534705,47.107970237731934,"[""B"", ""B""]"
69,aqua_rat_test_68,8,2,2,True,A,A,1,133,5941,6074,,,0.010082982118978906,0.0175323121110578,73.49679183959961,"[""A"", ""A""]"
70,aqua_rat_test_69,8,2,2,True,C,C,1,136,30827,30963,,,0.05818059736989545,0.1157252273815222,329.02518606185913,"[""C"", ""C""]"
71,aqua_rat_test_70,8,2,2,True,C,C,1,127,1666,1793,,,0.0034776074290579087,0.006223073240785,18.36452841758728,"[""C"", ""C""]"
72,aqua_rat_test_71,8,2,2,True,A,A,1,149,2998,3147,,,0.005591257346324152,0.0099329822881761,34.77036786079407,"[""A"", ""A""]"
73,aqua_rat_test_72,8,2,2,True,B,B,1,105,1413,1518,,,0.0028371256332895118,0.004966491144088,16.298498392105103,"[""B"", ""B""]"
74,aqua_rat_test_73,8,2,2,True,B,B,1,111,1705,1816,,,0.0036410894646470835,0.0067616084250837,17.78658390045166,"[""B"", ""B""]"
75,aqua_rat_test_74,8,2,2,True,E,E,1,152,3845,3997,,,0.006804928486611726,0.0116084250837721,47.38682794570923,"[""E"", ""E""]"
76,aqua_rat_test_75,8,2,2,True,C,C,1,122,3134,3256,,,0.0058090515827067014,0.0106510292005744,35.74818444252014,"[""C"", ""C""]"
77,aqua_rat_test_76,8,2,2,True,E,E,1,209,3069,3278,,,0.005903908202194131,0.0102920057443752,35.92086863517761,"[""E"", ""E""]"
78,aqua_rat_test_77,8,2,2,True,B,B,1,168,7063,7231,,,0.01271459687313628,0.0239947343226424,79.62996864318848,"[""B"", ""B""]"
79,aqua_rat_test_78,8,2,2,True,A,A,1,149,2905,3054,,,0.005942675921493489,0.011249401627573,30.062527656555176,"[""A"", ""A""]"
80,aqua_rat_test_79,8,2,2,True,D,D,1,145,3368,3513,,,0.00634132227572338,0.0117280995691718,37.61518430709839,"[""D"", ""D""]"
81,aqua_rat_test_80,8,2,2,True,B,B,1,174,2852,3026,,,0.005854969116210617,0.0108305409286739,30.21904492378235,"[""B"", ""B""]"
82,aqua_rat_test_81,8,2,2,True,A,A,1,129,1310,1439,,,0.0027507764632178928,0.0047271421732886,15.025046110153198,"[""A"", ""A""]"
83,aqua_rat_test_82,8,2,6,True,A,A,1,126,63879,64005,,,0.03664151289708897,0.0850287218764959,771.446478843689,"[""A"", ""B"", ""B"", ""A"", ""A"", ""A""]"
84,aqua_rat_test_83,8,2,2,True,A,A,1,140,5765,5905,,,0.01140586723283648,0.0221996170416467,59.27138376235962,"[""A"", ""A""]"
85,aqua_rat_test_84,8,2,2,True,A,A,1,106,2201,2307,,,0.003975588103693603,0.0065222594542843,27.807777643203735,"[""A"", ""A""]"
86,aqua_rat_test_85,8,2,2,True,A,A,1,125,10879,11004,,,0.018353052544247943,0.033748204882719,131.23154544830322,"[""A"", ""A""]"
87,aqua_rat_test_86,8,2,2,True,E,E,1,129,5408,5537,,,0.010189002748366186,0.0196864528482527,57.84921908378601,"[""E"", ""E""]"
88,aqua_rat_test_87,8,2,2,True,B,B,1,108,1466,1574,,,0.003011904706576705,0.0053255146002871,16.398027896881104,"[""B"", ""B""]"
89,aqua_rat_test_88,8,2,2,True,B,B,1,133,5323,5456,,,0.009379926496802641,0.0171732886548587,61.99758958816528,"[""B"", ""B""]"
90,aqua_rat_test_89,8,2,2,True,B,B,1,126,2315,2441,,,0.00463007921555988,0.0084968884633795,25.215450286865234,"[""B"", ""B""]"
91,aqua_rat_test_90,8,2,2,True,B,B,1,116,1973,2089,,,0.00420265103592246,0.007898516036381,20.15781259536743,"[""B"", ""B""]"
92,aqua_rat_test_91,8,2,2,True,B,B,1,184,1877,2061,,,0.0038851272766956186,0.0065820966969841,21.985340118408203,"[""B"", ""B""]"
93,aqua_rat_test_92,8,2,2,True,A,A,1,160,4380,4540,,,0.008097362763934747,0.0149593106749641,49.97097682952881,"[""A"", ""A""]"
94,aqua_rat_test_93,8,2,2,True,D,D,1,118,3271,3389,,,0.006164629877282828,0.0116084250837721,36.1472589969635,"[""D"", ""D""]"
95,aqua_rat_test_94,8,2,2,True,A,A,1,137,9060,9197,,,0.016839812551963873,0.0328506462422211,97.3257405757904,"[""A"", ""A""]"
96,aqua_rat_test_95,8,2,2,True,A,A,1,138,4057,4195,,,0.007572620096834557,0.0141814265198659,45.10017204284668,"[""A"", ""A""]"
97,aqua_rat_test_96,8,2,2,True,C,C,1,112,1382,1494,,,0.002949754445685466,0.0053255146002871,15.037829160690308,"[""C"", ""C""]"
98,aqua_rat_test_97,8,2,2,True,E,E,1,145,3537,3682,,,0.006493085513114385,0.0117879368118717,40.980626583099365,"[""E"", ""E""]"
99,aqua_rat_test_98,8,2,2,True,D,D,1,149,1815,1964,,,0.003670966446052606,0.0064025849688846,20.967970848083496,"[""D"", ""D""]"
100,aqua_rat_test_99,8,2,2,True,E,E,1,131,1626,1757,,,0.0034551537060574064,0.0062829104834849,17.55585241317749,"[""E"", ""E""]"
101,aqua_rat_test_100,8,2,2,True,A,A,1,119,1303,1422,,,0.002774130190058815,0.0049066539013882,14.482980012893677,"[""A"", ""A""]"
102,aqua_rat_test_101,8,2,2,True,C,C,1,135,4472,4607,,,0.00827351545543689,0.0156175203446625,49.66139268875122,"[""C"", ""C""]"
103,aqua_rat_test_102,8,2,2,True,D,D,1,124,1733,1857,,,0.003609840807471713,0.0065820966969841,18.814305305480957,"[""D"", ""D""]"
104,aqua_rat_test_103,8,2,2,True,E,E,1,134,7440,7574,,,0.013470275403966909,0.0259095260890378,82.5187840461731,"[""E"", ""E""]"
105,aqua_rat_test_104,8,2,2,True,A,E,0,167,2412,2579,,,0.005162053218487156,0.0095739588319769,24.875351667404175,"[""E"", ""E""]"
106,aqua_rat_test_105,8,2,2,True,B,B,1,126,4205,4331,,,0.00845867879821641,0.0162757300143608,43.02499842643738,"[""B"", ""B""]"
107,aqua_rat_test_106,8,2,4,True,D,D,1,149,131072,131221,,,0.12321980094521293,0.24581139301101,1462.2317743301392,"[""D""]"
108,aqua_rat_test_107,8,2,2,True,B,B,1,122,2495,2617,,,0.005172346312369927,0.0097534705600765,25.61348819732666,"[""B"", ""B""]"
109,aqua_rat_test_108,8,2,2,True,D,D,1,113,8123,8236,,,0.01527696111525297,0.029978458592628,84.65000033378601,"[""D"", ""D""]"
110,aqua_rat_test_109,8,2,2,True,B,B,1,145,5336,5481,,,0.009047952618730376,0.0152584968884633,67.49381160736084,"[""B"", ""B""]"
111,aqua_rat_test_110,8,2,2,True,A,A,1,135,2930,3065,,,0.005952299810739903,0.0113092388702729,30.304540634155273,"[""A"", ""A""]"
112,aqua_rat_test_111,8,2,2,True,D,D,1,133,2258,2391,,,0.004740175004023579,0.0089157491622785,23.217719554901123,"[""D"", ""D""]"
113,aqua_rat_test_112,8,2,2,True,C,D,0,107,19645,19752,,,0.03443334577044325,0.0671972235519386,224.46515893936157,"[""D"", ""D""]"
114,aqua_rat_test_113,8,2,2,True,D,D,1,152,2205,2357,,,0.004491709641737968,0.0081378650071805,24.096487283706665,"[""D"", ""D""]"
115,aqua_rat_test_114,8,2,2,True,D,C,0,152,17823,17975,,,0.030205815736536572,0.0569650550502632,214.29262733459473,"[""C"", ""C""]"
116,aqua_rat_test_115,8,2,2,True,C,C,1,129,24663,24792,,,0.044674318799501046,0.0883796074676879,273.175048828125,"[""C"", ""C""]"
117,aqua_rat_test_116,8,2,2,True,B,B,1,181,8986,9167,,,0.016667284880413188,0.0323121110579224,97.31768584251404,"[""B"", ""B""]"
118,aqua_rat_test_117,8,2,2,True,C,A,0,132,29646,29778,,,0.05523825387687742,0.1098013403542365,320.3477396965027,"[""A"", ""A""]"
119,aqua_rat_test_118,8,2,2,True,A,A,1,143,3468,3611,,,0.007101129372551055,0.0134633796074676,35.37560248374939,"[""A"", ""A""]"
120,aqua_rat_test_119,8,2,2,True,D,D,1,111,1466,1577,,,0.003118950084089813,0.0056845380564863,15.802373886108398,"[""D"", ""D""]"
121,aqua_rat_test_120,8,2,2,True,E,E,1,136,3858,3994,,,0.0075137764265917764,0.0143011010052657,40.859338998794556,"[""E"", ""E""]"
122,aqua_rat_test_121,8,2,2,True,B,B,1,102,1135,1237,,,0.0024582490464645397,0.0043681187170895,12.431764841079712,"[""B"", ""B""]"
123,aqua_rat_test_122,8,2,2,True,A,A,1,159,8666,8825,,,0.01563221258089774,0.0299186213499281,96.91503500938416,"[""A"", ""A""]"
124,aqua_rat_test_123,8,2,2,True,A,A,1,110,3482,3592,,,0.006332058238716393,0.011668262326472,39.993186950683594,"[""A"", ""A""]"
125,aqua_rat_test_124,8,2,2,True,E,B,0,122,3011,3133,,,0.006166302558486335,0.0117280995691718,30.633625745773315,"[""B"", ""B""]"
126,aqua_rat_test_125,8,2,2,True,A,A,1,143,21344,21487,,,0.03748311786186173,0.0730612733365246,243.5399932861328,"[""A"", ""A""]"
127,aqua_rat_test_126,8,2,2,True,B,B,1,161,7890,8051,,,0.014331999084616565,0.027465294399234,86.91952109336853,"[""B"", ""B""]"
128,aqua_rat_test_127,8,2,2,True,D,D,1,159,985,1144,,,0.0024364526262221227,0.0040689325035901,10.714802026748657,"[""D"", ""D""]"
129,aqua_rat_test_128,8,2,2,True,B,B,1,130,3543,3673,,,0.006198091862778933,0.0104715174724748,43.98541212081909,"[""B"", ""B""]"
130,aqua_rat_test_129,8,2,2,True,D,D,1,117,1598,1715,,,0.0035103529524538237,0.0064624222115844,16.26659345626831,"[""D"", ""D""]"
131,aqua_rat_test_130,8,2,2,True,A,A,1,122,3077,3199,,,0.006150330661728576,0.0117280995691718,31.843588829040527,"[""A"", ""A""]"
132,aqua_rat_test_131,8,2,2,True,C,C,1,115,3357,3472,,,0.006455565512448907,0.0123264719961704,35.79624629020691,"[""C"", ""C""]"
133,aqua_rat_test_132,8,2,2,True,B,B,1,116,7381,7497,,,0.013336249696862366,0.0257300143609382,81.23057246208191,"[""B"", ""B""]"
