iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,64,33,33,1,189,205620,161583,43909,205809,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""13"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""25"", ""33"", ""33"", ""33"", ""33""]",0.140430043085081,0.2979180580156219,84.88736939430237
2,index_1,64,64,23,23,1,221,470842,434440,30522,471063,"[""23"", ""23"", ""49"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""19"", ""23"", ""23"", ""23"", ""23"", ""23"", ""19"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""121"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""5"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""5"", ""23"", ""23""]",0.183635573257779,0.4608147739481402,538.1358680725098
3,index_2,64,64,116,116,1,167,167436,133337,33971,167603,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",0.1311916188652532,0.2439095211823804,62.97978615760803
4,index_3,64,64,809,809,1,140,279749,253829,25792,279889,"[""809"", ""809"", ""809"", ""808"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""404"", ""809"", ""809"", ""809"", ""809""]",0.17821756945961,0.3808182583698714,125.14560341835022
5,index_4,64,64,197,197,1,136,801890,853801,24159,802026,"[""287"", ""197"", ""197"", ""287"", ""15625"", ""197"", ""35"", ""36"", ""22"", ""287"", ""17"", ""287"", ""197"", ""273"", ""254"", ""287"", ""68817"", ""287"", ""2"", ""139"", ""197"", ""117"", ""273"", ""254"", ""3909"", ""197"", ""19"", ""8603"", ""273"", ""287"", ""287"", ""2025"", ""36"", ""2287"", ""254"", ""8603"", ""273"", ""197"", ""197"", ""8603"", ""287"", ""35"", ""197"", ""273"", ""271"", ""140623"", ""59"", ""322"", ""197"", ""273"", ""2024"", ""135"", ""273"", ""197"", ""35"", ""287"", ""287"", ""4047"", ""287"", ""8603"", ""254"", ""273"", ""197"", ""2024""]",0.3165518842525395,0.9438136995847732,906.9514496326448
6,index_5,64,64,385,16,0,123,793527,758521,34879,793650,"[""12"", ""24"", ""12"", ""16"", ""36"", ""16"", ""16"", ""24"", ""16"", ""24"", ""16"", ""24"", ""12"", ""16"", ""72"", ""16"", ""16"", ""24"", ""24"", ""24"", ""32"", ""24"", ""16"", ""12"", ""16"", ""24"", ""24"", ""16"", ""24"", ""96"", ""24"", ""16"", ""12"", ""16"", ""16"", ""24"", ""16"", ""16"", ""12"", ""16"", ""64"", ""16"", ""16"", ""12"", ""24"", ""16"", ""24"", ""16"", ""16"", ""12"", ""16"", ""16"", ""24"", ""24"", ""16"", ""36"", ""144"", ""16"", ""12"", ""12"", ""32"", ""7"", ""16"", ""16""]",0.5068919681783131,0.9999709631522402,575.8304436206818
7,index_6,64,64,371,69,0,118,900336,1258029,19783,900454,"[""139"", ""17"", ""183"", ""33"", ""13"", ""44"", ""139"", ""69"", ""69"", ""267"", ""9"", ""69"", ""139"", ""135"", ""141"", ""419"", ""383"", ""9"", ""141"", ""137"", ""139"", ""21"", ""353"", ""131"", ""47"", ""33"", ""38"", ""141"", ""33"", ""51"", ""139"", ""139"", ""137"", ""69"", ""141"", ""39"", ""133"", ""163"", ""9"", ""179"", ""17"", ""191"", ""355"", ""48"", ""69"", ""46"", ""363"", ""135"", ""9"", ""133"", ""283"", ""131"", ""131"", ""17"", ""135"", ""17"", ""69"", ""131"", ""381"", ""131"", ""337"", ""137"", ""263"", ""351""]",0.4719757768757181,0.9999709631522402,1108.334504365921
8,index_7,64,64,601,601,1,114,791285,894942,28315,791399,"[""403"", ""401"", ""601"", ""301"", ""601"", ""7"", ""601"", ""601"", ""601"", ""7"", ""403"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""25"", ""401"", ""6"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""401"", ""601"", ""7"", ""601"", ""401"", ""601"", ""7"", ""601"", ""601"", ""601"", ""601"", ""601"", ""13"", ""601"", ""601"", ""601"", ""601"", ""13"", ""401"", ""601"", ""601"", ""601"", ""601"", ""601"", ""13"", ""401"", ""601"", ""601"", ""13"", ""601"", ""601"", ""601"", ""601"", ""601""]",0.2702237503874258,0.9431168152385376,1128.7871751785278
9,index_8,64,64,25,25,1,92,430562,401774,28659,430654,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""125"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",0.2396642309707411,0.4309648944510583,322.7724027633667
10,index_9,64,64,55,55,1,103,222710,197711,24871,222813,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",0.1152203560430802,0.2940851941113273,117.64599418640135
