iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,A,A,1,178,31830,27131,4683,32008,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.047596668464974574,0.1029043711076188,109.67124938964844
2,aqua_rat_test_1,8,8,E,E,1,158,24206,21635,2555,24364,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.03632266249035697,0.0596007217274896,89.96814584732056
3,aqua_rat_test_2,8,8,A,A,1,100,12180,10378,1782,12280,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.014964641902151637,0.0302659915022408,59.82260584831238
4,aqua_rat_test_3,8,8,B,B,1,146,19700,17206,2478,19846,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.030780067045149722,0.0481927710843373,71.0572874546051
5,aqua_rat_test_4,8,8,B,B,1,111,5835,4325,1494,5946,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.012698051808011139,0.0218846400093125,16.474506616592407
6,aqua_rat_test_5,8,8,D,D,1,169,14025,12294,1715,14194,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.02807544403435269,0.0480763634247133,39.38097596168518
7,aqua_rat_test_6,8,8,D,D,1,127,13048,11404,1628,13175,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.018282121022862446,0.0392875851231011,52.13684701919556
8,aqua_rat_test_7,8,8,C,C,1,142,7973,5822,2135,8115,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.016115061224270824,0.0302659915022408,23.619396209716797
9,aqua_rat_test_8,8,8,E,E,1,133,23448,21423,2009,23581,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.03756754529225917,0.07356964088237,75.65958166122437
10,aqua_rat_test_9,8,8,D,D,1,120,8111,6529,1564,8231,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.014071843138607449,0.0279378383097608,27.731637954711914
11,aqua_rat_test_10,8,8,B,C,0,163,30688,27527,3145,30851,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.046507419525726165,0.0827658459926663,107.77186369895935
12,aqua_rat_test_11,8,8,A,A,1,151,11772,9513,2243,11923,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.021085973255856753,0.038647342995169,37.856001138687134
13,aqua_rat_test_12,8,8,C,C,1,123,16637,12753,3868,16760,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.02121928360124135,0.0448751527850532,75.11324691772461
14,aqua_rat_test_13,8,8,D,D,1,86,3062,1957,1089,3148,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.00593000549490796,0.0107095046854083,11.084779024124146
15,aqua_rat_test_14,8,8,C,C,1,104,4668,3894,758,4772,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.00991793259996503,0.0167627029858564,14.143712997436523
16,aqua_rat_test_15,8,8,A,A,1,114,4114,2695,1403,4228,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.008970189303876702,0.0146673651126244,12.982607126235962
17,aqua_rat_test_16,8,8,A,A,1,148,44626,41421,3189,44774,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.061966325322480906,0.1499330655957161,164.44898509979248
18,aqua_rat_test_17,8,8,D,D,1,156,9853,8051,1786,10009,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.01919257542207001,0.0302659915022408,30.096441507339478
19,aqua_rat_test_18,8,8,D,D,1,188,5101,3808,1273,5289,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.01138151925690823,0.0217100285198765,17.238729238510132
20,aqua_rat_test_19,8,8,C,C,1,111,8860,6502,2342,8971,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.01660955830817617,0.0319539025667888,26.557569980621338
21,aqua_rat_test_20,8,8,C,E,0,127,93546,84810,8719,93673,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""A""]",0.12040723311159116,0.2331063383970665,485.16213941574097
22,aqua_rat_test_21,8,8,A,A,1,146,28962,25609,3337,29108,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.04938326019611481,0.0963855421686746,87.5701789855957
23,aqua_rat_test_22,8,8,E,E,1,147,20655,18014,2625,20802,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.030640923665338674,0.0582038298120016,74.95862698554993
24,aqua_rat_test_23,8,8,A,A,1,149,14885,12617,2252,15034,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.026964615520005106,0.0456318025726092,45.008344411849976
25,aqua_rat_test_24,8,8,D,D,1,142,13114,11702,1396,13256,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.021674315508691866,0.036668412781561,45.15986919403076
26,aqua_rat_test_25,8,8,D,D,1,128,6174,4758,1400,6302,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.010910682895711253,0.0218846400093125,22.118135690689087
27,aqua_rat_test_26,8,8,C,C,1,114,6191,4660,1515,6305,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.012842454185271057,0.0232815319248006,18.05948567390442
28,aqua_rat_test_27,8,8,A,A,1,141,9238,6983,2239,9379,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.01649872727751374,0.0284034689482568,31.157153844833374
29,aqua_rat_test_28,8,8,B,B,1,132,7266,5328,1922,7398,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.011890145382318794,0.0228159012863046,27.96226215362549
30,aqua_rat_test_29,8,8,A,A,1,117,8366,7248,1102,8483,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.011831673225715603,0.0246784238402887,35.85372495651245
31,aqua_rat_test_30,8,8,B,B,1,126,6710,4899,1795,6836,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.009361381140989644,0.0209533787323206,31.452939748764038
32,aqua_rat_test_31,8,8,A,A,1,146,6663,5000,1647,6809,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.013101202003484734,0.0223502706478085,21.726587295532227
33,aqua_rat_test_32,8,8,B,C,0,136,149637,147392,2229,149773,"[""B"", ""C"", ""B"", ""C"", ""C"", ""C"", ""B"", ""C""]",0.23604785755046304,0.4316396018858041,611.6076567173004
34,aqua_rat_test_33,8,8,B,B,1,138,6356,5249,1091,6494,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.010620271350203738,0.0205459519236366,24.92035484313965
35,aqua_rat_test_34,8,8,B,B,1,148,9869,7099,2746,10017,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.019677387261650615,0.0317792910773528,29.433048486709595
36,aqua_rat_test_35,8,8,A,A,1,123,6707,5402,1289,6830,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.01328116710653718,0.0209533787323206,21.187993049621582
37,aqua_rat_test_36,8,8,D,D,1,149,10342,8348,1978,10491,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.018451202667362707,0.0302659915022408,34.03459072113037
38,aqua_rat_test_37,8,8,A,A,1,132,18511,15774,2721,18643,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.027962614625914234,0.0509283510855014,66.39101982116699
39,aqua_rat_test_38,8,8,D,D,1,137,8061,6543,1502,8198,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.014532581858182566,0.0274722076712647,27.102019548416138
40,aqua_rat_test_39,8,8,A,A,1,131,16449,12466,3967,16580,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.028081713203943964,0.0511611664047494,51.784380197525024
41,aqua_rat_test_40,8,8,A,A,1,135,24153,20303,3834,24288,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.036132948676129914,0.0676328502415458,85.74349331855774
42,aqua_rat_test_41,8,8,A,A,1,150,54416,51210,3190,54566,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.09173827614315563,0.1578487864501484,167.47782278060913
43,aqua_rat_test_42,8,8,C,C,1,94,6953,5841,1096,7047,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.013753065430747216,0.0228159012863046,20.329107761383057
44,aqua_rat_test_43,8,8,A,A,1,132,11301,9299,1986,11433,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.018014260288226714,0.0346312787381409,40.594229221343994
45,aqua_rat_test_44,8,8,B,B,1,134,9541,7632,1893,9675,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.01687266425459856,0.0302659915022408,31.62623882293701
46,aqua_rat_test_45,8,8,B,B,1,128,13673,11472,2185,13801,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.022604441692714913,0.036319189802689,46.97549510002136
47,aqua_rat_test_46,8,8,E,E,1,137,8682,7300,1366,8819,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.013552479696426386,0.0284034689482568,34.20344138145447
48,aqua_rat_test_47,8,8,A,A,1,153,11696,10238,1442,11849,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.019137796567449503,0.034922297887201,41.98229384422302
49,aqua_rat_test_48,8,8,D,D,1,114,20902,19205,1681,21016,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.028721873085089663,0.0433036493801292,96.32988286018372
50,aqua_rat_test_49,8,8,B,B,1,120,7268,5665,1587,7388,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.01244942768297979,0.0232233280949886,25.48667335510254
51,aqua_rat_test_50,8,8,C,C,1,126,8987,6600,2371,9113,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.012781665954086323,0.0291601187358128,37.62376070022583
